selector,id,answer,baseline_prediction,baseline_correct,selected_prediction,selected_correct,outcome,candidate_count,source,best_program_family,verifier_valid,verifier_score,canonicalization_status,sympy_parse_success,failure_reason,competition_match_audit_only
critic_router_union,d98d85c0,?(&@,(@@?,False,'',False,still_wrong,170,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,7ed40e8a,180,180,True,181,True,preserve_correct,4,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,491b8ea5,)!,@|]!,False,@|,False,still_wrong,148,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,eb1a62f7,>!>},){>),False,)@{,False,still_wrong,36,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,0bb591e6,%?<,"""$%%""",False,"""",False,still_wrong,24,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,3c424916,9351,9351,True,4510,False,loss,4,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
critic_router_union,72336119,3316,3316,True,3315,True,preserve_correct,4,router_v1,numeric_concat_outer,True,1.0,exact_string,True,ok,False
critic_router_union,9a19fc2d,#>[,!&)#,False,)',False,still_wrong,146,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,528b694b,"""'",>]],False,"""]",False,still_wrong,158,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,d3b20e29,3922,3922,True,3922,True,preserve_correct,4,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
critic_router_union,d1bd7478,30,3,False,30,True,gain,6,router_v1,numeric_other,True,1.0,exact_string,True,ok,True
critic_router_union,21519be7,35,35,True,30,False,loss,16,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,7306613b,251,251,True,97,False,loss,10,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
critic_router_union,fba40625,'>&,{>?#,False,?>,False,still_wrong,138,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,9aa8dc92,/#</,/#</,True,/#</,True,preserve_correct,20,router_v1,symbolic_drop_middle,True,1.0,unsupported_shape,False,ok,True
critic_router_union,c5b058d6,134,35,False,134,True,gain,8,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,True
critic_router_union,b4342b90,66,66,True,65,False,loss,4,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,837a6ae7,<>\>,"<:{""",False,<:,False,still_wrong,18,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,d0e1010b,!&&},|&$|,False,!^&,False,still_wrong,176,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,34c563c5,04`,04`,True,4,False,loss,34,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
critic_router_union,5a0d5d2a,341,55,False,49,False,still_wrong,54,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
critic_router_union,5a9fcf68,4443,4,False,4,False,still_wrong,10,router_v1,repair,True,1.0,exact_string,True,ok,False
critic_router_union,6e56b39a,-/#,&#!,False,-]/,False,still_wrong,16,router_v1,symbolic_other,True,0.9,unsupported_shape,False,ok,False
critic_router_union,a5f1991c,/|',!&&&,False,'&,False,still_wrong,164,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,c7aae192,">""(","\""]",False,>},False,still_wrong,152,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,e4cc7639,113,16,False,3072,False,still_wrong,4,router_v1,numeric_mul,True,1.0,exact_string,True,ok,False
critic_router_union,844f826c,"/""",`@>``,False,>`,False,still_wrong,164,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,b69391b8,66,66,True,66,True,preserve_correct,4,router_v1,numeric_left_plus_right,True,1.0,exact_string,True,ok,True
critic_router_union,8193e7e0,??{`,#?&`,False,#,False,still_wrong,104,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,5bcb572e,-!#,"""{!""",False,{{,False,still_wrong,162,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,8c1529e1,-52,-52,True,47,False,loss,8,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
critic_router_union,cdec898a,<?/,>,False,>,False,still_wrong,142,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,44398869,5913,5913,True,528,False,loss,4,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
critic_router_union,edf364da,$(%,::{[,False,{:$,False,still_wrong,176,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,339149c9,3,3,True,2,False,loss,2,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
critic_router_union,c7844441,:/$^,:/$^,True,%<$,False,loss,50,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,21261dc6,-25,-25,True,-25,True,preserve_correct,10,router_v1,numeric_operator_prefix_absdiff,True,1.0,exact_string,True,ok,True
critic_router_union,4dbec546,611,611,True,56,False,loss,12,router_v1,numeric_positional_rewrite,True,1.0,exact_string,True,ok,False
critic_router_union,0e009c6d,`?\!,@?`?,False,@/,False,still_wrong,184,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,b4b73143,>\:,>!!/,False,>!%,False,still_wrong,178,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,861cb154,2271,10,False,10,False,still_wrong,16,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
critic_router_union,90feb0c5,:<],?>>>,False,?>',False,still_wrong,168,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,c541eb82,-01,-01,True,1,False,loss,36,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
critic_router_union,b9f1d959,:>,"$""\[""",False,""">",False,still_wrong,128,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,ca5db1c0,^,"\boxed({""'|})",False,"""|",False,still_wrong,156,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,9f1ff166,[,"""]'/",False,/,False,still_wrong,112,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,432b1110,%[:?,\{<?,False,\{<?,False,still_wrong,12,router_v1,symbolic_drop_middle,True,1.0,unsupported_shape,False,ok,False
critic_router_union,f333b67f,100,100,True,99,False,loss,4,router_v1,numeric_operator_prefix_absdiff,True,1.0,exact_string,True,ok,False
critic_router_union,f7d26b8d,/@,[},False,}\,False,still_wrong,148,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,8e56a42e,%/<>,%/<>,True,%/<>,True,preserve_correct,86,router_v1,symbolic_drop_middle,True,1.0,unsupported_shape,False,ok,True
critic_router_union,20f0fac9,2976,65,False,1,False,still_wrong,16,router_v1,numeric_other,True,1.0,exact_string,True,ok,False
critic_router_union,26e48e98,){|,"""%]%{""",False,],False,still_wrong,134,router_v1,symbolic_positional_rewrite,True,1.0,unsupported_shape,False,ok,False
critic_router_union,5501c054,[#>#,!##^,False,^>,False,still_wrong,16,router_v1,symbolic_other,True,1.0,unsupported_shape,False,ok,False
critic_router_union,ea6d926a,87,37,False,37,False,still_wrong,52,router_v1,numeric_abs_diff,True,1.0,exact_string,True,ok,False
