id,family,source,status,prediction,answer,baseline_prediction,baseline_correct,candidate_correct,reason,proof
3c424916,equation_transform,v412_equation_vsa_ranked,abstain,,9351,9351,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
575f9709,bit_manipulation,v412_bit_lut_k123,abstain,,01111111,01111111,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [28, 33], ""consistent_counts"": [29, 37], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
691608b9,bit_manipulation,v412_bit_lut_k123,abstain,,00101000,00101000,True,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [86, 86, 27], ""consistent_counts"": [92, 92, 30], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
72336119,equation_transform,v412_equation_vsa_ranked,abstain,,3316,3316,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
202af98d,bit_manipulation,v412_bit_lut_k123,abstain,,11111101,11111111,False,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [1, 8], ""consistent_counts"": [12, 24], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
3ace787f,bit_manipulation,v412_bit_lut_k123,abstain,,11111011,11111111,False,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [8, 18], ""consistent_counts"": [15, 21], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
9a19fc2d,equation_transform,v412_equation_vsa_ranked,abstain,,#>[,!&)#,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
dc7f150a,bit_manipulation,v412_bit_lut_k123,abstain,,11001011,11001011,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [25], ""consistent_counts"": [40], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
12e947ca,bit_manipulation,v412_bit_lut_k123,abstain,,00111110,00111110,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [40, 15], ""consistent_counts"": [41, 19], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
2a5d4790,bit_manipulation,v412_bit_lut_k123,abstain,,11111111,11111111,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [26], ""consistent_counts"": [39], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -6}"
59bee375,bit_manipulation,v412_bit_lut_k123,abstain,,10010101,10010101,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [36], ""consistent_counts"": [42], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 8}"
528b694b,equation_transform,v412_equation_vsa_ranked,abstain,,"""'",>]],False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
d3b20e29,equation_transform,v412_equation_vsa_ranked,abstain,,3922,3922,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
d1bd7478,equation_transform,v412_equation_vsa_ranked,abstain,,30,3,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
21519be7,equation_transform,v412_equation_vsa_ranked,abstain,,35,35,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
fe6d3aa3,bit_manipulation,v412_bit_lut_k123,abstain,,10100010,10100010,True,False,ambiguous_lut_prediction_bit_5,"{""accepted_counts"": [29, 27, 7, 9, 26, 21], ""consistent_counts"": [30, 30, 7, 10, 29, 32], ""reason"": ""ambiguous_lut_prediction_bit_5"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -10}"
01248b76,bit_manipulation,v412_bit_lut_k123,abstain,,11000101,11000101,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [10], ""consistent_counts"": [10], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 6}"
0dfd7674,bit_manipulation,v412_bit_lut_k123,abstain,,01001110,01001110,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [6, 16], ""consistent_counts"": [8, 21], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 0}"
7306613b,equation_transform,v412_equation_vsa_ranked,abstain,,251,251,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
8243c91e,bit_manipulation,v412_bit_lut_k123,abstain,,01000101,01000101,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [20, 46], ""consistent_counts"": [25, 55], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 6}"
fba40625,equation_transform,v412_equation_vsa_ranked,abstain,,'>&,{>?#,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
9aa8dc92,equation_transform,v412_equation_vsa_ranked,candidate,#<,/#</,/#</,True,False,v412_vsa_ranked_unique_prediction,"v412_symbolic_transducer:#->#,+->,-->\,/->,:->:,<-><,@->-,\->\,{->"",|->|=>#<@169"
ef2fe526,bit_manipulation,v412_bit_lut_k123,abstain,,01011010,01011010,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [12], ""consistent_counts"": [16], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
c5b058d6,equation_transform,v412_equation_vsa_ranked,abstain,,134,35,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
b4342b90,equation_transform,v412_equation_vsa_ranked,abstain,,66,66,True,False,no_consistent_vsa_program,"{""program_count"": 1, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
837a6ae7,equation_transform,v412_equation_vsa_ranked,abstain,,<>\>,"<:{""",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
9d3e7f1a,bit_manipulation,v412_bit_lut_k123,abstain,,01101010,01101010,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [29, 31], ""consistent_counts"": [29, 31], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
00fdc0be,bit_manipulation,v412_bit_lut_k123,abstain,,11111111,11111111,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [34, 22], ""consistent_counts"": [38, 35], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
3a7dd604,bit_manipulation,v412_bit_lut_k123,abstain,,01001010,01001011,False,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [17], ""consistent_counts"": [31], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 10}"
d0e1010b,equation_transform,v412_equation_vsa_ranked,abstain,,!&&},|&$|,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
3feeabea,bit_manipulation,v412_bit_lut_k123,abstain,,10010010,10010010,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [19], ""consistent_counts"": [31], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
34c563c5,equation_transform,v412_equation_vsa_ranked,abstain,,04`,04`,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
5a0d5d2a,equation_transform,v412_equation_vsa_ranked,abstain,,341,55,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
5a9fcf68,equation_transform,v412_equation_vsa_ranked,abstain,,4443,4,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
6e56b39a,equation_transform,v412_equation_vsa_ranked,abstain,,-/#,&#!,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
4ada9150,bit_manipulation,v412_bit_lut_k123,abstain,,01111011,01111111,False,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [10, 29], ""consistent_counts"": [10, 31], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -10}"
a5f1991c,equation_transform,v412_equation_vsa_ranked,abstain,,/|',!&&&,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
455b6b61,bit_manipulation,v412_bit_lut_k123,abstain,,00111011,00111011,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [23], ""consistent_counts"": [56], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -6}"
1d08947a,bit_manipulation,v412_bit_lut_k123,abstain,,10010100,10010100,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [23], ""consistent_counts"": [51], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
d26f22c3,bit_manipulation,v412_bit_lut_k123,abstain,,11101100,11101100,True,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [12, 4, 26], ""consistent_counts"": [18, 9, 41], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
c7aae192,equation_transform,v412_equation_vsa_ranked,abstain,,">""(","\""]",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
a6192d29,bit_manipulation,v412_bit_lut_k123,abstain,,00001000,01111110,False,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [20, 2], ""consistent_counts"": [22, 3], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 14}"
e4cc7639,equation_transform,v412_equation_vsa_ranked,abstain,,113,16,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
eeb60061,bit_manipulation,v412_bit_lut_k123,abstain,,00000101,00000101,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [5, 22], ""consistent_counts"": [7, 31], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
844f826c,equation_transform,v412_equation_vsa_ranked,abstain,,"/""",`@>``,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
048cc279,bit_manipulation,v412_bit_lut_k123,abstain,,01010000,01111000,False,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [28, 16], ""consistent_counts"": [38, 20], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 8}"
20052c2f,bit_manipulation,v412_bit_lut_k123,abstain,,01100110,01100110,True,False,ambiguous_lut_prediction_bit_4,"{""accepted_counts"": [28, 27, 33, 22, 22], ""consistent_counts"": [30, 31, 35, 29, 35], ""reason"": ""ambiguous_lut_prediction_bit_4"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
89dfa4c2,bit_manipulation,v412_bit_lut_k123,abstain,,00111010,00111010,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [27], ""consistent_counts"": [34], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -10}"
53329505,bit_manipulation,v412_bit_lut_k123,abstain,,11011111,11011111,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [27], ""consistent_counts"": [30], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
ced947c8,bit_manipulation,v412_bit_lut_k123,abstain,,01001011,01001011,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [29], ""consistent_counts"": [37], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 0}"
0440e6ab,bit_manipulation,v412_bit_lut_k123,candidate,01100000,01100000,01100000,True,True,v412_lut_unique_or_top_consensus,"b0:LUT1(5,); b1:LUT1(6,); b2:LUT1(7,); b3:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b4:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b5:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b6:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b7:LUT1(0,)"
e641791f,bit_manipulation,v412_bit_lut_k123,abstain,,00010001,00010001,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [22], ""consistent_counts"": [34], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -6}"
bcdf9198,bit_manipulation,v412_bit_lut_k123,candidate,11111111,11111111,11111111,True,True,v412_lut_unique_or_top_consensus,"b0:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b1:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b2:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b3:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b4:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b5:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b6:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,); b7:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(5,)"
b69391b8,equation_transform,v412_equation_vsa_ranked,abstain,,66,66,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
8193e7e0,equation_transform,v412_equation_vsa_ranked,abstain,,??{`,#?&`,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
20cdbdb1,bit_manipulation,v412_bit_lut_k123,abstain,,11100001,11100001,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [27, 25], ""consistent_counts"": [30, 30], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -10}"
48ae04f6,bit_manipulation,v412_bit_lut_k123,abstain,,00000010,00000010,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [9], ""consistent_counts"": [9], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
3595c82c,bit_manipulation,v412_bit_lut_k123,abstain,,10011011,10011011,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [7], ""consistent_counts"": [8], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 8}"
5bcb572e,equation_transform,v412_equation_vsa_ranked,abstain,,-!#,"""{!""",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
8c1529e1,equation_transform,v412_equation_vsa_ranked,abstain,,-52,-52,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
cdec898a,equation_transform,v412_equation_vsa_ranked,abstain,,<?/,>}][?,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
bca238ee,bit_manipulation,v412_bit_lut_k123,abstain,,00000000,00000000,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [26], ""consistent_counts"": [40], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -6}"
5dffe751,bit_manipulation,v412_bit_lut_k123,abstain,,01100000,01100000,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [32], ""consistent_counts"": [51], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -2}"
44398869,equation_transform,v412_equation_vsa_ranked,abstain,,5913,5913,True,False,no_consistent_vsa_program,"{""program_count"": 1, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
06120e47,bit_manipulation,v412_bit_lut_k123,abstain,,11110010,11111110,False,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [69, 69, 20], ""consistent_counts"": [92, 92, 31], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
1f7407ed,bit_manipulation,v412_bit_lut_k123,abstain,,00101101,00101101,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [17], ""consistent_counts"": [18], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
46dd0f22,bit_manipulation,v412_bit_lut_k123,abstain,,01010000,01010000,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [29], ""consistent_counts"": [39], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
edf364da,equation_transform,v412_equation_vsa_ranked,abstain,,$(%,::{[,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
d6e5cd59,bit_manipulation,v412_bit_lut_k123,abstain,,01101111,01101111,True,False,ambiguous_lut_prediction_bit_3,"{""accepted_counts"": [4, 22, 27, 36], ""consistent_counts"": [7, 23, 29, 45], ""reason"": ""ambiguous_lut_prediction_bit_3"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
339149c9,equation_transform,v412_equation_vsa_ranked,abstain,,3,3,True,False,no_consistent_vsa_program,"{""program_count"": 1, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
e1f3ffbb,bit_manipulation,v412_bit_lut_k123,abstain,,11111010,11111011,False,False,ambiguous_lut_prediction_bit_5,"{""accepted_counts"": [64, 64, 64, 64, 64, 27], ""consistent_counts"": [92, 92, 92, 92, 92, 44], ""reason"": ""ambiguous_lut_prediction_bit_5"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 8}"
4c327b55,bit_manipulation,v412_bit_lut_k123,abstain,,11011100,11011110,False,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [7], ""consistent_counts"": [38], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -4}"
0f2dec86,bit_manipulation,v412_bit_lut_k123,candidate,10111100,10111000,10111000,True,False,v412_lut_unique_or_top_consensus,"b0:LUT1(2,); b1:LUT2(0, 3); b2:LUT2(1, 4); b3:LUT2(2, 5); b4:LUT2(3, 6); b5:LUT2(5, 6); b6:LUT1(5,); b7:LUT1(6,)"
e36a0065,bit_manipulation,v412_bit_lut_k123,abstain,,01110110,01110110,True,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [13, 13, 22], ""consistent_counts"": [30, 29, 39], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
c7844441,equation_transform,v412_equation_vsa_ranked,abstain,,:/$^,:/$^,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
21261dc6,equation_transform,v412_equation_vsa_ranked,abstain,,-25,-25,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
70bc42af,bit_manipulation,v412_bit_lut_k123,abstain,,10101010,10101010,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [21], ""consistent_counts"": [31], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
4dbec546,equation_transform,v412_equation_vsa_ranked,abstain,,611,611,True,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
0c2407ef,bit_manipulation,v412_bit_lut_k123,abstain,,11000011,11000011,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [29], ""consistent_counts"": [42], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
939273d7,bit_manipulation,v412_bit_lut_k123,abstain,,11100110,11100110,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [7], ""consistent_counts"": [8], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 4}"
8082a958,bit_manipulation,v412_bit_lut_k123,candidate,00000000,00000000,00000000,True,True,v412_lut_unique_or_top_consensus,"b0:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,); b1:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,); b2:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,); b3:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,); b4:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,); b5:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,); b6:LUT1(0,)|LUT1(1,)|LUT1(2,)|LUT1(3,)|LUT1(4,); b7:LUT2(0, 2)|LUT2(2, 4)|LUT2(2, 6)|LUT2(3, 6)|LUT2(4, 6)"
fd48ee2f,bit_manipulation,v412_bit_lut_k123,abstain,,10110100,10110100,True,False,ambiguous_lut_prediction_bit_2,"{""accepted_counts"": [27, 27, 30], ""consistent_counts"": [29, 29, 32], ""reason"": ""ambiguous_lut_prediction_bit_2"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -10}"
4eb990f6,bit_manipulation,v412_bit_lut_k123,abstain,,00000001,00000001,True,False,ambiguous_lut_prediction_bit_4,"{""accepted_counts"": [91, 30, 29, 37, 37], ""consistent_counts"": [92, 30, 30, 37, 37], ""reason"": ""ambiguous_lut_prediction_bit_4"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
85af23eb,bit_manipulation,v412_bit_lut_k123,abstain,,00001111,00001111,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [7], ""consistent_counts"": [9], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 6}"
0e009c6d,equation_transform,v412_equation_vsa_ranked,abstain,,`?\!,@?`?,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
d2ac699b,bit_manipulation,v412_bit_lut_k123,abstain,,10001011,10001011,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [21], ""consistent_counts"": [37], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -8}"
b4b73143,equation_transform,v412_equation_vsa_ranked,abstain,,>\:,>!!/,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
3a148f6a,bit_manipulation,v412_bit_lut_k123,abstain,,00100111,00100111,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [8], ""consistent_counts"": [9], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
861cb154,equation_transform,v412_equation_vsa_ranked,abstain,,2271,10,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
90feb0c5,equation_transform,v412_equation_vsa_ranked,abstain,,:<],?>>>,False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
c541eb82,equation_transform,v412_equation_vsa_ranked,candidate,-01,-01,-01,True,True,v412_vsa_ranked_unique_prediction,v412_numeric_vsa:same_op:rev_sub_ab:revop=0:revres=1=>-01@68; v412_numeric_vsa:same_op:sub_ab:revop=1:revres=1=>-01@68; v412_numeric_vsa:all_ops:rev_sub_ab:revop=0:revres=1=>-01@73; v412_numeric_vsa:all_ops:sub_ab:revop=1:revres=1=>-01@73
b9f1d959,equation_transform,v412_equation_vsa_ranked,abstain,,:>,"$""\[""",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
5374b4ba,bit_manipulation,v412_bit_lut_k123,abstain,,10101100,10101100,True,False,ambiguous_lut_prediction_bit_1,"{""accepted_counts"": [28, 23], ""consistent_counts"": [33, 30], ""reason"": ""ambiguous_lut_prediction_bit_1"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": -10}"
ca5db1c0,equation_transform,v412_equation_vsa_ranked,abstain,,^,"\boxed({""'|})",False,False,no_consistent_vsa_program,"{""program_count"": 0, ""reason"": ""no_consistent_vsa_program"", ""status"": ""abstain""}"
16e73f0e,bit_manipulation,v412_bit_lut_k123,abstain,,00000001,00000001,True,False,ambiguous_lut_prediction_bit_5,"{""accepted_counts"": [64, 64, 64, 64, 24, 13], ""consistent_counts"": [92, 92, 92, 92, 30, 18], ""reason"": ""ambiguous_lut_prediction_bit_5"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
87007054,bit_manipulation,v412_bit_lut_k123,abstain,,10111111,10111111,True,False,ambiguous_lut_prediction_bit_0,"{""accepted_counts"": [11], ""consistent_counts"": [11], ""reason"": ""ambiguous_lut_prediction_bit_0"", ""status"": ""abstain"", ""top_predictions"": [0, 1], ""top_score"": 2}"
