id,family,answer,baseline_prediction,postprocessed_prediction,postprocessor_applied,postprocessor_rule,postprocessor_proof,baseline_correct,postprocessed_correct,gain,loss,truncated
21bd1251,text_encryption,turtle discovers puzzle,turtle discovers puzzle,turtle discovers puzzle,False,not_attempted,non-equation row,True,True,False,False,False
58c099d2,equation_transform,-)\,^!#\,^!#\,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
d40ce15d,bit_manipulation,00010000,00010000,00010000,False,not_attempted,non-equation row,True,True,False,False,False
3cb3fd89,equation_transform,[[&],]$$),]$$),False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
45c0e0a1,numeral_system,XXXV,XXXV,XXXV,False,not_attempted,non-equation row,True,True,False,False,False
b80a1a12,unit_conversion,14.46,14.46,14.46,False,not_attempted,non-equation row,True,True,False,False,False
17d4aac4,unit_conversion,28.84,28.85,28.85,False,not_attempted,non-equation row,True,True,False,False,False
8a2c5a6a,gravity_constant,26.51,26.51,26.51,False,not_attempted,non-equation row,True,True,False,False,False
331f4d30,gravity_constant,57.29,57.29,57.29,False,not_attempted,non-equation row,True,True,False,False,False
f0bc64ea,unit_conversion,75.83,75.82,75.82,False,not_attempted,non-equation row,True,True,False,False,False
c711f9dd,bit_manipulation,11000000,11000000,11000000,False,not_attempted,non-equation row,True,True,False,False,False
a26065d4,equation_transform,<',<&<#,<&<#,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
a06d06a4,text_encryption,hatter discovers the wise door,hatter discovers the wise door,hatter discovers the wise door,False,not_attempted,non-equation row,True,True,False,False,False
2d4c4625,gravity_constant,45.83,45.85,45.85,False,not_attempted,non-equation row,True,True,False,False,False
ed43dd53,gravity_constant,31.05,31.05,31.05,False,not_attempted,non-equation row,True,True,False,False,False
01a065bb,gravity_constant,45.0,45.01,45.01,False,not_attempted,non-equation row,True,True,False,False,False
6e6db0ef,text_encryption,princess found near mountain,princess found near mountain,princess found near mountain,False,not_attempted,non-equation row,True,True,False,False,False
c7a95fda,gravity_constant,22.8,22.8,22.8,False,not_attempted,non-equation row,True,True,False,False,False
55d834d1,bit_manipulation,00111111,10111111,10111111,False,not_attempted,non-equation row,False,False,False,False,False
e0d2db0b,unit_conversion,9.01,9.02,9.02,False,not_attempted,non-equation row,True,True,False,False,False
94934452,unit_conversion,53.82,53.81,53.81,False,not_attempted,non-equation row,True,True,False,False,False
90afd579,gravity_constant,34.94,34.94,34.94,False,not_attempted,non-equation row,True,True,False,False,False
e513f990,text_encryption,turtle found under mountain,turtle found under mountain,turtle found under mountain,False,not_attempted,non-equation row,True,True,False,False,False
277cdbcf,gravity_constant,39.18,39.18,39.18,False,not_attempted,non-equation row,True,True,False,False,False
194695e8,equation_transform,%,!\{<,!\{<,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
4ef88f92,bit_manipulation,01010111,01011111,01011111,False,not_attempted,non-equation row,False,False,False,False,False
5d77eff6,bit_manipulation,00011100,00011100,00011100,False,not_attempted,non-equation row,True,True,False,False,False
490884a0,text_encryption,knight follows under castle,knight follows under castle,knight follows under castle,False,not_attempted,non-equation row,True,True,False,False,False
fab7251a,text_encryption,the mysterious turtle reads,the mysterious turtle reads,the mysterious turtle reads,False,not_attempted,non-equation row,True,True,False,False,False
1a7c8520,bit_manipulation,01100000,01100110,01100110,False,not_attempted,non-equation row,False,False,False,False,False
1c671acc,bit_manipulation,11111101,11111101,11111101,False,not_attempted,non-equation row,True,True,False,False,False
21e2511d,gravity_constant,49.61,49.61,49.61,False,not_attempted,non-equation row,True,True,False,False,False
51ccb149,gravity_constant,210.86,210.86,210.86,False,not_attempted,non-equation row,True,True,False,False,False
499b6f06,numeral_system,VIII,VIII,VIII,False,not_attempted,non-equation row,True,True,False,False,False
2f7b6e82,gravity_constant,14.08,14.09,14.09,False,not_attempted,non-equation row,True,True,False,False,False
5b30b755,gravity_constant,12.11,12.11,12.11,False,not_attempted,non-equation row,True,True,False,False,False
5d499a7b,unit_conversion,77.34,77.35,77.35,False,not_attempted,non-equation row,True,True,False,False,False
0b2877ce,numeral_system,XL,XL,XL,False,not_attempted,non-equation row,True,True,False,False,False
ccff9e13,text_encryption,rabbit follows the secret book,rabbit follows the secret book,rabbit follows the secret book,False,not_attempted,non-equation row,True,True,False,False,False
528ec0d8,equation_transform,-39,39,39,False,query_operator_unseen,query_op='-' not present in examples,False,False,False,False,False
65044291,gravity_constant,131.29,131.28,131.28,False,not_attempted,non-equation row,True,True,False,False,False
ad121190,numeral_system,LXXVII,LXXVII,LXXVII,False,not_attempted,non-equation row,True,True,False,False,False
c9c5c755,numeral_system,XLII,XLII,XLII,False,not_attempted,non-equation row,True,True,False,False,False
4bb8c6cd,equation_transform,]}\!,]}\!,]}\!,False,not_numeric_query,query is not a numeric binary expression,True,True,False,False,False
b99c2ca0,gravity_constant,19.21,19.21,19.21,False,not_attempted,non-equation row,True,True,False,False,False
57712d01,equation_transform,-/<,$/'{,$/'{,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
d0b6dc53,unit_conversion,11.53,11.53,11.53,False,not_attempted,non-equation row,True,True,False,False,False
42ebc277,text_encryption,teacher watches story,teacher watches story,teacher watches story,False,not_attempted,non-equation row,True,True,False,False,False
ed5a4c11,text_encryption,the curious cat draws,the curious cat draws,the curious cat draws,False,not_attempted,non-equation row,True,True,False,False,False
3e60d8bf,text_encryption,princess imagines the secret book,princess imagines the secret book,princess imagines the secret book,False,not_attempted,non-equation row,True,True,False,False,False
d98d85c0,equation_transform,?(&@,(@@?,(@@?,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
b62f2e75,bit_manipulation,00111111,00111111,00111111,False,not_attempted,non-equation row,True,True,False,False,False
eebbd231,unit_conversion,5.72,5.72,5.72,False,not_attempted,non-equation row,True,True,False,False,False
7ed40e8a,equation_transform,180,180,180,False,operator_not_guarded,query_op='&',True,True,False,False,False
188111de,text_encryption,princess watches through garden,princess watches through garden,princess watches through garden,False,not_attempted,non-equation row,True,True,False,False,False
491b8ea5,equation_transform,)!,@|]!,@|]!,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
93e52b8a,numeral_system,LI,LI,LI,False,not_attempted,non-equation row,True,True,False,False,False
8463d65e,unit_conversion,19.02,19.02,19.02,False,not_attempted,non-equation row,True,True,False,False,False
a24ec2e5,gravity_constant,71.67,71.66,71.66,False,not_attempted,non-equation row,True,True,False,False,False
c82c0984,gravity_constant,14.3,14.3,14.3,False,not_attempted,non-equation row,True,True,False,False,False
eb1a62f7,equation_transform,>!>},){>),){>),False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
0bb591e6,equation_transform,%?<,"""$%%""","""$%%""",False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
b91f7b38,numeral_system,VIII,VIII,VIII,False,not_attempted,non-equation row,True,True,False,False,False
91f639c4,unit_conversion,22.00,21.99,21.99,False,not_attempted,non-equation row,True,True,False,False,False
c869b4f6,bit_manipulation,10010001,10010001,10010001,False,not_attempted,non-equation row,True,True,False,False,False
3c424916,equation_transform,9351,9351,9351,False,operator_not_guarded,query_op='*',True,True,False,False,False
fbe70ef5,text_encryption,student studies potion,student studies potion,student studies potion,False,not_attempted,non-equation row,True,True,False,False,False
c964ad34,numeral_system,XX,XX,XX,False,not_attempted,non-equation row,True,True,False,False,False
575f9709,bit_manipulation,01111111,01111111,01111111,False,not_attempted,non-equation row,True,True,False,False,False
691608b9,bit_manipulation,00101000,00101000,00101000,False,not_attempted,non-equation row,True,True,False,False,False
6f59b884,gravity_constant,23.38,23.38,23.38,False,not_attempted,non-equation row,True,True,False,False,False
7d54dff5,numeral_system,XXIX,XXIX,XXIX,False,not_attempted,non-equation row,True,True,False,False,False
09eb1f7e,unit_conversion,30.64,30.65,30.65,False,not_attempted,non-equation row,True,True,False,False,False
016482c8,unit_conversion,62.33,62.33,62.33,False,not_attempted,non-equation row,True,True,False,False,False
a2bfdf29,text_encryption,alice creates the dark secret,alice creates the dark secret,alice creates the dark secret,False,not_attempted,non-equation row,True,True,False,False,False
9e25daf9,text_encryption,teacher reads through wonderland,teacher reads through wonderland,teacher reads through wonderland,False,not_attempted,non-equation row,True,True,False,False,False
f9483351,text_encryption,princess chases beyond palace,princess chases beyond palace,princess chases beyond palace,False,not_attempted,non-equation row,True,True,False,False,False
9b9ccb27,gravity_constant,11.5,11.5,11.5,False,not_attempted,non-equation row,True,True,False,False,False
427d4619,unit_conversion,50.46,50.46,50.46,False,not_attempted,non-equation row,True,True,False,False,False
72336119,equation_transform,3316,3316,3316,False,operator_not_guarded,query_op='>',True,True,False,False,False
42716da3,numeral_system,X,X,X,False,not_attempted,non-equation row,True,True,False,False,False
202af98d,bit_manipulation,11111101,11111111,11111111,False,not_attempted,non-equation row,False,False,False,False,False
d8b028ad,unit_conversion,27.39,27.38,27.38,False,not_attempted,non-equation row,True,True,False,False,False
a992d5f1,unit_conversion,13.31,13.32,13.32,False,not_attempted,non-equation row,True,True,False,False,False
f304e11f,numeral_system,VIII,VIII,VIII,False,not_attempted,non-equation row,True,True,False,False,False
519b702d,unit_conversion,30.43,30.45,30.45,False,not_attempted,non-equation row,True,True,False,False,False
3ace787f,bit_manipulation,11111011,11111111,11111111,False,not_attempted,non-equation row,False,False,False,False,False
084757f1,numeral_system,LXXXVI,LXXXVI,LXXXVI,False,not_attempted,non-equation row,True,True,False,False,False
9a19fc2d,equation_transform,#>[,!&)#,!&)#,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
dc7f150a,bit_manipulation,11001011,11001011,11001011,False,not_attempted,non-equation row,True,True,False,False,False
6cc637ea,text_encryption,cat studies the strange book,cat studies the strange book,cat studies the strange book,False,not_attempted,non-equation row,True,True,False,False,False
5e5a5245,numeral_system,XXI,XXI,XXI,False,not_attempted,non-equation row,True,True,False,False,False
aa248cfd,numeral_system,XXX,XXX,XXX,False,not_attempted,non-equation row,True,True,False,False,False
eb6a20e4,text_encryption,dragon chases inside cave,dragon chases inside cave,dragon chases inside cave,False,not_attempted,non-equation row,True,True,False,False,False
02356cb8,unit_conversion,28.23,28.23,28.23,False,not_attempted,non-equation row,True,True,False,False,False
201255d5,text_encryption,the silver rabbit discovers,the silver rabbit discovers,the silver rabbit discovers,False,not_attempted,non-equation row,True,True,False,False,False
12e947ca,bit_manipulation,00111110,00111110,00111110,False,not_attempted,non-equation row,True,True,False,False,False
a3af84eb,numeral_system,LXXVI,LXXVI,LXXVI,False,not_attempted,non-equation row,True,True,False,False,False
2a5d4790,bit_manipulation,11111111,11111111,11111111,False,not_attempted,non-equation row,True,True,False,False,False
adb33564,gravity_constant,128.8,128.79,128.79,False,not_attempted,non-equation row,True,True,False,False,False
bdc10997,numeral_system,XCV,XCV,XCV,False,not_attempted,non-equation row,True,True,False,False,False
059bced5,numeral_system,LXIII,LXIII,LXIII,False,not_attempted,non-equation row,True,True,False,False,False
4b9e883a,gravity_constant,108.43,108.42,108.42,False,not_attempted,non-equation row,True,True,False,False,False
59bee375,bit_manipulation,10010101,2,2,False,truncated_abstain,generation finished by length,False,False,False,False,True
528b694b,equation_transform,"""'",>]]),>]]),False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
c36667cc,text_encryption,student studies book,student studies book,student studies book,False,not_attempted,non-equation row,True,True,False,False,False
68450646,gravity_constant,15.15,15.15,15.15,False,not_attempted,non-equation row,True,True,False,False,False
3860736d,text_encryption,the wise teacher writes,the wise teacher writes,the wise teacher writes,False,not_attempted,non-equation row,True,True,False,False,False
ff1518be,numeral_system,XXXVII,XXXVII,XXXVII,False,not_attempted,non-equation row,True,True,False,False,False
c8a8aaab,numeral_system,XXXII,XXXII,XXXII,False,not_attempted,non-equation row,True,True,False,False,False
d3b20e29,equation_transform,3922,3922,3922,False,add_no_unique_direct_variant,direct_add=[]; baseline=3922,True,True,False,False,False
e125822b,numeral_system,XVII,XVII,XVII,False,not_attempted,non-equation row,True,True,False,False,False
e918d7a0,numeral_system,LXXIII,LXXIII,LXXIII,False,not_attempted,non-equation row,True,True,False,False,False
d1bd7478,equation_transform,30,03,30,True,colon_absdiff_unreverse_same_len,candidate=30; baseline=03,False,True,True,False,False
21519be7,equation_transform,35,35,35,False,operator_not_guarded,query_op='@',True,True,False,False,False
fe6d3aa3,bit_manipulation,10100010,10100010,10100010,False,not_attempted,non-equation row,True,True,False,False,False
a1d4a894,text_encryption,the golden knight follows,the golden knight follows,the golden knight follows,False,not_attempted,non-equation row,True,True,False,False,False
fb81a733,gravity_constant,26.64,26.64,26.64,False,not_attempted,non-equation row,True,True,False,False,False
96a607cc,unit_conversion,22.68,22.67,22.67,False,not_attempted,non-equation row,True,True,False,False,False
3a36841a,gravity_constant,51.56,51.56,51.56,False,not_attempted,non-equation row,True,True,False,False,False
8b929fd5,gravity_constant,8.55,8.55,8.55,False,not_attempted,non-equation row,True,True,False,False,False
42e06571,text_encryption,knight sees the golden key,knight sees the golden key,knight sees the golden key,False,not_attempted,non-equation row,True,True,False,False,False
9be2a93a,gravity_constant,97.17,97.18,97.18,False,not_attempted,non-equation row,True,True,False,False,False
ba285d3d,unit_conversion,14.52,14.52,14.52,False,not_attempted,non-equation row,True,True,False,False,False
83cdf5f5,unit_conversion,29.61,29.60,29.60,False,not_attempted,non-equation row,True,True,False,False,False
85610cf5,unit_conversion,38.98,38.99,38.99,False,not_attempted,non-equation row,True,True,False,False,False
01248b76,bit_manipulation,11000101,11000101,11000101,False,not_attempted,non-equation row,True,True,False,False,False
0dfd7674,bit_manipulation,01001110,01001110,01001110,False,not_attempted,non-equation row,True,True,False,False,False
7306613b,equation_transform,251,251,251,False,add_no_unique_direct_variant,direct_add=[]; baseline=251,True,True,False,False,False
297c5a69,text_encryption,queen sees the strange door,queen sees the strange door,queen sees the strange door,False,not_attempted,non-equation row,True,True,False,False,False
539bfe7c,numeral_system,XLVII,XLVII,XLVII,False,not_attempted,non-equation row,True,True,False,False,False
8243c91e,bit_manipulation,01000101,01000101,01000101,False,not_attempted,non-equation row,True,True,False,False,False
fba40625,equation_transform,'>&,{>?#,{>?#,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
76983293,gravity_constant,76.49,76.5,76.5,False,not_attempted,non-equation row,True,True,False,False,False
9aa8dc92,equation_transform,/#</,/#</,/#</,False,not_numeric_query,query is not a numeric binary expression,True,True,False,False,False
ef2fe526,bit_manipulation,01011010,01011010,01011010,False,not_attempted,non-equation row,True,True,False,False,False
fc027060,unit_conversion,14.44,14.45,14.45,False,not_attempted,non-equation row,True,True,False,False,False
c5b058d6,equation_transform,134,35,134,True,add_direct_over_model_add_variant,candidate=134; baseline=35,False,True,True,False,False
bae87600,text_encryption,king writes near forest,king writes near forest,king writes near forest,False,not_attempted,non-equation row,True,True,False,False,False
2e6cf33f,unit_conversion,62.99,63.00,63.00,False,not_attempted,non-equation row,True,True,False,False,False
b4342b90,equation_transform,66,66,66,False,operator_not_guarded,query_op='\\',True,True,False,False,False
837a6ae7,equation_transform,<>\>,"<:{""","<:{""",False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
e6de0ad5,text_encryption,turtle discovers through mountain,turtle discovers through mountain,turtle discovers through mountain,False,not_attempted,non-equation row,True,True,False,False,False
9d3e7f1a,bit_manipulation,01101010,01101010,01101010,False,not_attempted,non-equation row,True,True,False,False,False
00fdc0be,bit_manipulation,11111111,11111111,11111111,False,not_attempted,non-equation row,True,True,False,False,False
3a7dd604,bit_manipulation,01001010,01001011,01001011,False,not_attempted,non-equation row,False,False,False,False,False
d0e1010b,equation_transform,!&&},|&$|,|&$|,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
59aa67c2,gravity_constant,86.95,86.95,86.95,False,not_attempted,non-equation row,True,True,False,False,False
996b88d6,gravity_constant,15.43,15.43,15.43,False,not_attempted,non-equation row,True,True,False,False,False
f4f41e1c,numeral_system,LXXXI,LXXXI,LXXXI,False,not_attempted,non-equation row,True,True,False,False,False
3feeabea,bit_manipulation,10010010,10010010,10010010,False,not_attempted,non-equation row,True,True,False,False,False
3685d906,gravity_constant,8.76,8.76,8.76,False,not_attempted,non-equation row,True,True,False,False,False
c67e461d,text_encryption,hatter studies key,hatter studies key,hatter studies key,False,not_attempted,non-equation row,True,True,False,False,False
3a322ba8,gravity_constant,9.93,9.93,9.93,False,not_attempted,non-equation row,True,True,False,False,False
d102679b,unit_conversion,21.97,21.98,21.98,False,not_attempted,non-equation row,True,True,False,False,False
0e19e1bb,unit_conversion,48.92,48.93,48.93,False,not_attempted,non-equation row,True,True,False,False,False
3d508e3b,numeral_system,XLIX,XLIX,XLIX,False,not_attempted,non-equation row,True,True,False,False,False
9ca96a88,text_encryption,dragon reads the strange treasure,dragon reads the strange treasure,dragon reads the strange treasure,False,not_attempted,non-equation row,True,True,False,False,False
78e6dfa5,text_encryption,teacher found the silver book,teacher found the silver book,teacher found the silver book,False,not_attempted,non-equation row,True,True,False,False,False
13c36657,gravity_constant,9.86,9.86,9.86,False,not_attempted,non-equation row,True,True,False,False,False
f0ccc56e,gravity_constant,22.93,22.93,22.93,False,not_attempted,non-equation row,True,True,False,False,False
cf6dcfce,numeral_system,LI,LI,LI,False,not_attempted,non-equation row,True,True,False,False,False
c7178491,unit_conversion,11.78,11.78,11.78,False,not_attempted,non-equation row,True,True,False,False,False
b0e8cd3e,unit_conversion,41.03,41.02,41.02,False,not_attempted,non-equation row,True,True,False,False,False
a33efcb6,gravity_constant,55.0,55.0,55.0,False,not_attempted,non-equation row,True,True,False,False,False
04f03c7e,numeral_system,LXXXII,LXXXII,LXXXII,False,not_attempted,non-equation row,True,True,False,False,False
34c563c5,equation_transform,04`,04`,04`,False,operator_not_guarded,query_op='`',True,True,False,False,False
5a0d5d2a,equation_transform,341,55,55,False,query_operator_unseen,query_op='+' not present in examples,False,False,False,False,False
5a9fcf68,equation_transform,4443,4,4,False,query_operator_unseen,query_op='@' not present in examples,False,False,False,False,False
fad3219a,text_encryption,student creates door,student creates door,student creates door,False,not_attempted,non-equation row,True,True,False,False,False
6e56b39a,equation_transform,-/#,&#!,&#!,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
888c8e78,numeral_system,LXXI,LXXI,LXXI,False,not_attempted,non-equation row,True,True,False,False,False
7bca3456,text_encryption,queen watches inside ocean,queen watches inside ocean,queen watches inside ocean,False,not_attempted,non-equation row,True,True,False,False,False
9e5a758b,text_encryption,princess discovers the curious crystal,princess discovers the curious crystal,princess discovers the curious crystal,False,not_attempted,non-equation row,True,True,False,False,False
4ada9150,bit_manipulation,01111011,01111011,01111011,False,not_attempted,non-equation row,True,True,False,False,False
2f671c98,numeral_system,LV,LV,LV,False,not_attempted,non-equation row,True,True,False,False,False
732ac4b4,unit_conversion,23.92,23.90,23.90,False,not_attempted,non-equation row,True,True,False,False,False
a5f1991c,equation_transform,/|',!&&&,!&&&,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
e9675928,numeral_system,LXIV,LXIV,LXIV,False,not_attempted,non-equation row,True,True,False,False,False
a4679943,numeral_system,LIII,LIII,LIII,False,not_attempted,non-equation row,True,True,False,False,False
455b6b61,bit_manipulation,00111011,00111011,00111011,False,not_attempted,non-equation row,True,True,False,False,False
2087df86,numeral_system,XXXVI,XXXVI,XXXVI,False,not_attempted,non-equation row,True,True,False,False,False
91cd33f5,numeral_system,LXI,LXI,LXI,False,not_attempted,non-equation row,True,True,False,False,False
9443e78b,text_encryption,the strange dragon chases,the strange dragon chases,the strange dragon chases,False,not_attempted,non-equation row,True,True,False,False,False
76c43525,unit_conversion,33.37,33.38,33.38,False,not_attempted,non-equation row,True,True,False,False,False
1d08947a,bit_manipulation,10010100,10010100,10010100,False,not_attempted,non-equation row,True,True,False,False,False
7958e2ea,unit_conversion,45.90,45.90,45.90,False,not_attempted,non-equation row,True,True,False,False,False
db88075e,text_encryption,bird found the silver message,bird found the silver message,bird found the silver message,False,not_attempted,non-equation row,True,True,False,False,False
cda3796e,unit_conversion,46.58,46.60,46.60,False,not_attempted,non-equation row,True,True,False,False,False
4ccc4137,text_encryption,mouse explores beyond wonderland,mouse explores beyond wonderland,mouse explores beyond wonderland,False,not_attempted,non-equation row,True,True,False,False,False
d9a46958,numeral_system,LXXXVI,LXXXVI,LXXXVI,False,not_attempted,non-equation row,True,True,False,False,False
bf6249ea,gravity_constant,67.37,67.39,67.39,False,not_attempted,non-equation row,True,True,False,False,False
0866671e,text_encryption,the strange alice follows,the strange alice follows,the strange alice follows,False,not_attempted,non-equation row,True,True,False,False,False
7d301a45,text_encryption,king reads around castle,king reads around castle,king reads around castle,False,not_attempted,non-equation row,True,True,False,False,False
d26f22c3,bit_manipulation,11101100,11101100,11101100,False,not_attempted,non-equation row,True,True,False,False,False
c7aae192,equation_transform,">""(","\""]","\""]",False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
a6192d29,bit_manipulation,00001000,01111110,01111110,False,not_attempted,non-equation row,False,False,False,False,False
326532e7,text_encryption,turtle reads inside mountain,turtle reads inside mountain,turtle reads inside mountain,False,not_attempted,non-equation row,True,True,False,False,False
e4cc7639,equation_transform,113,16,16,False,query_operator_unseen,query_op='*' not present in examples,False,False,False,False,False
29a8ac06,gravity_constant,32.87,32.87,32.87,False,not_attempted,non-equation row,True,True,False,False,False
c51cfc80,text_encryption,dragon chases the clever story,dragon chases the clever story,dragon chases the clever story,False,not_attempted,non-equation row,True,True,False,False,False
eeb60061,bit_manipulation,00000101,00000101,00000101,False,not_attempted,non-equation row,True,True,False,False,False
67e7b96d,unit_conversion,5.56,5.56,5.56,False,not_attempted,non-equation row,True,True,False,False,False
c4d9c1cb,unit_conversion,24.94,24.92,24.92,False,not_attempted,non-equation row,True,True,False,False,False
0d10d1ae,unit_conversion,73.13,73.10,73.10,False,not_attempted,non-equation row,True,True,False,False,False
844f826c,equation_transform,"/""",`@>``,`@>``,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
c14582f7,gravity_constant,106.16,106.16,106.16,False,not_attempted,non-equation row,True,True,False,False,False
6606d605,gravity_constant,200.38,200.39,200.39,False,not_attempted,non-equation row,True,True,False,False,False
d1e79ef8,text_encryption,the colorful student reads,the colorful student reads,the colorful student reads,False,not_attempted,non-equation row,True,True,False,False,False
867b8d6c,text_encryption,mouse draws the mysterious mirror,mouse draws the mysterious mirror,mouse draws the mysterious mirror,False,not_attempted,non-equation row,True,True,False,False,False
f0039d4e,text_encryption,bird reads message,bird reads message,bird reads message,False,not_attempted,non-equation row,True,True,False,False,False
048cc279,bit_manipulation,01010000,01111000,01111000,False,not_attempted,non-equation row,False,False,False,False,False
73955ecf,gravity_constant,20.99,20.99,20.99,False,not_attempted,non-equation row,True,True,False,False,False
20052c2f,bit_manipulation,01100110,01100110,01100110,False,not_attempted,non-equation row,True,True,False,False,False
1bf3f0f1,unit_conversion,6.97,6.97,6.97,False,not_attempted,non-equation row,True,True,False,False,False
63500e84,text_encryption,knight explores inside school,knight explores inside school,knight explores inside school,False,not_attempted,non-equation row,True,True,False,False,False
26e2d26a,gravity_constant,94.29,94.28,94.28,False,not_attempted,non-equation row,True,True,False,False,False
ce3b9926,gravity_constant,51.0,51.0,51.0,False,not_attempted,non-equation row,True,True,False,False,False
023739fe,unit_conversion,21.09,21.09,21.09,False,not_attempted,non-equation row,True,True,False,False,False
c2ef4b48,numeral_system,XXI,XXI,XXI,False,not_attempted,non-equation row,True,True,False,False,False
89dfa4c2,bit_manipulation,00111010,00111010,00111010,False,not_attempted,non-equation row,True,True,False,False,False
53329505,bit_manipulation,11011111,11011111,11011111,False,not_attempted,non-equation row,True,True,False,False,False
93e6fcf8,numeral_system,XIII,XIII,XIII,False,not_attempted,non-equation row,True,True,False,False,False
0c2243ff,text_encryption,bird writes inside garden,bird writes inside garden,bird writes inside garden,False,not_attempted,non-equation row,True,True,False,False,False
daae01eb,numeral_system,XCV,XCV,XCV,False,not_attempted,non-equation row,True,True,False,False,False
46219232,unit_conversion,13.91,13.91,13.91,False,not_attempted,non-equation row,True,True,False,False,False
127b232a,gravity_constant,43.06,43.06,43.06,False,not_attempted,non-equation row,True,True,False,False,False
6bf09c5e,gravity_constant,36.6,36.6,36.6,False,not_attempted,non-equation row,True,True,False,False,False
56acd7ad,unit_conversion,30.19,30.19,30.19,False,not_attempted,non-equation row,True,True,False,False,False
507c634f,gravity_constant,147.16,147.17,147.17,False,not_attempted,non-equation row,True,True,False,False,False
b360e5fe,unit_conversion,56.64,56.63,56.63,False,not_attempted,non-equation row,True,True,False,False,False
360b11e2,numeral_system,XCIV,XCIV,XCIV,False,not_attempted,non-equation row,True,True,False,False,False
07c96a99,gravity_constant,39.47,39.47,39.47,False,not_attempted,non-equation row,True,True,False,False,False
ced947c8,bit_manipulation,01001011,01001011,01001011,False,not_attempted,non-equation row,True,True,False,False,False
0440e6ab,bit_manipulation,01100000,01100000,01100000,False,not_attempted,non-equation row,True,True,False,False,False
6d4c44d1,gravity_constant,11.95,11.95,11.95,False,not_attempted,non-equation row,True,True,False,False,False
119fa9e1,numeral_system,XCIII,XCIII,XCIII,False,not_attempted,non-equation row,True,True,False,False,False
e641791f,bit_manipulation,00010001,00010001,00010001,False,not_attempted,non-equation row,True,True,False,False,False
bcdf9198,bit_manipulation,11111111,11111111,11111111,False,not_attempted,non-equation row,True,True,False,False,False
094b8eea,numeral_system,LXXXVI,LXXXVI,LXXXVI,False,not_attempted,non-equation row,True,True,False,False,False
ce5e0fc1,unit_conversion,13.11,13.11,13.11,False,not_attempted,non-equation row,True,True,False,False,False
b69391b8,equation_transform,66,66,66,False,operator_not_guarded,"query_op=""'""",True,True,False,False,False
8193e7e0,equation_transform,??{`,#?&`,#?&`,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
76de5b28,unit_conversion,17.65,17.65,17.65,False,not_attempted,non-equation row,True,True,False,False,False
e11a18af,text_encryption,student found in library,student found in library,student found in library,False,not_attempted,non-equation row,True,True,False,False,False
20cdbdb1,bit_manipulation,11100001,11100001,11100001,False,not_attempted,non-equation row,True,True,False,False,False
15e79ae0,gravity_constant,15.75,15.75,15.75,False,not_attempted,non-equation row,True,True,False,False,False
a7f5d296,numeral_system,LXIV,LXIV,LXIV,False,not_attempted,non-equation row,True,True,False,False,False
48ae04f6,bit_manipulation,00000010,00000010,00000010,False,not_attempted,non-equation row,True,True,False,False,False
3595c82c,bit_manipulation,10011011,10011011,10011011,False,not_attempted,non-equation row,True,True,False,False,False
3fc1c520,unit_conversion,10.55,10.55,10.55,False,not_attempted,non-equation row,True,True,False,False,False
daa00e4c,numeral_system,LXXXIX,LXXXIX,LXXXIX,False,not_attempted,non-equation row,True,True,False,False,False
5bcb572e,equation_transform,-!#,"""{!","""{!",False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
8c1529e1,equation_transform,-52,-52,-52,False,minus_signed_ambiguous,"signed_predictions=['-52', '47']",True,True,False,False,False
8fea2d50,gravity_constant,10.96,10.96,10.96,False,not_attempted,non-equation row,True,True,False,False,False
cdec898a,equation_transform,<?/,>}][?,>}][?,False,not_numeric_query,query is not a numeric binary expression,False,False,False,False,False
6d32ffae,gravity_constant,60.77,60.77,60.77,False,not_attempted,non-equation row,True,True,False,False,False
56e1dfa5,unit_conversion,33.48,33.48,33.48,False,not_attempted,non-equation row,True,True,False,False,False
bca238ee,bit_manipulation,00000000,00000000,00000000,False,not_attempted,non-equation row,True,True,False,False,False
00d9f682,numeral_system,C,C,C,False,not_attempted,non-equation row,True,True,False,False,False
5dffe751,bit_manipulation,01100000,01100000,01100000,False,not_attempted,non-equation row,True,True,False,False,False
44398869,equation_transform,5913,5913,5913,False,operator_not_guarded,query_op='^',True,True,False,False,False
