id,family,answer,baseline_public_final,baseline_strict_final_boxed,baseline_public_correct,baseline_strict_correct,candidate_public_correct,candidate_strict_correct,candidate_exact_one_closed_boxed,candidate_truncated
unit_0061,unit_conversion,unit_answer_0061,unit_answer_0061,unit_answer_0061,True,True,True,True,True,False
unit_0062,unit_conversion,unit_answer_0062,unit_answer_0062,unit_answer_0062,True,True,True,True,True,False
unit_0063,unit_conversion,unit_answer_0063,unit_answer_0063,unit_answer_0063,True,True,True,True,True,False
unit_0064,unit_conversion,unit_answer_0064,unit_answer_0064,unit_answer_0064,True,True,True,True,True,False
unit_0065,unit_conversion,unit_answer_0065,unit_answer_0065,unit_answer_0065,True,True,True,True,True,False
unit_0066,unit_conversion,unit_answer_0066,unit_answer_0066,unit_answer_0066,True,True,True,True,True,False
unit_0067,unit_conversion,unit_answer_0067,unit_answer_0067,unit_answer_0067,True,True,True,True,True,False
unit_0068,unit_conversion,unit_answer_0068,unit_answer_0068,unit_answer_0068,True,True,True,True,True,False
unit_0069,unit_conversion,unit_answer_0069,unit_answer_0069,unit_answer_0069,True,True,True,True,True,False
unit_0070,unit_conversion,unit_answer_0070,unit_answer_0070,unit_answer_0070,True,True,True,True,True,False
unit_0071,unit_conversion,unit_answer_0071,unit_answer_0071,unit_answer_0071,True,True,True,True,True,False
unit_0072,unit_conversion,unit_answer_0072,unit_answer_0072,unit_answer_0072,True,True,True,True,True,False
unit_0073,unit_conversion,unit_answer_0073,unit_answer_0073,unit_answer_0073,True,True,True,True,True,False
unit_0074,unit_conversion,unit_answer_0074,unit_answer_0074,unit_answer_0074,True,True,True,True,True,False
unit_0075,unit_conversion,unit_answer_0075,unit_answer_0075,unit_answer_0075,True,True,True,True,True,False
unit_0076,unit_conversion,unit_answer_0076,unit_answer_0076,unit_answer_0076,True,True,True,True,True,False
unit_0077,unit_conversion,unit_answer_0077,unit_answer_0077,unit_answer_0077,True,True,True,True,True,False
unit_0078,unit_conversion,unit_answer_0078,unit_answer_0078,unit_answer_0078,True,True,True,True,True,False
unit_0079,unit_conversion,unit_answer_0079,unit_answer_0079,unit_answer_0079,True,True,True,True,True,False
unit_0080,unit_conversion,unit_answer_0080,unit_answer_0080,unit_answer_0080,True,True,True,True,True,False
unit_0081,unit_conversion,unit_answer_0081,unit_answer_0081,unit_answer_0081,True,True,True,True,True,False
unit_0082,unit_conversion,unit_answer_0082,unit_answer_0082,unit_answer_0082,True,True,True,True,True,False
unit_0083,unit_conversion,unit_answer_0083,unit_answer_0083,unit_answer_0083,True,True,True,True,True,False
unit_0084,unit_conversion,unit_answer_0084,unit_answer_0084,unit_answer_0084,True,True,True,True,True,False
unit_0085,unit_conversion,unit_answer_0085,unit_answer_0085,unit_answer_0085,True,True,True,True,True,False
unit_0086,unit_conversion,unit_answer_0086,unit_answer_0086,unit_answer_0086,True,True,True,True,True,False
unit_0087,unit_conversion,unit_answer_0087,unit_answer_0087,unit_answer_0087,True,True,True,True,True,False
unit_0088,unit_conversion,unit_answer_0088,unit_answer_0088,unit_answer_0088,True,True,True,True,True,False
unit_0089,unit_conversion,unit_answer_0089,unit_answer_0089,unit_answer_0089,True,True,True,True,True,False
unit_0090,unit_conversion,unit_answer_0090,unit_answer_0090,unit_answer_0090,True,True,True,True,True,False
unit_0091,unit_conversion,unit_answer_0091,unit_answer_0091,unit_answer_0091,True,True,True,True,True,False
unit_0092,unit_conversion,unit_answer_0092,unit_answer_0092,unit_answer_0092,True,True,True,True,True,False
unit_0093,unit_conversion,unit_answer_0093,unit_answer_0093,unit_answer_0093,True,True,True,True,True,False
unit_0094,unit_conversion,unit_answer_0094,unit_answer_0094,unit_answer_0094,True,True,True,True,True,False
unit_0095,unit_conversion,unit_answer_0095,unit_answer_0095,unit_answer_0095,True,True,True,True,True,False
unit_0096,unit_conversion,unit_answer_0096,unit_answer_0096,unit_answer_0096,True,True,True,True,True,False
unit_0097,unit_conversion,unit_answer_0097,unit_answer_0097,unit_answer_0097,True,True,True,True,True,False
unit_0098,unit_conversion,unit_answer_0098,unit_answer_0098,unit_answer_0098,True,True,True,True,True,False
unit_0099,unit_conversion,unit_answer_0099,unit_answer_0099,unit_answer_0099,True,True,True,True,True,False
unit_0100,unit_conversion,unit_answer_0100,unit_answer_0100,unit_answer_0100,True,True,True,True,True,False
unit_0101,unit_conversion,unit_answer_0101,unit_answer_0101,unit_answer_0101,True,True,True,True,True,False
unit_0102,unit_conversion,unit_answer_0102,unit_answer_0102,unit_answer_0102,True,True,True,True,True,False
unit_0103,unit_conversion,unit_answer_0103,unit_answer_0103,unit_answer_0103,True,True,True,True,True,False
unit_0104,unit_conversion,unit_answer_0104,unit_answer_0104,unit_answer_0104,True,True,True,True,True,False
unit_0105,unit_conversion,unit_answer_0105,unit_answer_0105,unit_answer_0105,True,True,True,True,True,False
unit_0106,unit_conversion,unit_answer_0106,unit_answer_0106,unit_answer_0106,True,True,True,True,True,False
unit_0107,unit_conversion,unit_answer_0107,unit_answer_0107,unit_answer_0107,True,True,True,True,True,False
unit_0108,unit_conversion,unit_answer_0108,unit_answer_0108,unit_answer_0108,True,True,True,True,True,False
unit_0109,unit_conversion,unit_answer_0109,unit_answer_0109,unit_answer_0109,True,True,True,True,True,False
unit_0110,unit_conversion,unit_answer_0110,unit_answer_0110,unit_answer_0110,True,True,True,True,True,False
unit_0111,unit_conversion,unit_answer_0111,unit_answer_0111,unit_answer_0111,True,True,True,True,True,False
unit_0112,unit_conversion,unit_answer_0112,unit_answer_0112,unit_answer_0112,True,True,True,True,True,False
unit_0113,unit_conversion,unit_answer_0113,unit_answer_0113,unit_answer_0113,True,True,True,True,True,False
unit_0114,unit_conversion,unit_answer_0114,unit_answer_0114,unit_answer_0114,True,True,True,True,True,False
unit_0115,unit_conversion,unit_answer_0115,unit_answer_0115,unit_answer_0115,True,True,True,True,True,False
unit_0116,unit_conversion,unit_answer_0116,unit_answer_0116,unit_answer_0116,True,True,True,True,True,False
unit_0117,unit_conversion,unit_answer_0117,unit_answer_0117,unit_answer_0117,True,True,True,True,True,False
unit_0118,unit_conversion,unit_answer_0118,unit_answer_0118,unit_answer_0118,True,True,True,True,True,False
unit_0119,unit_conversion,unit_answer_0119,unit_answer_0119,unit_answer_0119,True,True,True,True,True,False
unit_0120,unit_conversion,unit_answer_0120,unit_answer_0120,unit_answer_0120,True,True,True,True,True,False
unit_0121,unit_conversion,unit_answer_0121,unit_answer_0121,unit_answer_0121,True,True,True,True,True,False
unit_0122,unit_conversion,unit_answer_0122,unit_answer_0122,unit_answer_0122,True,True,True,True,True,False
unit_0123,unit_conversion,unit_answer_0123,unit_answer_0123,unit_answer_0123,True,True,True,True,True,False
unit_0124,unit_conversion,unit_answer_0124,unit_answer_0124,unit_answer_0124,True,True,True,True,True,False
unit_0125,unit_conversion,unit_answer_0125,unit_answer_0125,unit_answer_0125,True,True,True,True,True,False
unit_0126,unit_conversion,unit_answer_0126,unit_answer_0126,unit_answer_0126,True,True,True,True,True,False
unit_0127,unit_conversion,unit_answer_0127,unit_answer_0127,unit_answer_0127,True,True,True,True,True,False
unit_0128,unit_conversion,unit_answer_0128,unit_answer_0128,unit_answer_0128,True,True,True,True,True,False
unit_0129,unit_conversion,unit_answer_0129,unit_answer_0129,unit_answer_0129,True,True,True,True,True,False
unit_0130,unit_conversion,unit_answer_0130,unit_answer_0130,unit_answer_0130,True,True,True,True,True,False
unit_0131,unit_conversion,unit_answer_0131,unit_answer_0131,unit_answer_0131,True,True,True,True,True,False
unit_0132,unit_conversion,unit_answer_0132,unit_answer_0132,unit_answer_0132,True,True,True,True,True,False
unit_0133,unit_conversion,unit_answer_0133,unit_answer_0133,unit_answer_0133,True,True,True,True,True,False
unit_0134,unit_conversion,unit_answer_0134,unit_answer_0134,unit_answer_0134,True,True,True,True,True,False
unit_0135,unit_conversion,unit_answer_0135,unit_answer_0135,unit_answer_0135,True,True,True,True,True,False
unit_0136,unit_conversion,unit_answer_0136,unit_answer_0136,unit_answer_0136,True,True,True,True,True,False
unit_0137,unit_conversion,unit_answer_0137,unit_answer_0137,unit_answer_0137,True,True,True,True,True,False
unit_0138,unit_conversion,unit_answer_0138,unit_answer_0138,unit_answer_0138,True,True,True,True,True,False
unit_0139,unit_conversion,unit_answer_0139,unit_answer_0139,unit_answer_0139,True,True,True,True,True,False
numeral_0000,numeral_system,numeral_answer_0000,numeral_answer_0000,numeral_answer_0000,True,True,True,True,True,False
numeral_0001,numeral_system,numeral_answer_0001,numeral_answer_0001,numeral_answer_0001,True,True,True,True,True,False
numeral_0002,numeral_system,numeral_answer_0002,numeral_answer_0002,numeral_answer_0002,True,True,True,True,True,False
numeral_0003,numeral_system,numeral_answer_0003,numeral_answer_0003,numeral_answer_0003,True,True,True,True,True,False
numeral_0004,numeral_system,numeral_answer_0004,numeral_answer_0004,numeral_answer_0004,True,True,True,True,True,False
numeral_0005,numeral_system,numeral_answer_0005,numeral_answer_0005,numeral_answer_0005,True,True,True,True,True,False
numeral_0006,numeral_system,numeral_answer_0006,numeral_answer_0006,numeral_answer_0006,True,True,True,True,True,False
numeral_0007,numeral_system,numeral_answer_0007,numeral_answer_0007,numeral_answer_0007,True,True,True,True,True,False
numeral_0008,numeral_system,numeral_answer_0008,numeral_answer_0008,numeral_answer_0008,True,True,True,True,True,False
numeral_0009,numeral_system,numeral_answer_0009,numeral_answer_0009,numeral_answer_0009,True,True,True,True,True,False
numeral_0010,numeral_system,numeral_answer_0010,numeral_answer_0010,numeral_answer_0010,True,True,True,True,True,False
numeral_0011,numeral_system,numeral_answer_0011,numeral_answer_0011,numeral_answer_0011,True,True,True,True,True,False
numeral_0012,numeral_system,numeral_answer_0012,numeral_answer_0012,numeral_answer_0012,True,True,True,True,True,False
numeral_0013,numeral_system,numeral_answer_0013,numeral_answer_0013,numeral_answer_0013,True,True,True,True,True,False
numeral_0014,numeral_system,numeral_answer_0014,numeral_answer_0014,numeral_answer_0014,True,True,True,True,True,False
numeral_0015,numeral_system,numeral_answer_0015,numeral_answer_0015,numeral_answer_0015,True,True,True,True,True,False
numeral_0016,numeral_system,numeral_answer_0016,numeral_answer_0016,numeral_answer_0016,True,True,True,True,True,False
numeral_0017,numeral_system,numeral_answer_0017,numeral_answer_0017,numeral_answer_0017,True,True,True,True,True,False
numeral_0018,numeral_system,numeral_answer_0018,numeral_answer_0018,numeral_answer_0018,True,True,True,True,True,False
numeral_0019,numeral_system,numeral_answer_0019,numeral_answer_0019,numeral_answer_0019,True,True,True,True,True,False
numeral_0020,numeral_system,numeral_answer_0020,numeral_answer_0020,numeral_answer_0020,True,True,True,True,True,False
numeral_0021,numeral_system,numeral_answer_0021,numeral_answer_0021,numeral_answer_0021,True,True,True,True,True,False
numeral_0022,numeral_system,numeral_answer_0022,numeral_answer_0022,numeral_answer_0022,True,True,True,True,True,False
numeral_0023,numeral_system,numeral_answer_0023,numeral_answer_0023,numeral_answer_0023,True,True,True,True,True,False
numeral_0024,numeral_system,numeral_answer_0024,numeral_answer_0024,numeral_answer_0024,True,True,True,True,True,False
numeral_0025,numeral_system,numeral_answer_0025,numeral_answer_0025,numeral_answer_0025,True,True,True,True,True,False
numeral_0026,numeral_system,numeral_answer_0026,numeral_answer_0026,numeral_answer_0026,True,True,True,True,True,False
numeral_0027,numeral_system,numeral_answer_0027,numeral_answer_0027,numeral_answer_0027,True,True,True,True,True,False
numeral_0028,numeral_system,numeral_answer_0028,numeral_answer_0028,numeral_answer_0028,True,True,True,True,True,False
numeral_0029,numeral_system,numeral_answer_0029,numeral_answer_0029,numeral_answer_0029,True,True,True,True,True,False
numeral_0030,numeral_system,numeral_answer_0030,numeral_answer_0030,numeral_answer_0030,True,True,True,True,True,False
numeral_0031,numeral_system,numeral_answer_0031,numeral_answer_0031,numeral_answer_0031,True,True,True,True,True,False
numeral_0032,numeral_system,numeral_answer_0032,numeral_answer_0032,numeral_answer_0032,True,True,True,True,True,False
numeral_0033,numeral_system,numeral_answer_0033,numeral_answer_0033,numeral_answer_0033,True,True,True,True,True,False
numeral_0034,numeral_system,numeral_answer_0034,numeral_answer_0034,numeral_answer_0034,True,True,True,True,True,False
numeral_0035,numeral_system,numeral_answer_0035,numeral_answer_0035,numeral_answer_0035,True,True,True,True,True,False
numeral_0036,numeral_system,numeral_answer_0036,numeral_answer_0036,numeral_answer_0036,True,True,True,True,True,False
numeral_0037,numeral_system,numeral_answer_0037,numeral_answer_0037,numeral_answer_0037,True,True,True,True,True,False
numeral_0038,numeral_system,numeral_answer_0038,numeral_answer_0038,numeral_answer_0038,True,True,True,True,True,False
numeral_0039,numeral_system,numeral_answer_0039,numeral_answer_0039,numeral_answer_0039,True,True,True,True,True,False
numeral_0040,numeral_system,numeral_answer_0040,numeral_answer_0040,numeral_answer_0040,True,True,True,True,True,False
numeral_0041,numeral_system,numeral_answer_0041,numeral_answer_0041,numeral_answer_0041,True,True,True,True,True,False
numeral_0042,numeral_system,numeral_answer_0042,numeral_answer_0042,numeral_answer_0042,True,True,True,True,True,False
numeral_0043,numeral_system,numeral_answer_0043,numeral_answer_0043,numeral_answer_0043,True,True,True,True,True,False
numeral_0044,numeral_system,numeral_answer_0044,numeral_answer_0044,numeral_answer_0044,True,True,True,True,True,False
numeral_0045,numeral_system,numeral_answer_0045,numeral_answer_0045,numeral_answer_0045,True,True,True,True,True,False
numeral_0046,numeral_system,numeral_answer_0046,numeral_answer_0046,numeral_answer_0046,True,True,True,True,True,False
numeral_0047,numeral_system,numeral_answer_0047,numeral_answer_0047,numeral_answer_0047,True,True,True,True,True,False
numeral_0048,numeral_system,numeral_answer_0048,numeral_answer_0048,numeral_answer_0048,True,True,True,True,True,False
numeral_0049,numeral_system,numeral_answer_0049,numeral_answer_0049,numeral_answer_0049,True,True,True,True,True,False
numeral_0050,numeral_system,numeral_answer_0050,numeral_answer_0050,numeral_answer_0050,True,True,True,True,True,False
numeral_0051,numeral_system,numeral_answer_0051,numeral_answer_0051,numeral_answer_0051,True,True,True,True,True,False
numeral_0052,numeral_system,numeral_answer_0052,numeral_answer_0052,numeral_answer_0052,True,True,True,True,True,False
numeral_0053,numeral_system,numeral_answer_0053,numeral_answer_0053,numeral_answer_0053,True,True,True,True,True,False
numeral_0054,numeral_system,numeral_answer_0054,numeral_answer_0054,numeral_answer_0054,True,True,True,True,True,False
numeral_0055,numeral_system,numeral_answer_0055,numeral_answer_0055,numeral_answer_0055,True,True,True,True,True,False
numeral_0056,numeral_system,numeral_answer_0056,numeral_answer_0056,numeral_answer_0056,True,True,True,True,True,False
numeral_0057,numeral_system,numeral_answer_0057,numeral_answer_0057,numeral_answer_0057,True,True,True,True,True,False
numeral_0058,numeral_system,numeral_answer_0058,numeral_answer_0058,numeral_answer_0058,True,True,True,True,True,False
numeral_0059,numeral_system,numeral_answer_0059,numeral_answer_0059,numeral_answer_0059,True,True,True,True,True,False
numeral_0060,numeral_system,numeral_answer_0060,numeral_answer_0060,numeral_answer_0060,True,True,True,True,True,False
numeral_0061,numeral_system,numeral_answer_0061,numeral_answer_0061,numeral_answer_0061,True,True,True,True,True,False
numeral_0062,numeral_system,numeral_answer_0062,numeral_answer_0062,numeral_answer_0062,True,True,True,True,True,False
numeral_0063,numeral_system,numeral_answer_0063,numeral_answer_0063,numeral_answer_0063,True,True,True,True,True,False
numeral_0064,numeral_system,numeral_answer_0064,numeral_answer_0064,numeral_answer_0064,True,True,True,True,True,False
numeral_0065,numeral_system,numeral_answer_0065,numeral_answer_0065,numeral_answer_0065,True,True,True,True,True,False
numeral_0066,numeral_system,numeral_answer_0066,numeral_answer_0066,numeral_answer_0066,True,True,True,True,True,False
numeral_0067,numeral_system,numeral_answer_0067,numeral_answer_0067,numeral_answer_0067,True,True,True,True,True,False
numeral_0068,numeral_system,numeral_answer_0068,numeral_answer_0068,numeral_answer_0068,True,True,True,True,True,False
numeral_0069,numeral_system,numeral_answer_0069,numeral_answer_0069,numeral_answer_0069,True,True,True,True,True,False
numeral_0070,numeral_system,numeral_answer_0070,numeral_answer_0070,numeral_answer_0070,True,True,True,True,True,False
numeral_0071,numeral_system,numeral_answer_0071,numeral_answer_0071,numeral_answer_0071,True,True,True,True,True,False
numeral_0072,numeral_system,numeral_answer_0072,numeral_answer_0072,numeral_answer_0072,True,True,True,True,True,False
numeral_0073,numeral_system,numeral_answer_0073,numeral_answer_0073,numeral_answer_0073,True,True,True,True,True,False
numeral_0074,numeral_system,numeral_answer_0074,numeral_answer_0074,numeral_answer_0074,True,True,True,True,True,False
numeral_0075,numeral_system,numeral_answer_0075,numeral_answer_0075,numeral_answer_0075,True,True,True,True,True,False
numeral_0076,numeral_system,numeral_answer_0076,numeral_answer_0076,numeral_answer_0076,True,True,True,True,True,False
numeral_0077,numeral_system,numeral_answer_0077,numeral_answer_0077,numeral_answer_0077,True,True,True,True,True,False
numeral_0078,numeral_system,numeral_answer_0078,numeral_answer_0078,numeral_answer_0078,True,True,True,True,True,False
numeral_0079,numeral_system,numeral_answer_0079,numeral_answer_0079,numeral_answer_0079,True,True,True,True,True,False
numeral_0080,numeral_system,numeral_answer_0080,numeral_answer_0080,numeral_answer_0080,True,True,True,True,True,False
numeral_0081,numeral_system,numeral_answer_0081,numeral_answer_0081,numeral_answer_0081,True,True,True,True,True,False
numeral_0082,numeral_system,numeral_answer_0082,numeral_answer_0082,numeral_answer_0082,True,True,True,True,True,False
numeral_0083,numeral_system,numeral_answer_0083,numeral_answer_0083,numeral_answer_0083,True,True,True,True,True,False
numeral_0084,numeral_system,numeral_answer_0084,numeral_answer_0084,numeral_answer_0084,True,True,True,True,True,False
numeral_0085,numeral_system,numeral_answer_0085,numeral_answer_0085,numeral_answer_0085,True,True,True,True,True,False
numeral_0086,numeral_system,numeral_answer_0086,numeral_answer_0086,numeral_answer_0086,True,True,True,True,True,False
numeral_0087,numeral_system,numeral_answer_0087,numeral_answer_0087,numeral_answer_0087,True,True,True,True,True,False
numeral_0088,numeral_system,numeral_answer_0088,numeral_answer_0088,numeral_answer_0088,True,True,True,True,True,False
numeral_0089,numeral_system,numeral_answer_0089,numeral_answer_0089,numeral_answer_0089,True,True,True,True,True,False
numeral_0090,numeral_system,numeral_answer_0090,numeral_answer_0090,numeral_answer_0090,True,True,True,True,True,False
numeral_0091,numeral_system,numeral_answer_0091,numeral_answer_0091,numeral_answer_0091,True,True,True,True,True,False
numeral_0092,numeral_system,numeral_answer_0092,numeral_answer_0092,numeral_answer_0092,True,True,True,True,True,False
numeral_0093,numeral_system,numeral_answer_0093,numeral_answer_0093,numeral_answer_0093,True,True,True,True,True,False
numeral_0094,numeral_system,numeral_answer_0094,numeral_answer_0094,numeral_answer_0094,True,True,True,True,True,False
numeral_0095,numeral_system,numeral_answer_0095,numeral_answer_0095,numeral_answer_0095,True,True,True,True,True,False
numeral_0096,numeral_system,numeral_answer_0096,numeral_answer_0096,numeral_answer_0096,True,True,True,True,True,False
numeral_0097,numeral_system,numeral_answer_0097,numeral_answer_0097,numeral_answer_0097,True,True,True,True,True,False
numeral_0098,numeral_system,numeral_answer_0098,numeral_answer_0098,numeral_answer_0098,True,True,True,True,True,False
numeral_0099,numeral_system,numeral_answer_0099,numeral_answer_0099,numeral_answer_0099,True,True,True,True,True,False
numeral_0100,numeral_system,numeral_answer_0100,numeral_answer_0100,numeral_answer_0100,True,True,True,True,True,False
numeral_0101,numeral_system,numeral_answer_0101,numeral_answer_0101,numeral_answer_0101,True,True,True,True,True,False
numeral_0102,numeral_system,numeral_answer_0102,numeral_answer_0102,numeral_answer_0102,True,True,True,True,True,False
numeral_0103,numeral_system,numeral_answer_0103,numeral_answer_0103,numeral_answer_0103,True,True,True,True,True,False
numeral_0104,numeral_system,numeral_answer_0104,numeral_answer_0104,numeral_answer_0104,True,True,True,True,True,False
numeral_0105,numeral_system,numeral_answer_0105,numeral_answer_0105,numeral_answer_0105,True,True,True,True,True,False
numeral_0106,numeral_system,numeral_answer_0106,numeral_answer_0106,numeral_answer_0106,True,True,True,True,True,False
numeral_0107,numeral_system,numeral_answer_0107,numeral_answer_0107,numeral_answer_0107,True,True,True,True,True,False
numeral_0108,numeral_system,numeral_answer_0108,numeral_answer_0108,numeral_answer_0108,True,True,True,True,True,False
numeral_0109,numeral_system,numeral_answer_0109,numeral_answer_0109,numeral_answer_0109,True,True,True,True,True,False
numeral_0110,numeral_system,numeral_answer_0110,numeral_answer_0110,numeral_answer_0110,True,True,True,True,True,False
numeral_0111,numeral_system,numeral_answer_0111,numeral_answer_0111,numeral_answer_0111,True,True,True,True,True,False
numeral_0112,numeral_system,numeral_answer_0112,numeral_answer_0112,numeral_answer_0112,True,True,True,True,True,False
numeral_0113,numeral_system,numeral_answer_0113,numeral_answer_0113,numeral_answer_0113,True,True,True,True,True,False
numeral_0114,numeral_system,numeral_answer_0114,numeral_answer_0114,numeral_answer_0114,True,True,True,True,True,False
numeral_0115,numeral_system,numeral_answer_0115,numeral_answer_0115,numeral_answer_0115,True,True,True,True,True,False
numeral_0116,numeral_system,numeral_answer_0116,numeral_answer_0116,numeral_answer_0116,True,True,True,True,True,False
numeral_0117,numeral_system,numeral_answer_0117,numeral_answer_0117,numeral_answer_0117,True,True,True,True,True,False
numeral_0118,numeral_system,numeral_answer_0118,numeral_answer_0118,numeral_answer_0118,True,True,True,True,True,False
numeral_0119,numeral_system,numeral_answer_0119,numeral_answer_0119,numeral_answer_0119,True,True,True,True,True,False
cipher_0000,text_encryption,cipher_answer_0000,cipher_answer_0000,cipher_answer_0000,True,True,True,True,True,False
cipher_0001,text_encryption,cipher_answer_0001,cipher_answer_0001,cipher_answer_0001,True,True,True,True,True,False
cipher_0002,text_encryption,cipher_answer_0002,cipher_answer_0002,cipher_answer_0002,True,True,True,True,True,False
cipher_0003,text_encryption,cipher_answer_0003,cipher_answer_0003,cipher_answer_0003,True,True,True,True,True,False
cipher_0004,text_encryption,cipher_answer_0004,cipher_answer_0004,cipher_answer_0004,True,True,True,True,True,False
cipher_0005,text_encryption,cipher_answer_0005,cipher_answer_0005,cipher_answer_0005,True,True,True,True,True,False
cipher_0006,text_encryption,cipher_answer_0006,cipher_answer_0006,cipher_answer_0006,True,True,True,True,True,False
cipher_0007,text_encryption,cipher_answer_0007,cipher_answer_0007,cipher_answer_0007,True,True,True,True,True,False
cipher_0008,text_encryption,cipher_answer_0008,cipher_answer_0008,cipher_answer_0008,True,True,True,True,True,False
cipher_0009,text_encryption,cipher_answer_0009,cipher_answer_0009,cipher_answer_0009,True,True,True,True,True,False
cipher_0010,text_encryption,cipher_answer_0010,cipher_answer_0010,cipher_answer_0010,True,True,True,True,True,False
cipher_0011,text_encryption,cipher_answer_0011,cipher_answer_0011,cipher_answer_0011,True,True,True,True,True,False
cipher_0012,text_encryption,cipher_answer_0012,cipher_answer_0012,cipher_answer_0012,True,True,True,True,True,False
cipher_0013,text_encryption,cipher_answer_0013,cipher_answer_0013,cipher_answer_0013,True,True,True,True,True,False
cipher_0014,text_encryption,cipher_answer_0014,cipher_answer_0014,cipher_answer_0014,True,True,True,True,True,False
cipher_0015,text_encryption,cipher_answer_0015,cipher_answer_0015,cipher_answer_0015,True,True,True,True,True,False
cipher_0016,text_encryption,cipher_answer_0016,cipher_answer_0016,cipher_answer_0016,True,True,True,True,True,False
cipher_0017,text_encryption,cipher_answer_0017,cipher_answer_0017,cipher_answer_0017,True,True,True,True,True,False
cipher_0018,text_encryption,cipher_answer_0018,cipher_answer_0018,cipher_answer_0018,True,True,True,True,True,False
cipher_0019,text_encryption,cipher_answer_0019,cipher_answer_0019,cipher_answer_0019,True,True,True,True,True,False
cipher_0020,text_encryption,cipher_answer_0020,cipher_answer_0020,cipher_answer_0020,True,True,True,True,True,False
cipher_0021,text_encryption,cipher_answer_0021,cipher_answer_0021,cipher_answer_0021,True,True,True,True,True,False
cipher_0022,text_encryption,cipher_answer_0022,cipher_answer_0022,cipher_answer_0022,True,True,True,True,True,False
cipher_0023,text_encryption,cipher_answer_0023,cipher_answer_0023,cipher_answer_0023,True,True,True,True,True,False
cipher_0024,text_encryption,cipher_answer_0024,cipher_answer_0024,cipher_answer_0024,True,True,True,True,True,False
cipher_0025,text_encryption,cipher_answer_0025,cipher_answer_0025,cipher_answer_0025,True,True,True,True,True,False
cipher_0026,text_encryption,cipher_answer_0026,cipher_answer_0026,cipher_answer_0026,True,True,True,True,True,False
cipher_0027,text_encryption,cipher_answer_0027,cipher_answer_0027,cipher_answer_0027,True,True,True,True,True,False
cipher_0028,text_encryption,cipher_answer_0028,cipher_answer_0028,cipher_answer_0028,True,True,True,True,True,False
cipher_0029,text_encryption,cipher_answer_0029,cipher_answer_0029,cipher_answer_0029,True,True,True,True,True,False
cipher_0030,text_encryption,cipher_answer_0030,cipher_answer_0030,cipher_answer_0030,True,True,True,True,True,False
cipher_0031,text_encryption,cipher_answer_0031,cipher_answer_0031,cipher_answer_0031,True,True,True,True,True,False
cipher_0032,text_encryption,cipher_answer_0032,cipher_answer_0032,cipher_answer_0032,True,True,True,True,True,False
cipher_0033,text_encryption,cipher_answer_0033,cipher_answer_0033,cipher_answer_0033,True,True,True,True,True,False
cipher_0034,text_encryption,cipher_answer_0034,cipher_answer_0034,cipher_answer_0034,True,True,True,True,True,False
cipher_0035,text_encryption,cipher_answer_0035,cipher_answer_0035,cipher_answer_0035,True,True,True,True,True,False
cipher_0036,text_encryption,cipher_answer_0036,cipher_answer_0036,cipher_answer_0036,True,True,True,True,True,False
cipher_0037,text_encryption,cipher_answer_0037,cipher_answer_0037,cipher_answer_0037,True,True,True,True,True,False
cipher_0038,text_encryption,cipher_answer_0038,cipher_answer_0038,cipher_answer_0038,True,True,True,True,True,False
cipher_0039,text_encryption,cipher_answer_0039,cipher_answer_0039,cipher_answer_0039,True,True,True,True,True,False
cipher_0040,text_encryption,cipher_answer_0040,cipher_answer_0040,cipher_answer_0040,True,True,True,True,True,False
cipher_0041,text_encryption,cipher_answer_0041,cipher_answer_0041,cipher_answer_0041,True,True,True,True,True,False
cipher_0042,text_encryption,cipher_answer_0042,cipher_answer_0042,cipher_answer_0042,True,True,True,True,True,False
cipher_0043,text_encryption,cipher_answer_0043,cipher_answer_0043,cipher_answer_0043,True,True,True,True,True,False
cipher_0044,text_encryption,cipher_answer_0044,cipher_answer_0044,cipher_answer_0044,True,True,True,True,True,False
cipher_0045,text_encryption,cipher_answer_0045,cipher_answer_0045,cipher_answer_0045,True,True,True,True,True,False
cipher_0046,text_encryption,cipher_answer_0046,cipher_answer_0046,cipher_answer_0046,True,True,True,True,True,False
cipher_0047,text_encryption,cipher_answer_0047,cipher_answer_0047,cipher_answer_0047,True,True,True,True,True,False
cipher_0048,text_encryption,cipher_answer_0048,cipher_answer_0048,cipher_answer_0048,True,True,True,True,True,False
cipher_0049,text_encryption,cipher_answer_0049,cipher_answer_0049,cipher_answer_0049,True,True,True,True,True,False
cipher_0050,text_encryption,cipher_answer_0050,cipher_answer_0050,cipher_answer_0050,True,True,True,True,True,False
cipher_0051,text_encryption,cipher_answer_0051,cipher_answer_0051,cipher_answer_0051,True,True,True,True,True,False
cipher_0052,text_encryption,cipher_answer_0052,cipher_answer_0052,cipher_answer_0052,True,True,True,True,True,False
cipher_0053,text_encryption,cipher_answer_0053,cipher_answer_0053,cipher_answer_0053,True,True,True,True,True,False
cipher_0054,text_encryption,cipher_answer_0054,cipher_answer_0054,cipher_answer_0054,True,True,True,True,True,False
cipher_0055,text_encryption,cipher_answer_0055,cipher_answer_0055,cipher_answer_0055,True,True,True,True,True,False
cipher_0056,text_encryption,cipher_answer_0056,cipher_answer_0056,cipher_answer_0056,True,True,True,True,True,False
cipher_0057,text_encryption,cipher_answer_0057,cipher_answer_0057,cipher_answer_0057,True,True,True,True,True,False
