row_no,source_path,id,family,status,accepted,block_reason,prompt_sha256,prompt_normalized_sha256,assistant_sha256,assistant_chars,boxed_count,reference_id_overlap,reference_prompt_sha_overlap,reference_normalized_prompt_overlap,reference_13gram_overlap_count
4528,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7a803dc3,text_encryption,rule_found,False,non_target_family,c15b33a672e25c9c29a972e496fcd54acb8616d2afacc027aff0bce2d96d5de9,596cb0fc8a3437a7c2682805d5db118b4ec32ed72287d6d6fe3264363905e065,e65c3ade263d8ecd23c760749f14113d5d091229a5eba417648c7f8ef1113524,2777,5,False,False,False,0
4529,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7a88bbc5,text_encryption,rule_found,False,non_target_family,b627b929fdb102e72bda196259b98fd58678abf13b125ad7c1b6dfddf32c107f,1f040309d6f40e81cb6bf52039fec1f321b646ffb3b4c1f596828ed9d6741330,2b51af95427168444a8c17c2020b752da3ed76dd7b95478ad6f1e097ac53f7c9,3564,5,False,False,False,0
4530,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7a895e9c,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,80bcb163272b4a5d3e06ef939436fbcf57950de19dce0d0197f5b38779c36526,6d551e6dd805c112d0eb6c340360cef7e69fa96507901cd695b73cbe48fef45d,00d815839f10c3ab0fde4a67dc2f7b5f0c7ed2719dcf84b932d2df4d593dd704,3069,5,False,False,False,17
4531,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7a9561b2,text_encryption,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,19ef0f9aea5c96b5559569d6043db88e05bef1919c8b2a35eae6106f1b612102,deb47fd1c79b6ab00ccb30c09a4bdf7170012f3b691e777393b4631bcd713c00,8d52a09963c3ec92ba72b91ed66b23c40b3f9c739d2cdc5761652e36e76eb170,5129,5,True,False,False,55
4532,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7a962e17,equation_transform,rule_found,True,,524f98fd559d44ccf96f2d4329c7414f67398a8675dc75b623ff9cd4dadb1475,7056a3a4dee1a0f9e7f78d967a86e23036e77acf549f647e04f9f543fa2b7bfc,61133496d81bf394bc3646a72e6794345c24ab2f5e447ccd86fc3f63d6450ecb,10585,5,False,False,False,0
4533,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7a9711b1,equation_transform,hypothesis_formed,False,reference_13gram_overlap,56a3ae827b4bec017b854466f2e57805769e161e4c6d6216475ec4c8a90fa963,11fe714f2aa34390213e7aa21f3308b93a6514b2a8c28a717cabd22d8f605da2,f031f91e40c320231b68530fd572d8356168ffe29fd42e83514305cf116ca110,10581,5,False,False,False,1
4534,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7aa4fdf0,bit_manipulation,rule_found,False,reference_id_overlap;reference_13gram_overlap,93df0b68a62f6a3c0816ad6bd1186a05a8af4b463b154928622a27ccacac4ba4,20bd71e598600197829656e114315168c3f57d6c84baaf74e78f75552153953f,dad29241e86c6b645e504dab42a49214d84b9f99c1ff8c307df92f1a5f08b9f1,8978,5,True,False,False,44
4535,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7aa5f509,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,9a398240b173c43efafff1b20ef4d51afa9828cba5ec487df012598098601079,171f65e4f5a69e102397dcf6cfdfe734b4d10082d04eb193713ce9e0175ca429,c12c89d036b554c960c5d4a1da5a99c6a796d897cb8f0b969fc323573f35a671,3108,5,False,False,False,2
4536,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7aa86ac4,text_encryption,rule_found,False,non_target_family,a108699d49c08b23cff19436474a31a596b4117e88ef100977a9e2e91f6395e6,d26a2c5a83278ff5a93a63b313c60d84af90ef7160d422f55acdbc27cc74461e,cd383edc220a6a8f2d2d3e486f4da575a39e390e25be7477b4d555d077312d4e,6153,5,False,False,False,0
4537,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7ab01f65,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,2bc0ba461f0e9429c61f8944a78b0c471dbb62a375ba34ba77423cd421e4075c,1cf2cd75c64990282dc3fac314cf2ecec12893e7aaf6119e3f20a417fc0f39af,08355c92a2a7b01cc209fd1d9c9c55bf88c7809ca835ff4ca2858434115ce9ea,3384,5,False,False,False,8
4538,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7ab239bd,text_encryption,rule_found,False,non_target_family,86372bc3f7b09285a16cdbe38717dc24f4c359d8f5ce0a2d1f0b9e11ef25f5eb,f44c11c52a4a480050a81acecd23ca52a248d09933d3625405514a6858605ecc,d6a270575f0af42bc828f2db7319e80666b02aca5bb59961a26a118da2bf3b51,5457,5,False,False,False,0
4539,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7ab7b63d,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,39c554daf7b151dfafa7f68b19f9a1064469bd37e7997dcfed4f4ef9abb7e4d1,2c1c24466139b7481a84d6c29aac6c8333c2d67c10c5cf6d760829bbba272156,8326d778a89fbd9f6bfdb3da19e76b6ba161a411399edc89598e3bb60111d426,3680,5,False,False,False,8
4540,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7aba9046,bit_manipulation,rule_found,True,,fd9edb44f65416439df095b5042d974e24a999e652ede4f279e908b372528958,34f057b459521242087060912134fd2340e9fb5c0f0aebcced50c48ff504e168,fd75a9550abdad1127e9796fd3b6d078fea79c9fae9b20b2a98b83f3d9df26bb,8228,5,False,False,False,0
4541,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7abab429,bit_manipulation,rule_found,False,reference_13gram_overlap,fdd6d73680a4b8fa8c7873fedc03f4ee4165031b6de0570c3e553f6b77f0b59e,fc9882681634fbdf939a2c62f862aaf59f1dd23fdb55dfb97f588e2df59a1393,b9c87c1dba14524522234afa494b5f13e47d907e728d8ebed23dc58d0b9215ad,9021,5,False,False,False,3
4542,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7ac08cbd,text_encryption,rule_found,False,non_target_family,c77c1e3fbd5409fb7aa0b3e893f556113134e2a6ca30ce61e05f78cac5de7f64,8283e47cfbbea2f89fa447f02a928f576423bb1d777ee47ad3365e118847cccf,45ad76dc551a9705f2684532274bfba78714a76d7c8003c45e18c82e9394bd2a,5562,5,False,False,False,0
4543,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7ac90433,equation_transform,rule_found,False,reference_id_overlap;reference_13gram_overlap,0b2e179c5529beacd5996f45b624d3c427679b44e4fff3650d4a1120d3a5e8a3,553f5ee7a28daa6ecec0c12f96297b41067ba64d9c9a9d11af2bcd79c041b135,6ba6dc876e64e46488b1a5dd579f7a6b70f1fd5380ec08cb0d1fdc164ff17531,11151,5,True,False,False,27
4544,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7aca8470,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,722ab12729bb02e79d3d1c9dbe3417ce76975a13dd003b16b1a4955ead2a0ea4,1159b49f39df4e9d1637cd24f63b8236ac45b1ad53f94343231adbf509ecf06e,192928976b0675111ecbf1ebbe77e598092159df01e1aeef4799b9e0af4ceb28,2230,5,False,False,False,5
4545,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7ae13c98,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,87877becd621e1dcd862c6e5ed2fbc23faf3bad1be2c7fb74c2602fd033332ea,49ce22f088a326f8ed98aed7eba7f361909151166ddce64821ee30bc69b10296,ce06695caef655f542536855672da6ac3d26e085c42e456bd62c2cca7928b9e0,3000,5,False,False,False,2
4546,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7ae46d52,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,650aae0fac4fddce6b059419dde14bc6bcb07f433aa75e90ebbade125e0b361e,ebc6f52c791cfe04367ac31b1bf0a001be15a93d0b3554c570fbf102102b2988,df6b672d2c95666f8842dcec96e074230943ab83850d043882b07c57efa1cf7b,3139,5,False,False,False,2
4547,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7af6e047,bit_manipulation,rule_found,False,reference_13gram_overlap,c8e4959a9edd1d64701b119ba786dbf82c1a4a3b7df7d38740fcc181dee498a9,2b46b129ccb1eceab5ef3b191c558a3d5f92503b471353fc19247582e62648da,69694030a602a800f778f37c9d62306a3c8fd1ee4051137f1b105bd0b111ae9c,8819,5,False,False,False,3
4548,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7af9007a,numeral_system,rule_found,False,non_target_family,368b8619d2927cdb4d65a76e2d4c9a6acd0820f38cc70bc6bb47068a1a2176e5,09da00f5f98dd063a4e1cc4b5769e1daf0d08e80cfb0ef037813d5b4a4d59f7f,f4e10c6463fc2ba6e75323b9c869afe3c2beae0a14200f9e8b49666aa9fd0193,250,4,False,False,False,0
4549,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b060b56,gravity_constant,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,ef4a8953973c5af11f9e81aa46ddab8737ffef87c8a6c7ac78578a1020326f86,a0155d83d0099e6fa2c4cc229acb7b2b0270c573d27eb2db5dbaf1631f01d29c,8501e0b79ae721b58e2dbadc19db9acf99e646dec045dff87ed07cf0a3edf067,4234,5,True,False,False,69
4550,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b0766ff,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,327d0b8013541f5e6a841dd6747ffd1cb62f5f8399fad1a3eb165260a9370a35,54b7e016d4320fa25d6bcad672da52a4b3196b1eda2f2987594e0c95f4693290,98570b0750e6509e6cf8e9975435237a1f3caa1467bf1270bd0271bec5d52612,5743,5,False,False,False,11
4551,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b107eec,bit_manipulation,rule_found,True,,99805d08ca0a28ae9b710a159f574f07c22796b581aadae3efb387e1d1b99908,3cf2be2308fc853847144e1273df6d4edfadeaf58de7e9c4844c5d818286db22,ceb44571c7042715163d016085ddc8748ee08c0c3ca0f2b9e31eef92f3018e3b,8697,5,False,False,False,0
4552,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b16f94b,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,e5bd2691fa78fac92598936e3c196b091ffbd132e420312792ec1b2804f13ff5,64dee737a5f7c2d41328c038f1c393f028260469dc65b74f40d0353577f44c9e,923e22d4778e165010e6e531e46f5e06bde74870e8d5f89ba3efe49b390374cb,3663,5,False,False,False,2
4553,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b1f2422,unit_conversion,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,0e2b28f36d427ea0a8afcdcab8ff7e8da87b6c8c674eccefbed1476a491f34d5,97493caf465263519e4ae17df75c5b688b8e62275a2e7d5612703f05cf71ea82,f64293be87f33a426b98fae2710466156a94ceb82658ee764344072658b2fbaa,4003,5,True,False,False,43
4554,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b252a2d,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,138155df3bbf76d5dee6d09a21fc1199656ffe6527cf5bd80f5125aba7215979,930893459c090f36429ce4420491e1581e22fb4ff393b9b37eaa47808135126f,76f3c292ea3770c750d48420d3c9ef9d3f5c860213e78673e73e50cc9917c043,1989,5,False,False,False,2
4555,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b26e296,bit_manipulation,rule_found,True,,2a804121b4f737b366552c147d449fb00eaac214619d9ddb564f13c532e36146,e0d5711a7ac856b7a5cc5a0d61f676beb08044c12f3811aad043a8db26cb0af2,586aa1c3459f6d8b150c289b2aa03f993faf145df914726a8b9745497d8aa33a,8202,5,False,False,False,0
4556,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b2c9d36,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,e2cb980d0021e7af0b451172d160badab74e70cd5bf856677abe5b7fd85da933,99c392c1000e6d4758cb7923ea6642f46cde2f71251187360c813a580c392b56,ef602fe9c824b214201e19306571731329b44be0fe44139cb552c88922c4ccad,2872,5,False,False,False,2
4557,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b38ff97,bit_manipulation,hypothesis_formed,False,reference_13gram_overlap,baa893462cca3d32b07069a22f34f17092d2a2f8e4a4bc653510ba018034fad8,0cd8f2c92025264ea6f983e9683922b8ded619feb8b0136ab40ec2a01756819c,d9a72ce50585902fe09f8a49b06ae9b3d6697b47f68b59918ad2d9d7d7f82149,8627,5,False,False,False,3
4558,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b3b37d5,gravity_constant,rule_found,False,non_target_family,a50955bdbee66c3804d35af4f61a9d11ab8e071fdf00433f402e17cf35ba9991,3779883e1200d672ea6b26d6cdf34726c8ae615c73a0cdbe8c12fad813a6d6a8,bc51654b4229d388347e5701786d25b4b59712196e6c1a5dfcf8ed03c2ed2df3,3910,5,False,False,False,0
4559,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b3d06f7,equation_transform,rule_unknown,False,status_not_allowed,791e9877163390395d2af653fc55d616c545bef1eba0d8750e3e89a1675cc75c,f7a887a5d7bfc49fe89bcc95f4368ea66cf513d71d0f15a8359f54ac072e5a9f,7aa453dbcc79589dc96bbdae38a38de6a4ef3c67220349aa481557be5d02f27e,1337,5,False,False,False,0
4560,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b412ac0,bit_manipulation,rule_found,True,,6ca769c3230f8cd4adb1e30741f2aaf46293e028f27df98cfab6838e238031dd,40186a81b1adb46da32c2cc4473a1cf2a6ed1bf50fd5e322a688e9cca4ee628f,62e0ac55271e8166e16006b7fd9ada4622d84c33eb8c0285ea80020a8e82cc5f,9164,5,False,False,False,0
4561,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b47f88d,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,64286ac45101d85913695edc4e4844b843f78e5a30b69072c749436b5a97b710,43e49403a57862f020396aabe71be5c89b13bf4e3cbbb32f1721f83c8ada75ad,9ebdcd6d4e0ff060b335ef20f90f1c8fff9321c9c029e3acb4e0148a982975a0,3149,5,False,False,False,17
4562,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b4ac17a,bit_manipulation,rule_found,True,,112fea6f80fb5853dd13a4f1463f5bf9cf7171ee653a0043472070b3e6859c9b,7cae56d514b6d2264dcf71945bbccfd3edc4ca5393ef66f4069de8c832af5a32,5473274bf8ce88ac07e9132a34d9d282c8de254ada58620e8b87b4cb572d1a66,9296,5,False,False,False,0
4563,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b6f55dc,bit_manipulation,rule_found,True,,3e6f30b16c296117f4cc0056d580d5bafe0ec795ecabca8a4451e2d1fa33f366,6ac27c9e865f5565724d8d368fed3c66b2ea5930dc3d660b362fed62c2861612,129348d4b63a97df619d06f57363cd828a93ad058fd5948e4744f35d9b44e385,8474,5,False,False,False,0
4564,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b744881,unit_conversion,rule_found,False,non_target_family,9947c544556a8d8c4970d82843f10163e02b64412b794cb410b6bdcaf959db95,6c7544e835938daae89c6564cbc51b3f3a8a755cb5c52a665e7c48fda3887374,eeccaa173d307a2f7da326ca30aa032c0aae8d0b827bab85575aaa7e2d4e0b5b,3522,5,False,False,False,0
4565,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b8e2063,unit_conversion,rule_found,False,non_target_family,6c5fa3fd8c321b1e458dd1384a2b9cb16c5baabb4e5a498e0754731e9363f5f9,31e5255504e00ae89c90d04d29867d5a6beaefb02b4d60260307c65bf534a91e,ccc3189fee674d97d37e537105c7634c8edee6d3ee0af22c68ee37a9a5274992,2123,5,False,False,False,0
4566,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b8e4432,text_encryption,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,35785af0630b28419b485df80ce5e8b0219d79a67482bccea293f9f51276991a,dd60d94c824ff54f4798875f47f18ecbe6d44ef1cce7f7eea795adb59ffd4a86,f28ef787ae7858f7730383d7abefe0fa16e9ceb90b0159cee819e0495eb2041c,2770,5,True,False,False,40
4567,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7b9c21ea,gravity_constant,rule_found,False,non_target_family,ca562ea0843ac232ef53b2d8f0e107ee78c6f4cac0405f77c5635d743805a821,211d11cfdada4fc1933463eaa5befe35b571741af8dfefce170388043581bde4,217fa09e4e3ef986872eb25a9bad1934cb5939a24053b8d32f7f64d77700dd08,3136,5,False,False,False,0
4568,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7ba328ff,text_encryption,rule_found,False,non_target_family,85c867d3acf76767e90d5a44832b620aeb162c12d51732cdaf7e140503408c4d,5ad66e64655a29a4a1cbbd2ff167b638ef952a50125e02eeb824c5ce42bbaa37,49ea8cfa172814ee37b1eb44040a70eacd174c00cedf2a9b98a68e502d34602e,6146,5,False,False,False,0
4569,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7baaeeb8,unit_conversion,rule_found,False,non_target_family,f57a8fef1f5793418786d79f3472c08832d2fda58f612f5d1327c201b3f0a0b9,624efb8f335a1a7d9b639058b0a9fa1a326bf14dc5d1770b2eb3c55b34da1709,e136ccf4ed94058e1ff5e4ed3c6c148359cb71312192a827a4ce5335b9c594e0,3479,5,False,False,False,0
4570,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7bad754f,bit_manipulation,hypothesis_formed,True,,cb96d3266ee1d416d81f72f08faf8d76460e8bd2132bff2d618b67a86b91a3f6,119191dae9784684c123d8bf5e80c99550c8b10d06724fb5da411d10c744db53,774f6e248f7f0c3932c668e250893fc6b3250d9d8865d465e9715b6b4ff8e0dd,9066,5,False,False,False,0
4571,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7bc73bd1,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,8b92ef2927472a6003bf7d0fca2fbdff8f0a06b04628b21644867be7f31d0afd,4670991c9d24d4e8acfde0b4b24f341936c76e6cdb0eed63cf00c531b700694e,260b3678d9474d976b51459ec9101a8589cc880caa3c59467a8bd8a0ff2164c7,3345,5,False,False,False,15
4572,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7bc77ef3,gravity_constant,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,9f2e487daf719ad631a783312acb684b794ab6185453cf74d9cf2cf2dc624ddc,608ad42f7cecc139c1b9efd19520cf7bc01cb84b18d2483c9153addbf24293c2,f7e0a21295dd12624131c9ce141245e6b5c1cd4bd23094e591a9d8694fb20c9a,3204,5,True,False,False,58
4573,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7bca3456,text_encryption,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,29fb25862bee9dd3b292b21bc79912649eb15bae18856ddb130ecbaedfd8cc57,29da5ddeb5a906d9635211cd7d10c3148663b030ea7a33c29b70eba2dd14fe59,585a69fde776f64eab21bc0a9d62e8faf43f84f673ff908fce32de54e36d338c,5192,5,True,False,False,47
4574,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7bd41bc3,unit_conversion,rule_found,False,non_target_family,d511d1b7b05de8e13d14b50ac6d4906bdb265f3d0159ee6a7f07e392caf7ff99,4787d7511f7b4cd15ced8ff9878bbf32ee879e1f7a9e4492d3fd3f1f2aa33380,70611d19f0dba285ff3e0a10e8e619fb9eff135f2ab16287c012297f863498fa,2913,5,False,False,False,0
4575,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7bd5f8b9,equation_transform,rule_found,True,,9a5f09d0e7c00332ce32e02c6b74984ad449dce5c3a657cd87ca8876bbf990f1,142688ca1ba87af0cd3fe4ff046dece3e0be2c7d791a280f29b02bdcb4d6b285,030b7a5da9ca8725d49de090c326d959bd221132acbb8e23a1d7304a09288d08,11174,5,False,False,False,0
4576,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7bdce2c9,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,2bc1aeccc1fa88c902232f4537ab9c3acfa9f04c81d2a229f47843eb94a90026,7ab09096b3ab1e2d7d719f4cc1cb3da52b1311723fe0262a8cbb2205e9dc738e,39c225323d083993889f209d07be0a4cf13361f2e2c9f3fdb737f99e403a8b02,2501,5,False,False,False,2
4577,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c04e938,text_encryption,rule_found,False,non_target_family,f88326fac57e383a4912eda56fa0064165dbaaf412cbb2a15ece7d0b4409af64,e80348d04a8aec7fbdf42966e6bf21e23a3abc137f85df12e56169ebffb2abce,ef333718f7ced0710bf8465ee2ff035e18d868e4ff1a4e0d09fa696e8012f4d5,4099,5,False,False,False,0
4578,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c0569e8,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,e4d59a6f0dec34666dcbbe9e92ce41f037f981f68bdc60eefe926bd452f95d8b,4f6f2eb6c5937191c6ab9269e4fe7def77c7fcb4c107bb26cfffa96f2df758f3,b25d9af758428b79939893dcf9157b9efd71cc55fb763a969ec650c947c81f3d,3597,5,False,False,False,2
4579,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c0a61a9,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,34c7005b08078393bbc12518f6b7cfd03ddd3d987f31ece8e01b70a4f08daffd,da68082ee7672f3b981686ffa47c63d5b318d1740affd094d3fdf815ff11932e,40d6e7db79105e6b4bf225870520d84b3cc442c936a5f1d2d474fb64cb73e857,5084,5,False,False,False,11
4580,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c0c5227,equation_transform,rule_found,True,,4d977c1f4b3643dbaf55f2ff3dee9c9d307cdb865d4835b4f6dea163829fd70b,fca8657c9951d9605d380ed0615ddde12745602e63c22c78ff8c58837ae0f9ed,48ad7bebab3c25450e1cb280a83b242dd09f982e35dd8ab03af939a29145a68a,10721,5,False,False,False,0
4581,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c0e238e,equation_transform,rule_unknown,False,status_not_allowed,93975384d0aa2b2fee9087139daaa9f02ae209caebe88d0a062205322da58ef6,bf94308fbbc6398167828322e0fca0045005940a972ac344b5b3c31dc553489d,5789171b77c4c0227ce6d56054049a07f96103248c8c239a746dfa08c7ad98fe,1142,5,False,False,False,0
4582,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c0eafc7,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,3468d549a9324aa04bf06d1675d99efc77dea3b12614a6e26d93b77d88bf32b1,80fac79d6f1bf35f7e81aaa2add90896f3bbd9a9f1afad158357d25319f0be77,a512bc9ad04308f1138e7e7ec7affcdc701a940a4f75e8e4ec0a95b8e6f92557,4020,5,False,False,False,2
4583,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c1685b2,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,2eabffebb11422cc6b4a8a9c017ef53b4f648945236eb1525da6063f387a0604,f2af6f0118f1ef76db17660ddb745080877cf50073635049bdbc47d95aa6639a,69737ebff230efc8c611f906d39770a69dea723dd3c75ff008efd41d422d9a62,2936,5,False,False,False,2
4584,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c206ce2,bit_manipulation,rule_found,False,reference_13gram_overlap,1ed3bdddf847a84c156ea1193935e9383e31369f69d86f3c7a9121fae970f89c,0945a2191ec406b68a58ff737fe812d542a1cc1f9f4281652ddda8662723a676,f3a190f4e9dc2ea097982159373d68dad9f84265ccf70b28ffb809085f7a185f,8686,5,False,False,False,3
4585,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c27d6df,bit_manipulation,hypothesis_formed,True,,f8af35ea1e0554dbce2153b3587de99a8c9eafbf060b797f91f7e1678be81d6c,6f18ad66e00301666e85c9f53a1cb90819673875ff58ba781a6ab67dcbbdf03d,c3e18743413f030ae3eaf9679f15b4971775a4c11b021466fdc1a134d2ef8ef8,9743,5,False,False,False,0
4586,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c2de6ec,text_encryption,rule_found,False,non_target_family,50b1671f783e44b201b055f8141176a812be47737d86730b2c4ee0282981c47a,6d7bcd0ac933c4a8708f6a07e37b5b2aef6adaa15fedb47942826b693c4ffcf9,743824f86f5b03870c3b593e620915819d120cf3d3a07656a561996c40489e83,6171,5,False,False,False,0
4587,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c30fc77,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,2c081934be096cf653652056240c0cdeb369907a0e90fc3229b6ca78b873f619,0d5c1247dd233fb69f53884259ca51e6b8d4d7014febc45a2e3d1c8d5d2eb17a,2110d46719c6e2595d55274f1e40e6d51678a0a759f1a23cd36abe2a1e48a352,4380,5,False,False,False,2
4588,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c3a313c,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,378a4931852728e7ca74083f82a2baea7ffca31b31a2513d51277aa0d81c134e,eb77afe5d6fab14904d685b7df3beb73b0473eaf4a40cf5ab12b27db5ef8f835,d239d789a2810a676198ca825413cf6eb3e016a13e7702faba48eb2b9742da08,4702,5,False,False,False,17
4589,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c41629c,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,3ddf80632219656a05c2303903d8d5d79b80961cf012cd72f07fa26587dec068,03db892425bb9cd2a3353a1a8f98f361cfae44e9224490d195c28ffcc3a933fa,b066260687a59a7b18f84fd12bea01950426cfd8a928895477aa81f691c9484e,279,4,False,False,False,4
4590,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c494c86,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,f6cce2474e8a6f197d2755302f324a9b8fd97f59ff8390df7dff9f3e9a5bffe5,6b9d794ec58b7e4eed6e40df54d123dd865056e54213101490e129d4469db626,d07388c4f90a0358f188e48d91ad0b1ac6669c12868e60fd021ec15dd5048d9d,2723,5,False,False,False,2
4591,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c4db527,bit_manipulation,hypothesis_formed,True,,311be7c3bb50285ae0078529306b077c0d7a99814397443fa609993c76adb1c8,ad95d63ea92631aabaafc35ef3791d600fe5d32dc53c441e6ef24dabab213b1a,f570ab789069ba2479fc29c69575d7749baeea74bd4d5fc63c13b3fddf0edb1c,9505,5,False,False,False,0
4592,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c538bb0,bit_manipulation,rule_found,True,,8318bcf21af01a6fe8297ad58b9ce55dc1809fef2d7eb91562afaddf6f0a52a9,329331af7126dc4f5ba857d28d0272f183cdd15f3d210e6bf3ca5cf1faede662,e530c94314ba3e085340e02560960e2962b085353c2198d834713e3f676aadbb,8800,5,False,False,False,0
4593,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c5c7b73,equation_transform,rule_found,True,,ef37e62da5ca997554ddfd09f2cbfbc6c6e3ee1d7f5eac9a059562b0987060cf,aa36591fd2a96d9dcb480c866eb3d48c042178414d3a8df62c853e044cab10d0,e4ee00953bb995719a818bc38fc604a0911390effc204ccb1763aa3a149faffc,10106,5,False,False,False,0
4594,C:\Users\davis\Downloads\sft_reconstructed.jsonl,7c68cc31,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,6a5b3bd7972130d03532890ac0799f89696956f861fd7c4b7f0d0d75df7c1b01,94bcbaab8e02f63a8c45869f31749e15454922ab710a249e01ef8cc09ac0e825,7f81bf9d125973de82f074343c463c3ab9c3b5c3f0b91b046add3cac2a82243e,3877,5,False,False,False,6
