uuid,source_dataset,kg1_relevance,status,expected,prediction,proof,question_sha256
b218b5ec-8304-426a-85d3-a22f74fb681e,cryptarithm,equation_transform,verified_match,"B=5,E=3,G=6,M=9,Q=1,R=0,T=7,W=8","B=5,E=3,G=6,M=9,Q=1,R=0,T=7,W=8",provided mapping verifier,8759433cc73ce735edc17bb749340003189326dbe45e5177e4f765ba103f8b9a
088db1a5-8837-41ac-9152-8e1624d8e85c,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,d09fa1294cad9f76bf0e54ac2f7594352068a82d9c759eb3f272c477badf176a
162737c7-b45f-4276-a146-3e718b99fd45,base_conversion,numeral_or_bit_support,verified_match,3422,3422,base conversion parser,74a36787b39d71aca33e45c78b46274d739912def7f8c4b30983e689c1c23b49
f19bc294-ebef-4640-a4e2-5a9a24d89b1b,polynomial_multiplication,equation_transform,unsupported,-22932*z**5 + 284256*z**4 - 432726*z**3 + 615888*z**2 - 829920*z,,no local verifier for source,834c2c1df4ad9f4241555129d231477269d27c37576c00d52196efa3caffd4df
bcb74d56-d78c-48d1-82a0-0044dd12a289,bitwise_arithmetic,bit_manipulation,verified_match,0x5c999ec9668,0x5c999ec9668,safe integer AST,8b528bb9dc6a5b69bf5bf607393f3e24475e722e83bb06cef1ff5eb323fbffbd
e1ef0707-c711-4fe0-bcdc-fc2ce6a10ba8,number_format,numeral_or_bit_support,verified_match,245458646.688,245458646.688,numeric candidate comparison,0595b35d5d194d6e2106a7ad17bafc0b724099b70f77dac2f609602df5080ab3
e5806436-6870-44ab-b160-6ca1876e883c,base_conversion,numeral_or_bit_support,verified_match,5b1,5b1,base conversion parser,b17ca3b93ccc1109189fe0bb885f64e0beba3d95c35b43e5c85fdf3a27a378d2
75c07362-73d3-4b9c-9787-7b2acf5aa7eb,number_format,numeral_or_bit_support,verified_match,94982330.196,94982330.196000,numeric candidate comparison,507be3332485343494828a42b0798d614f604de34bb300068635793b4d338198
b7d8b00a-12c9-404e-9d0e-19ace3080270,cryptarithm,equation_transform,verified_match,"C=3,E=6,G=9,I=1,J=7,P=2,R=5,S=0,U=8","C=3,E=6,G=9,I=1,J=7,P=2,R=5,S=0,U=8",provided mapping verifier,8d800468cfe912ebbd922469a9c8ed79c3cbcb5000f20a0a787802c1fb6593b2
c4f07901-2863-4c4b-82fb-4abca0944f1d,cryptarithm,equation_transform,verified_match,"B=0,I=6,L=8,M=4,O=2,T=5","B=0,I=6,L=8,M=4,O=2,T=5",provided mapping verifier,81c3710d6aa700debbe03b043f7dad13c5e797f6fa9641a086e22bcc79ecc86d
072d73c1-098d-43d1-86e1-43bdf6ec061b,cryptarithm,equation_transform,verified_match,"J=4,L=1,O=6,R=2,S=8,T=9,V=0,W=3","J=4,L=1,O=6,R=2,S=8,T=9,V=0,W=3",provided mapping verifier,b9d9366a25e8cb4e8fe6b5a94416a19db5d26f1e434a6d3dcb625abe027c16c1
1bd54f47-f565-432c-8df6-e3e2a74b9f3d,simple_equations,equation_transform,verified_match,26,26,linear equation by finite difference,188136be1e6092cf2c5d9325d22ad07e8b3c12d0519ee622683eebb6f87254de
14f81be0-083c-4bff-abd3-4e20dfb3f22f,polynomial_multiplication,equation_transform,unsupported,1950*z**3 + 12450*z**2 + 8250*z - 2850,,no local verifier for source,401ddbca174d2730a0079a38d19e233def27bab3eebf3e7a836b50656ffa592b
a2fdcd96-aa09-4053-ab22-65b3380f3d07,simple_equations,equation_transform,verified_match,17,17,linear equation by finite difference,e3e6ce9d25b00411cf302c6ede8578b787f004bc24a263c9cb2d826b96752fa1
7611dd3a-8390-4370-9921-d0a80433db47,polynomial_multiplication,equation_transform,unsupported,-677376*y**9 + 762048*y**8 - 131328*y**7 + 1423680*y**6 - 398196*y**5 + 126768*y**4 - 177046*y**3 - 277020*y**2 + 70756*y - 335160,,no local verifier for source,9d398e1f90a5f63716a85ba5656059b930bdfbf3a8c45f0bfbeca1ce29f35b45
1f982f2f-6a64-4dcc-9b03-8019aa91d294,count_bits,bit_manipulation,verified_match,15,15,binary popcount,383b1448aee4f89e194dc46448ac9c810bcff930f915a0ee9facb02573d88a29
00e89eaf-1e61-480f-a575-254bcaea982a,count_bits,bit_manipulation,verified_match,14,14,binary popcount,b0bdbf97c7f91a064afef7830ead8637bd0e728d81b92a1a6143a1ff4d9169fa
8c7c8a25-e844-46bd-a0ce-a9f4af941050,polynomial_multiplication,equation_transform,unsupported,-21204*x**2,,no local verifier for source,8b41dc71a52a7e8f0aa215b507550f4394e77a5ade9497de724cc3ef1d5c8971
2b892bee-b1c9-4ffb-9b95-5359b0b0e227,polynomial_multiplication,equation_transform,unsupported,395928*z**7 - 150860*z**6 - 235604*z**5 - 50000*z**4 - 1584*z**3,,no local verifier for source,8fb1566abe51f85e26f3c982fc871065c1bcf9d02a3dafa9cf49dffbf339cb0e
37643bb9-368d-44aa-8d30-9c56c8715474,polynomial_multiplication,equation_transform,unsupported,1470*x**3 + 4410*x**2,,no local verifier for source,0760a8e2162853af48f968e5220e314bc48b5c9eb7ca981ef574514a8fa0e438
7536fb63-ae5e-4568-b8b0-079b5be72d35,base_conversion,numeral_or_bit_support,verified_match,201001,201001,base conversion parser,a8af0e58231e42f12f34cdaef162b595b888718606105ce4b267a44e623034d5
f40df81d-e2f7-4bc1-a145-2576744872cf,polynomial_multiplication,equation_transform,unsupported,1932*x**6 - 175*x**5 - 980*x**4 - 2191*x**3 - 105*x**2,,no local verifier for source,e503f77f35e86800be6607c857763ac66ce43419ac806ce42f71f59562e5225b
6e2fd147-5935-42cf-9b67-5924bfe14fc4,count_bits,bit_manipulation,verified_match,12,12,binary popcount,f31426ba8db29b043f3baaee99d226e6f171a37714fb7e5e7e02af2ecdfab8d4
e38da69f-5d31-4f07-a6af-e17fbfef3399,simple_equations,equation_transform,verified_match,10,10,linear equation by finite difference,e963882a3599bf756c55256d3180ef7cfcb116d0bc1a743a8cd40117b72f4370
0887df97-9d05-4607-b7bc-7d055a979df8,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,bb099d729d1a73716a9d680cedc8764f38a2c9001efcccc0b6a54a5adc53972f
c9291c88-35fb-4b32-b18d-88f67dc26b9d,bitwise_arithmetic,bit_manipulation,verified_match,0x42cb2d4,0x42cb2d4,safe integer AST,31e3ba93f730cd26e420bb3ccc5c3a5059fd58cded3a3097abacbbc9574974b3
c2378604-319b-4ad5-89b1-21a44c987403,cryptarithm,equation_transform,verified_match,"B=9,C=4,E=0,F=2,G=5,J=8,L=7,X=6","B=9,C=4,E=0,F=2,G=5,J=8,L=7,X=6",provided mapping verifier,caaef991d2c3f3dc8ade23c5b348439ae1e7be165e0470180fbfbb2d4bbd3f6f
866a186d-d61a-4397-83dd-f7f66555fd4a,base_conversion,numeral_or_bit_support,verified_match,1b8,1b8,base conversion parser,0eed2609817d3b1d0a74e9cdbbff2b6d7c1a1c55c4e3f3d7fd1533d851889c7c
e333f746-c8d1-4a19-855f-ff1b19d57c0d,cryptarithm,equation_transform,verified_match,"B=6,F=8,H=9,R=3,S=1,W=5,Z=0","B=6,F=8,H=9,R=3,S=1,W=5,Z=0",provided mapping verifier,ae053fb92525d452193c381cd817e5a4b0fd8e41b6ab85a56118e5f8169d3ade
45bd83d6-81af-401e-8eb5-507d0cceb12c,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,e655f19b8a3131d55b0d74eb0460bb5dfa9c47d5fb48cabb6fe6838ffe61e9db
ef3ad714-ef39-4f6c-934c-b07b9514f786,simple_equations,equation_transform,verified_match,72,72,linear equation by finite difference,2e25cb5d1c7cda2d0ed459a00f3952ef30014fc5a471e3b8339f5720cd80a9e4
23bacba5-5bc7-40a2-bdec-d19e7f381c1d,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,32e97539270491cc2acd0c26c4d780d09e744becfad32588c8c72f580bb84ac4
05351a4b-f24f-45d9-8e3e-a77795e6133c,bitwise_arithmetic,bit_manipulation,verified_match,0x6d5c6b4590,0x6d5c6b4590,safe integer AST,301a60b6f6ee29296c18617f858bd06941c288f6562ea07c3172c3c43034367d
d4595467-cb88-4084-807e-f7bc20b03a56,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,9d171082ec217db37c21822f80fa7e56faeeba96dba2d53f23fcb78095e1d140
01d25ca4-700e-4ee0-bcd6-95a3ffbe6cfb,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,2102167fa977833c2df8b43dc91387bea1c6f55473a63ef47ffd028334537168
b0b36ad0-a36a-49c6-a1e2-a05598df636a,bitwise_arithmetic,bit_manipulation,verified_match,0x17949,0x17949,safe integer AST,5c53ff56c58fbd3439b4eec5b5ae218869bbffcc331d24c9429aa6ab2f60b82a
befd97b0-8d80-4b83-8a72-522d4a49c8d6,cryptarithm,equation_transform,verified_match,"B=7,E=4,I=9,M=3,O=6,P=1,U=5,V=8","B=7,E=4,I=9,M=3,O=6,P=1,U=5,V=8",provided mapping verifier,4117603f78f65bc6579278ed971870d78f21f8b6c572ccb84da7b2d19becf306
b8f16557-2768-46be-bb01-cf66767e3374,cryptarithm,equation_transform,verified_match,"A=8,D=9,G=3,K=2,N=7,O=1,T=0,W=4,Y=5","A=8,D=9,G=3,K=2,N=7,O=1,T=0,W=4,Y=5",provided mapping verifier,7ec1e45fd199b8c6a658d24fd42832cd21b38bc6aa8fa6ef21a78f53ca1ca627
6d2fd53d-a0c3-459a-90e6-33440eef7937,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,8a57576312203d0b817c584b5d6885b95cd545b01d780de3525a2dd66f57b1df
a94c04e7-8aff-4e6c-9780-4bc8f4187d3a,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,9c2ba262da477a1da644075445224a7ffb7d40002aef120687e1cf0ed09b7fa2
992b92be-1b18-4f7c-8626-fba17154703d,simple_equations,equation_transform,verified_match,43,43,linear equation by finite difference,91cd6e027fd4b14c21ff546656f29985ba3d77088bfdeb98f3d950752b3a5fa1
d9290c23-9c1f-49a8-9171-8ae63fb8b4d5,number_format,numeral_or_bit_support,verified_match,234911353.822,234911353.822,numeric candidate comparison,986db4151912116f0e627f74cf9c30e6e0fc3cfa0b6990dd477b625096961958
6e86e1ed-6154-4f13-a484-0ded154765f3,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,ea55013b780dbbc834b8904c5bc88881e5b2f1184f511db1eac522b6635031b2
02da6dc7-72a6-4c84-b54c-079c098c436e,number_format,numeral_or_bit_support,verified_match,347347681.193,347347681.193,numeric candidate comparison,492a9451e4fd75f7351df1f4b2ec7b7a28185dd665919bec1efb05fc6efece59
379eba72-2a89-43e8-b2bc-4905f9e1f2ff,bitwise_arithmetic,bit_manipulation,verified_match,0xfba4,0xfba4,safe integer AST,7bf89a7c869be485cce925f99e0cb5edd70092064a27bf3959fe2f00de331167
3abc7bec-c5fb-4c70-b55d-ab3faa8b419e,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,59fbef08541a44da2625921b45f5a1a15dd177c5a1a2c28a9a940dfffedc6f77
2d1f680d-b70f-495b-aabf-c16f1f9c4703,number_format,numeral_or_bit_support,verified_match,202043427.659,202043427.659,numeric candidate comparison,115d72c6146729082050bf5e8a2e003e0ee5c684fde520f86a23c358be038e6b
37f6eb3e-240d-4097-9d8a-f34c8d8ead39,polynomial_multiplication,equation_transform,unsupported,2464*z**5 + 2784*z**4 + 6942*z**3 + 2968*z**2 - 153*z - 630,,no local verifier for source,9d1871a94ef681023459de6e2214816e5d1cbf105ba349ec7fe7500e405f7b39
cbf6126e-ab19-4241-9a82-ece4e285e751,number_format,numeral_or_bit_support,verified_match,396886776.032,396886776.032000,numeric candidate comparison,62620502cda4e1f5a8294370d30fef0d7e649dbf5fa7160bf5119698af989f97
611dff8b-efae-403f-bb01-492c3a44f706,count_bits,bit_manipulation,verified_match,16,16,binary popcount,38b5fe1c82701c235189648c697221904c7172194e7166464fe3cfeb54fba3a6
7ffb5691-79f1-4c30-b839-dd78d0305be6,binary_alternation,bit_manipulation,verified_match,5,5,binary alternation swaps,19f57c4cf412ec20cd117444f5cb6bbaf0cc0326f1f896f0757068bb1a99d616
e88c1355-fcca-4c8f-9992-71ec73f113ec,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,355550f7d4a837190d7809d7d0d1a40dc75f78eaa9df94d2bac294cdcffad62c
9c64332c-fcde-40aa-b686-61b6df1e68d3,binary_alternation,bit_manipulation,verified_match,3,3,binary alternation swaps,65e211a93205c2853bf2a9d2414aed41089e1c38ececafa9952f14448a03007a
6b1d5d53-ba12-41d7-8e5b-6b3609aff773,number_format,numeral_or_bit_support,verified_match,695494226.084,695494226.084,numeric candidate comparison,bf4094795932df686cf882a043e315da39fdd8f929823b8d62bb3483841edd5a
49ac24f4-8486-46e1-a3c7-4d0f2b6227e6,simple_equations,equation_transform,verified_match,98,98,linear equation by finite difference,a525344a809ed61cf5ae1c10d70cc8be3eba236d9812156024d266594abeea0d
2a8beb5b-f5d9-41e1-860d-bb38d3ff8a9b,cryptarithm,equation_transform,verified_match,"D=6,G=8,I=5,Q=1,T=4,U=7,Y=0,Z=3","D=6,G=8,I=5,Q=1,T=4,U=7,Y=0,Z=3",provided mapping verifier,5ae2cede9e578aa2d683ca59faa40f5270b5a3e13efc21bc806aff29cd6459f7
1b7aaede-2932-4351-81cb-a01f81489a3c,count_bits,bit_manipulation,verified_match,19,19,binary popcount,8d1f0934a4a8a6801e61a764a531b3820d321b22eed515b655bc63f748ece767
5e4a0994-3ed4-4076-9cd0-f87bbfc31acc,base_conversion,numeral_or_bit_support,verified_match,46,46,base conversion parser,c197cee60d8f2bd752cc642f6d330e809fb5652ab58bb1d66b2ea37470dd21eb
e2f06f2e-e5df-474f-9ce1-772772258791,base_conversion,numeral_or_bit_support,verified_match,202222,202222,base conversion parser,a74f927c13b92790e9ef8b3c9c4f3f9041bc93720088ea9c1b667d3ed4c80df4
22e8415c-c972-48a9-bea8-b4d9760e5a4a,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,4b41dd95404d91b544efc62e3ebc03591326dced429ebad8872a8f2651b64312
aaa593cd-d440-478c-b394-174b597f8a2c,bitwise_arithmetic,bit_manipulation,verified_match,0x16afc,0x16afc,safe integer AST,3e8a526ed5e4a4af7a002bf4895ff1f42cd80c38ed6760cc7c7603abdc4070a0
5e04498c-175a-44b5-b34d-578879642f93,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,ae598ee7a4af928f0ca86d75d25c7041f254606cc12aace88849c048b1ac72f6
6d80ac81-55d3-4937-921d-c1b4333bb28b,bitwise_arithmetic,bit_manipulation,verified_match,0x3c50c,0x3c50c,safe integer AST,7b59f8176b120ed16dc8d4b2d968396a78b7f8ceaf37f2903efd3d598c41828f
36a67810-80af-47e9-99a8-df28869de565,base_conversion,numeral_or_bit_support,verified_match,2214,2214,base conversion parser,c18ad251907cb38bf2e671c4e7c83a82afbfb821053db4f5b663063ab995f0b5
ddd1f4cb-ac4c-46c2-a5e9-62373581da70,base_conversion,numeral_or_bit_support,error,10100001,,ValueError('base conversion pattern not found'),345d1d735872d1d174b9cb5bdb346b7e7c327ef333c8c45d29e84c2558d96bd4
919f4617-5637-4c63-9331-bd60ec457fb8,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,078a1a6c095b8e621d22ab37413e4078c54eab48e060c5c74011640fe70cfd0f
26ba941e-e003-4c16-a144-a09be2432750,simple_equations,equation_transform,verified_match,86,86,linear equation by finite difference,aaaaea51c8f1be737dec6131b34f82adf543d934b336f9d729acb9d3495a729f
48dca6e5-71f7-411e-8626-32eb5f440283,base_conversion,numeral_or_bit_support,verified_match,2311,2311,base conversion parser,7dfbd36952861be52ea91f5276f4bc358a7888ee4b0c2d66bd1ee3bebe185a7a
dd9a5b3d-b802-4536-b599-46c39b4531f5,bitwise_arithmetic,bit_manipulation,verified_match,0x73c80ac,0x73c80ac,safe integer AST,7157fa72a3e7e7e9a86cc22e29130bedfdb18fb98b3ad8c62ba4218f2ce7dfb7
dfa4478b-2031-4af8-811b-00e831146a18,bitwise_arithmetic,bit_manipulation,verified_match,0xa3fd76060,0xa3fd76060,safe integer AST,e4c16ddb2c146a6d5a7c928aaa680dc10bc2fdafc753ecf063663b4c05a18324
d3c41a31-931e-45b7-bd38-28db9daf8595,binary_alternation,bit_manipulation,verified_match,5,5,binary alternation swaps,5c4f7d9db29e84d91094a99ea81c05911acb4ac12ac261d2ecd65c05c76e4b28
2981cdcf-57a7-4030-a1f2-2350c6f92182,polynomial_multiplication,equation_transform,unsupported,-27144*x**8 + 13224*x**7 + 84825*x**6 - 135720*x**5 + 53447*x**4 - 47850*x**3 + 61886*x**2,,no local verifier for source,980b0dc9cc7a05b9ea291969c7596e03d203b7d62a9e02c0af33ea5ad4739675
6debbb21-b18e-490f-94b0-7a5ad0129fac,cryptarithm,equation_transform,verified_match,"A=7,B=4,N=1,P=3,V=0","A=7,B=4,N=1,P=3,V=0",provided mapping verifier,1b02dbcf390ace79e6be6bb6036227bd724606211adedde79b2fc4d578cf74fb
b0d8ce2e-484b-4176-ab74-0af215999745,number_format,numeral_or_bit_support,verified_match,405489165.446,405489165.446000,numeric candidate comparison,b15426bfc348db6ac88ee4541d6dbd260580ca7fad5ef529111c9eb47ed8a451
c4f87b25-64cf-46fa-8a84-79e1a8c5fee9,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,d10c597af39f24d7d3b0a5f6803d5ea7ad9ed8d19bbba1cdda000897e3454b5d
f253f23f-8e51-4301-91b5-92cfd7732798,circuit_logic,bit_manipulation,unsupported,0,,no local verifier for source,100bcab6dd8079457b69d191be901343130960f85f4ffa23011a74eede9725d8
c049c267-7729-4873-8e95-46034c7f7403,simple_equations,equation_transform,verified_match,25,25,linear equation by finite difference,afbc0bdb65530e87e300ed23bdbd824efc6e5bb27f9cf007409734be1d6d5cfd
a6088051-ffaf-471f-b6c8-ce52302ee66e,count_bits,bit_manipulation,verified_match,18,18,binary popcount,fd39e07e926d5221611e208fb3f14a99d859d609792fab39b73c7fdaaefcb122
0be268cc-0033-4514-aba3-d47512bb155b,base_conversion,numeral_or_bit_support,verified_match,27,27,base conversion parser,861d32bcf5103db5a75c0a01d4f5555d43f1c1dfd65ad6db8b1ba306e21b77ff
faf2bf8f-2a88-4cab-a943-0d462043da55,polynomial_multiplication,equation_transform,unsupported,368*z**5 - 512*z**4 + 4940*z**3 - 5760*z**2 + 9000*z,,no local verifier for source,292cf5a8c3aa10d57bee5a9c0caee69f725e843055a08e3e0e21ba6a065c2eeb
8ca2adba-28b2-42e4-938c-2d22647da4ce,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,e9caa31e1b093b3589174e8d3cb30d2e7662f9ac35186f4603cc3d842cbcc6ff
fa55ef0e-0d85-41b4-9aec-ba9aa2f6f11e,polynomial_multiplication,equation_transform,unsupported,-2052*z - 5016,,no local verifier for source,758e68a9cc0ad1be0d77fd63e1bea51c88d7681053f463e1f4d00e1fe8d9aaa6
cff0619b-5f33-46cb-92ee-db607359212d,cryptarithm,equation_transform,verified_match,"C=9,E=0,F=3,N=6,R=1,Y=5","C=9,E=0,F=3,N=6,R=1,Y=5",provided mapping verifier,cd34d20cb4a3132cc14b88a9d49fc749fc8dff1a3b10871bb2f032c4828fc4a5
c6116b46-a66e-4d22-9a97-efb89fb20ce7,number_format,numeral_or_bit_support,verified_match,711773372.449,711773372.449,numeric candidate comparison,836f09f18bce7f6561aec8fef893937106c8325ff22713efc75f8ddc39d6f59a
5938a8a8-5baa-42f1-b7e8-02b9e2130b3e,bitwise_arithmetic,bit_manipulation,verified_match,0x7056cc2f,0x7056cc2f,safe integer AST,7b4cf00b5df4d98472cc84ffca9cb783265fe3ff2cd7aac5a863f28a4fb98795
329e021a-cfd3-4557-91f2-988176c88545,simple_equations,equation_transform,verified_match,38,38,linear equation by finite difference,bad11746d737e078effaeac839461119057a993fa1a6f620e5ec6fd23f471317
20abbd73-81e0-474c-a3a7-b372db2f1770,number_format,numeral_or_bit_support,verified_match,669548729.289,669548729.289,numeric candidate comparison,2854b094eeec24806c8880549aa0bd4a96e1f495e7bc0859e796bf416a3605f3
92d861ee-b1cf-4332-8271-79aca73238c3,bitwise_arithmetic,bit_manipulation,verified_match,-0xbebd613c,-0xbebd613c,safe integer AST,0b77a27e5951dadd409e2ba7192d71fb28fbbbd99773f8094994fdc2bb7caa1c
4043ec4a-5d61-4840-b1d9-4af2c734406e,polynomial_multiplication,equation_transform,unsupported,7770*x**6 + 14615*x**4,,no local verifier for source,0686c01fff678b813e8f12d20bad5fd0139f1af265955bbeb4b45d62fe0e08a1
776f68af-e102-41d8-8082-2b7e21d4d6c5,number_format,numeral_or_bit_support,verified_match,948289924.021,948289924.021000,numeric candidate comparison,9e9779ed5c770e4c13f725c10c970fe27eb92af41f3d313345fd1f453534c22b
7affd638-8d5b-4dda-8e27-fd5d603e1a39,count_bits,bit_manipulation,verified_match,12,12,binary popcount,65595ef23f370b7d4463df2aa41543a86766a5b7a60fcd0d09874ecff515b4f9
5b5aad2f-c015-499d-80fe-c3b91819e5c3,binary_alternation,bit_manipulation,verified_match,4,4,binary alternation swaps,da4523fa397d6e1373ed6ecef158d61573a79b2a6d0c92092bccd9f011c579e4
90a570f9-48e6-4894-90f0-eaf6c786afda,count_bits,bit_manipulation,verified_match,15,15,binary popcount,050f9107f9e5488a9a8868dff50a9d206150082916e5cb226c17b0b1130b80b9
9d86bec2-ba6f-41bf-96d3-0cf37807ac5e,simple_equations,equation_transform,verified_match,84,84,linear equation by finite difference,742161ade190e256130a813a50a2af2bbad028fd45482761e9b719f500633f78
982b0005-4618-4288-969c-8fcbdbecd1fe,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,91859211034166d9d22e5a80a9e78d483bdf2744dc7e3c5c0cd5379dc23e86a1
b389f3e9-6583-4832-8aca-da778392eb2f,count_bits,bit_manipulation,verified_match,14,14,binary popcount,10bda2c8a20843f46f7df7a19d826b9be4350b53cbc2bb425b81bfd061a13758
d2d77d02-1239-475a-a612-2adc8b44a6c8,simple_equations,equation_transform,verified_match,47,47,linear equation by finite difference,eb9c4132b307ce828b142c8ba53ee889441f26f804f67ef05b00889749ef04f1
37a82f28-3e1c-4210-b20a-a0347b99c732,count_bits,bit_manipulation,verified_match,15,15,binary popcount,2efb24eaf65caf359c753b5a452cdf48ce235b475fb905cc7befbbc6d2228ac7
c1202aa8-88aa-4804-8981-e94dec409439,simple_equations,equation_transform,verified_match,47,47,linear equation by finite difference,da371b3a43b64516d2b8e06b20f3032976bf21961f36215839956b2a0fb1b1b5
d25eaef8-23ec-44f7-9420-cac80ca9da7b,bitwise_arithmetic,bit_manipulation,verified_match,0xe13b,0xe13b,safe integer AST,e186d3716f2bf128604d96d9f87819c242b7259e93ddb436bc2a5c6fad31a0ba
6cf51793-f2fa-4c8f-8048-df5396f951aa,number_format,numeral_or_bit_support,verified_match,767048645.728,767048645.728000,numeric candidate comparison,7208e5a12ee243694ddd89dd2a78cf0202ea1ea2d5e092e5a86fa51725cdd52b
52018312-e99e-4bf2-954f-6fe816196557,count_bits,bit_manipulation,verified_match,16,16,binary popcount,93a9ba9aa5dffd1f25cdb152cb8bdde33269da6d0bafa90d5cd6025baf98e0d1
111e0abf-0c23-4a41-b52b-b05357185c49,polynomial_multiplication,equation_transform,unsupported,2242*z**6 + 1090*z**4 + 1770*z**3 - 228*z**2 + 1140*z,,no local verifier for source,c376116b8b630e0347dc817e8b30ad0ee2120b1015a2e2a92d18120bbf65d651
33541b26-661c-4618-85bf-48ed28bbeeaa,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,561b383ca286fbba0997f0d6fef8b82793bd3812878842bb3057c4e6bdebde7e
a1147b30-87aa-45aa-a3c7-8598fffb5c92,binary_alternation,bit_manipulation,verified_match,-1,-1,binary alternation swaps,6ed52a4ac28b1bacca0744e25b93999d34f579a26e3bea5d177a084adbfb58f7
f399f536-56fb-42fb-8aa1-546beca76429,binary_alternation,bit_manipulation,verified_match,5,5,binary alternation swaps,0a0b1e2bacc7bf6fb4972b7e9a59a78d0e4e60df602fc4853b372e0508a3ca90
685bb3af-2c3f-48fc-baf0-4ead8821fd33,binary_alternation,bit_manipulation,verified_match,4,4,binary alternation swaps,295ff71883f93680e4b2f7d5a38e1bb97906d096648305c9ba548e7d7571ef89
2a03382c-520d-4e45-a2bb-b35883080c7f,polynomial_multiplication,equation_transform,unsupported,-1746*y**5 - 9254*y**4 - 6640*y**3,,no local verifier for source,be223f1e0ecc61130b3d9c07ec8a887c3ee782d3c440891daf07f9c4d7ef94c6
982fc1d0-2c86-415e-9758-c3618a7d0fb7,base_conversion,numeral_or_bit_support,verified_match,e7,e7,base conversion parser,6be969198c8f05b67b7133a1e21bf27d53155f32a499190e63886be0b7246b2b
2532b9ec-70ae-43ea-b599-abb0943b302a,simple_equations,equation_transform,verified_match,53,53,linear equation by finite difference,e76b09932b4dea09d208edca50c7975742c8c6af8563c97c1f0314b98cb73ee2
4f39eda7-9a97-4e64-b815-f8adb9a333d1,number_format,numeral_or_bit_support,verified_match,860515420.3310001,860515420.331000,numeric candidate comparison,964dece7b8c26050745f4772d815ce2b57f6a048b4075aa634824494701a807a
28df9907-6aca-4222-b838-b956bd627001,circuit_logic,bit_manipulation,unsupported,1,,no local verifier for source,9fa54b2988efc20dc38665209d5078ebc1e721be1f8d25f2a58a93d53a0be0f5
482131e3-7233-4d4e-9cc6-75b6ab448f30,binary_alternation,bit_manipulation,verified_match,5,5,binary alternation swaps,3b91c5db1f2b15e1f88bf355f00385d94208d5a676abfd497217e292cf224c38
aeb42836-3e86-4f9f-9f4b-650d8fd33016,bitwise_arithmetic,bit_manipulation,verified_match,0x23260,0x23260,safe integer AST,d3bb3a9474d0b0c7e4d8b1f84e72c6487e3f6b1980ed05b58d050c198f7a6db7
f1afae0d-b501-4be8-8ede-d13087952940,simple_equations,equation_transform,verified_match,37,37,linear equation by finite difference,646a9f88763891e3f7d31074ba88380bfe6ba6d16de633321fb6168753dd2055
0af69f1f-0344-4a33-a717-8c4b5c0d345d,number_format,numeral_or_bit_support,verified_match,161789518.098,161789518.098000,numeric candidate comparison,1592edb7d4baf1dc15a25486fece335392211f4b8f0cc3ff4c12cedf8e20bd0c
8eb39476-d746-4401-b81b-a8026928d7ec,number_format,numeral_or_bit_support,verified_match,40867539.313,40867539.313000,numeric candidate comparison,26dad805f8958b6fe4ea3ce1f9673cd02d8e2c7c93aa5f125db72e0dec65f999
d56e71b3-a3a7-4c8e-b0ff-ce5cdd9c3fd2,polynomial_multiplication,equation_transform,unsupported,-30*y**6 + 32*y**5 + 2370*y**4 - 6012*y**3 + 3616*y**2 + 7426*y - 10622,,no local verifier for source,fdcb8eb7091b705262fdf9c208eb2909d8d3a823f3aaed3aa6cdcba30618dfec
34f450e3-a115-47a0-9c91-fe8f9960e26c,base_conversion,numeral_or_bit_support,error,111000001,,ValueError('base conversion pattern not found'),92dc463c231fcbb960760e29cecc325333b41fd228258a15eb32548b5a6091e9
ea76f71f-5900-43b8-85a3-1f2c2b092f2e,number_format,numeral_or_bit_support,verified_match,371324135.484,371324135.484,numeric candidate comparison,44f7ea68bf9d526f0a937a6f386a1863fcee79d9335125ad053946a544dc866a
c777af8b-1e17-445f-ab5b-9567e363438c,simple_equations,equation_transform,verified_match,75,75,linear equation by finite difference,369873b4aa566b99d9c268ce40e3ccbe8bdddd0278bc22dd7fd2b1b47aac8ddc
b0563d04-4112-4678-883a-162b95ae1d6f,count_bits,bit_manipulation,verified_match,14,14,binary popcount,d16b9c20b0a1c8473b0847a8005322c1cc263bc5ddc8406601312340cbda43c1
