idx,id,msg,chars,kind,urls,preview
66,st_tmp_85yobryxgvx,msg-1778763568-ZVhoWzce9WqZnJVDmNus,465,search_results,https://huggingface.co/GaryNENE/nemotron-nano-8b-reasoning-lora https://huggingface.co/datasets/Naribow/nemotron-training-runtime https://huggingface.co/datasets/andy279/nemotron-reasoning-challenge https://huggingface.co/datasets/andy279/nemotron-reasoning-challenge-raw-traces https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge,msg-1778763568-ZVhoWzce9WqZnJVDmNus openrouter:web_search Nemotron reasoning challenge Kaggle tips solutions https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://huggingface.co/GaryNENE/nemotron-nano-8b-reasoning-lora https://huggingface.co/datasets/andy279/nemotron-reasoning-challenge-raw-traces https://huggingface.co/datasets/Naribow/nemotron-training-runtime https://huggingface.co/datasets/andy279/nemotron-reasoning-challenge
67,st_tmp_1ay4n6drjf9,msg-1778763568-ZVhoWzce9WqZnJVDmNus,578,search_results,https://bardai.ai/2025/12/15/inside-nvidia-nemotron-3-techniques-tools-and-data-that-make-it-efficient-and-accurate/ https://developer.nvidia.com/blog/winning-a-kaggle-competition-with-generative-ai-assisted-coding/ https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://www.linkedin.com/posts/ibrahimqasmi313_nvidia-just-launched-a-new-kaggle-competition-activity-7439958826356744192-8YB-,msg-1778763568-ZVhoWzce9WqZnJVDmNus openrouter:web_search NVIDIA Nemotron Kaggle competition how to win https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://www.linkedin.com/posts/ibrahimqasmi313_nvidia-just-launched-a-new-kaggle-competition-activity-7439958826356744192-8YB- https://developer.nvidia.com/blog/winning-a-kaggle-competition-with-generative-ai-assisted-coding/ https://bardai.ai/2025/12/15/inside-nv
68,st_tmp_9pnjjsg88xw,msg-1778763568-ZVhoWzce9WqZnJVDmNus,2181,repo_page,https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://www.kaggle.com/code/adriano313/nemotron-lora-train-v1 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge,"msg-1778763568-ZVhoWzce9WqZnJVDmNus https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron # Repository: Ayman-Sabek/NVIDIA_Kaggle_Nemotron NVIDIA Nemotron Model Reasoning Challenge Advance reasoning techniques using NVIDIA Nemotron open models on a novel benchmark - Stars: 1 - Forks: 0 - Watchers: 0 - Open issues: 0 - Primary language: Python - Languages: Python (57.5%), Jupyter Notebook (42.5%) - Topics: nemotron, nvidia, training - Default branch: main - Homepage: https://www.kaggle.com/code/a"
69,st_tmp_mkxa75jm9bs,msg-1778763568-ZVhoWzce9WqZnJVDmNus,5993,,https://apply.workable.com/huggingface/ https://arxiv.org/abs/2505.00949 https://arxiv.org/abs/2506.13284 https://developer.nvidia.com/open-model-license https://hf.co/datasets/jasonkung98/NVIDIA-Nemotron-Model-Reasoning-Challenge https://hf.co/datasets/nvidia/AceReason-1.1-SFT https://hf.co/datasets/nvidia/Nemotron-RL-ReasoningGym-v1 https://hf.co/nvidia/Llama-3.1-Nemotron-Nano-8B-v1 https://huggingface.co/ https://huggingface.co/GaryNENE/nemotron-nano-8b-reasoning-lora https://huggingface.co/GaryNENE/nemotron-nano-8b-reasoning-lora/discussions https://huggingface.co/GaryNENE/nemotron-nano-8b-reasoning-lora/tree/main https://huggingface.co/datasets https://huggingface.co/docs https://huggingface.co/docs/hub/model-cards#model-card-metadata https://huggingface.co/docs/hub/models-download-stats https://huggingface.co/docs/inference-providers https://huggingface.co/docs/peft/package_reference/lora https://huggingface.co/docs/trl/sft_trainer https://huggingface.co/enterprise,"msg-1778763568-ZVhoWzce9WqZnJVDmNus https://huggingface.co/GaryNENE/nemotron-nano-8b-reasoning-lora GaryNENE/nemotron-nano-8b-reasoning-lora · Hugging Face YAML Metadata Warning:empty or missing yaml metadata in repo card Check out the documentation for more information. # Nemotron-Nano-8B Reasoning LoRA LoRA fine-tuned adapter for the NVIDIA Nemotron Model Reasoning Challenge on Kaggle. ## 🏗️ Architecture - Base Model: nvidia/Llama-3.1-Nemotron-Nano-8B-v1(8B params, Llama 3.1 architecture) - Fi"
70,st_tmp_lw63u97xezg,msg-1778763568-ZVhoWzce9WqZnJVDmNus,427,search_results,https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://github.com/tonghuikang/nemotron https://huggingface.co/GaryNENE/nemotron-nano-8b-reasoning-lora https://huggingface.co/datasets/Naribow/nemotron-training-runtime https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge,msg-1778763568-ZVhoWzce9WqZnJVDmNus openrouter:web_search Kaggle Nemotron reasoning challenge notebooks public solutions 2026 https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://github.com/tonghuikang/nemotron https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://huggingface.co/datasets/Naribow/nemotron-training-runtime https://huggingface.co/GaryNENE/nemotron-nano-8b-reasoning-lora
71,st_tmp_kh6pgs6kzqs,msg-1778763568-ZVhoWzce9WqZnJVDmNus,563,search_results,https://acecloud.ai/blog/nemotron-3-nano-multi-gpu-fine-tuning/ https://docs.nvidia.com/nemotron/latest/use-case-examples/sql-lora-finetuning-and-deployment/README.html https://docs.nvidia.com/nemotron/nightly/nemotron/nano3/README.html https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://www.kaggle.com/models/metric/nemotron-3-nano-30b-a3b-bf16/transformers/nemo-evaluator-launcher-configs/local_nvidia_nemotron_3_nano_30b_a3b.yaml,msg-1778763568-ZVhoWzce9WqZnJVDmNus openrouter:web_search Nemotron Nano 30B LoRA training Kaggle competition techniques https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://docs.nvidia.com/nemotron/latest/use-case-examples/sql-lora-finetuning-and-deployment/README.html https://acecloud.ai/blog/nemotron-3-nano-multi-gpu-fine-tuning/ https://docs.nvidia.com/nemotron/nightly/nemotron/nano3/README.html https://www.kaggle.com/models/metric/nemotron-3-nano-30b-a3b-bf16/transformers/nemo-evalu
72,st_tmp_8ijfsecg7dn,msg-1778763568-ZVhoWzce9WqZnJVDmNus,2312,repo_page,http://localhost:33304/ https://github.com/tonghuikang/claude-code-template https://github.com/tonghuikang/nemotron https://nemotron.huikang.dev https://nemotron.huikang.dev/corpus.html https://nemotron.huikang.dev/metrics.html https://nemotron.huikang.dev/synthetic.html https://nemotron.huikang.dev/training.html https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/689915,"msg-1778763568-ZVhoWzce9WqZnJVDmNus https://github.com/tonghuikang/nemotron # Repository: tonghuikang/nemotron (from template [tonghuikang/claude-code-template](https://github.com/tonghuikang/claude-code-template)) Progress Prize winning submission for NVIDIA Nemotron Model Reasoning Challenge - Stars: 42 - Forks: 21 - Watchers: 0 - Open issues: 0 - Primary language: Python - Languages: Python (70.3%), HTML (29.3%), Shell (0.4%) - Default branch: master - Homepage: https://nemotron.huikang.dev -"
73,st_tmp_q2w61x8eupd,msg-1778763568-ZVhoWzce9WqZnJVDmNus,594,search_results,https://www.kaggle.com/code/hosseinbadrnezhad/nvidia-nemotron-model-reasoning-challenge/comments https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682197 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685462 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/687798,"msg-1778763568-ZVhoWzce9WqZnJVDmNus openrouter:web_search site:kaggle.com ""nemotron"" reasoning challenge discussion techniques 2026 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/687798 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685462 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/682197 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge ht"
74,st_tmp_kye1vjfa5fk,msg-1778763568-ZVhoWzce9WqZnJVDmNus,503,search_results,https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://github.com/vllm-project/vllm/pull/30802 https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 https://huggingface.co/unsloth/Nemotron-3-Nano-30B-A3B-FP8 https://www.kaggle.com/models/metric/nemotron-3-nano-30b-a3b-bf16/transformers/nemo-evaluator-launcher-configs/local_nvidia_nemotron_3_nano_30b_a3b.yaml,"msg-1778763568-ZVhoWzce9WqZnJVDmNus openrouter:web_search ""Nemotron-3-Nano-30B"" LoRA adapter training Kaggle best score 0.87 https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://www.kaggle.com/models/metric/nemotron-3-nano-30b-a3b-bf16/transformers/nemo-evaluator-launcher-configs/local_nvidia_nemotron_3_nano_30b_a3b.yaml https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-FP8 https://github.com/vllm-project/vllm/pull/30802 https://huggingface.co/unsloth/Nemotron-3-Nano-30B-A3B-"
75,st_tmp_2146f7pryos,msg-1778763568-ZVhoWzce9WqZnJVDmNus,509,search_results,https://huggingface.co/datasets/andy279/nemotron-reasoning-challenge https://huggingface.co/datasets/andy279/nemotron-reasoning-challenge-raw-traces https://huggingface.co/datasets/nvidia/Nemotron-SFT-Math-v3 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/688461 https://www.kaggle.com/datasets/kevpan096/nemotron-reasoning-competition,msg-1778763568-ZVhoWzce9WqZnJVDmNus openrouter:web_search nemotron reasoning challenge synthetic data generation solver brute force https://huggingface.co/datasets/andy279/nemotron-reasoning-challenge https://huggingface.co/datasets/andy279/nemotron-reasoning-challenge-raw-traces https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/688461 https://www.kaggle.com/datasets/kevpan096/nemotron-reasoning-competition https://huggingface.co/datasets/nvidia/Nemotron-SF
76,st_tmp_q516y2i0v3,msg-1778763568-ZVhoWzce9WqZnJVDmNus,35,,,msg-1778763568-ZVhoWzce9WqZnJVDmNus
77,st_tmp_5i7426b8wkv,msg-1778763568-ZVhoWzce9WqZnJVDmNus,35,,,msg-1778763568-ZVhoWzce9WqZnJVDmNus
78,st_tmp_6wirpaq05v,msg-1778763568-ZVhoWzce9WqZnJVDmNus,57,search_results,,msg-1778763568-ZVhoWzce9WqZnJVDmNus openrouter:web_search
79,st_tmp_csjva7afcsp,msg-1778763568-ZVhoWzce9WqZnJVDmNus,57,search_results,,msg-1778763568-ZVhoWzce9WqZnJVDmNus openrouter:web_search
80,st_tmp_prdktlx9fqt,msg-1778763568-cu5PNxLqsBeotvfpno0a,467,search_results,https://huggingface.co/nnmrc/datasets https://www.kaggle.com/c/nvidia-nemotron-model-reasoning-challenge/submit https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685462 https://www.kaggle.com/datasets/nctuan/nvidia-nemotron-reasoning-challenge,msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search NVIDIA Nemotron Model Reasoning Challenge Kaggle https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://www.kaggle.com/c/nvidia-nemotron-model-reasoning-challenge/submit https://huggingface.co/nnmrc/datasets https://www.kaggle.com/datasets/nctuan/nvidia-nemotron-reasoning-challenge https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/685462
81,st_tmp_2zpq2xnopye,msg-1778763568-cu5PNxLqsBeotvfpno0a,418,search_results,https://huggingface.co/datasets/Naribow/nemotron-training-runtime https://huggingface.co/datasets/jasonkung98/NVIDIA-Nemotron-Model-Reasoning-Challenge https://huggingface.co/datasets/nnmrc/data https://huggingface.co/nnmrc https://huggingface.co/nnmrc/datasets,msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search site:huggingface.co nnmrc NVIDIA Nemotron Model Reasoning Challenge dataset leaderboard discussion https://huggingface.co/datasets/nnmrc/data https://huggingface.co/nnmrc https://huggingface.co/datasets/jasonkung98/NVIDIA-Nemotron-Model-Reasoning-Challenge https://huggingface.co/nnmrc/datasets https://huggingface.co/datasets/Naribow/nemotron-training-runtime
82,st_tmp_9g3plz8470c,msg-1778763568-cu5PNxLqsBeotvfpno0a,458,search_results,https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://github.com/Jerry2003826/nivida https://github.com/tonghuikang/nemotron https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion,"msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search ""NVIDIA Nemotron Model Reasoning Challenge"" discussion OR solution OR baseline OR notebook OR GitHub https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion https://github.com/tonghuikang/nemotron https://github.com/Jerry2003826/nivida https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge"
83,st_tmp_gw0mi1965bc,msg-1778763568-cu5PNxLqsBeotvfpno0a,433,search_results,https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://github.com/Jerry2003826/nivida https://github.com/NVIDIA-AI-Blueprints/rag/blob/main/docs/enable-nemotron-thinking.md https://github.com/NVIDIA-NeMo/Gym/blob/main/resources_servers/reasoning_gym/README.md https://github.com/NVIDIA-NeMo/Nemotron,"msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search site:github.com ""NVIDIA Nemotron Model Reasoning Challenge"" OR nnmrc https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://github.com/Jerry2003826/nivida https://github.com/NVIDIA-NeMo/Nemotron https://github.com/NVIDIA-AI-Blueprints/rag/blob/main/docs/enable-nemotron-thinking.md https://github.com/NVIDIA-NeMo/Gym/blob/main/resources_servers/reasoning_gym/README.md"
84,st_tmp_g3fxjf6uuqk,msg-1778763568-cu5PNxLqsBeotvfpno0a,594,search_results,https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/684434 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/689915 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694710,msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search site:kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge discussion https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694710 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/689915 h
85,st_tmp_2a83kzfeqs7,msg-1778763568-cu5PNxLqsBeotvfpno0a,323,search_results,https://arxiv.org/html/2504.13941v3 https://arxiv.org/html/2505.00949v2 https://arxiv.org/html/2505.16400v3 https://arxiv.org/html/2512.15489 https://arxiv.org/pdf/2406.11704,msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search site:arxiv.org Nemotron reasoning challenge verifier reward model process reward math code https://arxiv.org/html/2505.16400v3 https://arxiv.org/pdf/2406.11704 https://arxiv.org/html/2504.13941v3 https://arxiv.org/html/2512.15489 https://arxiv.org/html/2505.00949v2
86,st_tmp_ype0sqyzlp,msg-1778763568-cu5PNxLqsBeotvfpno0a,478,search_results,https://docs.nvidia.com/nemo/gym/latest/about/concepts/task-verification.html https://docs.nvidia.com/nemotron/0.1.0/nemotron/super3/rl/index.html https://docs.nvidia.com/nemotron/0.1.0/nemotron/super3/rl/rlhf.html https://docs.nvidia.com/nemotron/nightly/nemotron/super3/rl/index.html https://docs.nvidia.com/nemotron/nightly/train/nano3/rl.html,msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search site:docs.nvidia.com Nemotron reasoning model reward model verifier model https://docs.nvidia.com/nemotron/nightly/nemotron/super3/rl/index.html https://docs.nvidia.com/nemotron/nightly/train/nano3/rl.html https://docs.nvidia.com/nemo/gym/latest/about/concepts/task-verification.html https://docs.nvidia.com/nemotron/0.1.0/nemotron/super3/rl/index.html https://docs.nvidia.com/nemotron/0.1.0/nemotron/super3/rl/rlhf.html
87,st_tmp_7i5w2jb9lhh,msg-1778763568-cu5PNxLqsBeotvfpno0a,640,search_results,https://developer.nvidia.com/blog/advancing-agentic-ai-with-nvidia-nemotron-open-reasoning-models/ https://developer.nvidia.com/blog/introducing-nemotron-3-super-an-open-hybrid-mamba-transformer-moe-for-agentic-reasoning/?nvid=nv-int-bnr-167561 https://developer.nvidia.com/blog/nvidia-llama-nemotron-ultra-open-model-delivers-groundbreaking-reasoning-accuracy/ https://developer.nvidia.com/ja-jp/blog/inside-nvidia-nemotron-3-techniques-tools-and-data-that-make-it-efficient-and-accurate/ https://developer.nvidia.com/nemotron,msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search site:developer.nvidia.com Nemotron reasoning challenge https://developer.nvidia.com/ja-jp/blog/inside-nvidia-nemotron-3-techniques-tools-and-data-that-make-it-efficient-and-accurate/ https://developer.nvidia.com/blog/introducing-nemotron-3-super-an-open-hybrid-mamba-transformer-moe-for-agentic-reasoning/?nvid=nv-int-bnr-167561 https://developer.nvidia.com/nemotron https://developer.nvidia.com/blog/advancing-agentic-ai-with-nvidia-nemotron
88,st_tmp_lgu1p5z24fl,msg-1778763568-cu5PNxLqsBeotvfpno0a,754,search_results,https://forums.developer.nvidia.com/t/advancing-agentic-ai-with-nvidia-nemotron-open-reasoning-models/335842 https://forums.developer.nvidia.com/t/building-nvidia-nemotron-3-agents-for-reasoning-multimodal-rag-voice-and-safety/364632 https://forums.developer.nvidia.com/t/how-to-enhance-rag-pipelines-with-reasoning-using-nvidia-llama-nemotron-models/341221 https://forums.developer.nvidia.com/t/introducing-nemotron-3-super-an-open-hybrid-mamba-transformer-moe-for-agentic-reasoning/363168 https://forums.developer.nvidia.com/t/new-nemotron-nano-2-open-reasoning-model-tops-leaderboard-and-delivers-6x-higher-throughput/342594,msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search site:forums.developer.nvidia.com Nemotron reasoning challenge Kaggle https://forums.developer.nvidia.com/t/new-nemotron-nano-2-open-reasoning-model-tops-leaderboard-and-delivers-6x-higher-throughput/342594 https://forums.developer.nvidia.com/t/introducing-nemotron-3-super-an-open-hybrid-mamba-transformer-moe-for-agentic-reasoning/363168 https://forums.developer.nvidia.com/t/building-nvidia-nemotron-3-agents-for-reasoning-multimodal-rag-vo
89,st_tmp_5j6wca401lx,msg-1778763568-cu5PNxLqsBeotvfpno0a,357,search_results,https://www.youtube.com/watch?v=7Z34v9_yiBo https://www.youtube.com/watch?v=HFqs3QLl50o https://www.youtube.com/watch?v=Mw9hZK7Pmf4 https://www.youtube.com/watch?v=u4ZA7XH7rN8 https://www.youtube.com/watch?v=xzj5ULR0TdI,"msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search site:youtube.com ""NVIDIA Nemotron Model Reasoning Challenge"" OR Nemotron Kaggle https://www.youtube.com/watch?v=HFqs3QLl50o https://www.youtube.com/watch?v=7Z34v9_yiBo https://www.youtube.com/watch?v=xzj5ULR0TdI https://www.youtube.com/watch?v=Mw9hZK7Pmf4 https://www.youtube.com/watch?v=u4ZA7XH7rN8"
90,st_tmp_wku7gort4fg,msg-1778763568-cu5PNxLqsBeotvfpno0a,452,search_results,https://developer.nvidia.com/blog/advancing-agentic-ai-with-nvidia-nemotron-open-reasoning-models/ https://luma.com/5ugsphtp https://nvidia.com/en-gb/ai-data-science/foundation-models/nemotron https://research.nvidia.com/labs/nemotron/projects/ https://www.nvidia.com/en-us/ai-data-science/foundation-models/nemotron.md,"msg-1778763568-cu5PNxLqsBeotvfpno0a openrouter:web_search site:x.com OR site:twitter.com ""NVIDIA Nemotron Model Reasoning Challenge"" https://luma.com/5ugsphtp https://developer.nvidia.com/blog/advancing-agentic-ai-with-nvidia-nemotron-open-reasoning-models/ https://research.nvidia.com/labs/nemotron/projects/ https://nvidia.com/en-gb/ai-data-science/foundation-models/nemotron https://www.nvidia.com/en-us/ai-data-science/foundation-models/nemotron.md"
91,st_tmp_j6zdg2lfbts,msg-1778763568-cu5PNxLqsBeotvfpno0a,6772,kaggle_page,https://www.kaggle.com/ https://www.kaggle.com/account/login?phase=startRegisterTab&amp;returnUrl=%2Fcompetitions%2Fnvidia-nemotron-model-reasoning-challenge%2Fdiscussion%3Fsort%3Dundefined https://www.kaggle.com/account/login?phase=startSignInTab&amp;returnUrl=%2Fcompetitions%2Fnvidia-nemotron-model-reasoning-challenge%2Fdiscussion%3Fsort%3Dundefined https://www.kaggle.com/anjanamohan13 https://www.kaggle.com/ashleyoldacre https://www.kaggle.com/benchmarks https://www.kaggle.com/competitions https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/code https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/data https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/681714#3446227 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/681745#3453107 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/687798#3454461 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694556#3455311 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694710#3453163 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/694975#3457268 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/696059#3456857 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/696734#3456861 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/696854#3457571 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/696993#3455316,"msg-1778763568-cu5PNxLqsBeotvfpno0a https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion NVIDIA Nemotron Model Reasoning Challenge | Kaggle Kaggle uses cookies from Google to deliver and enhance the quality of its services and to analyze traffic. OK, Got it. NVIDIA · Featured Prediction Competition · a month to go Join Competition more_horiz # NVIDIA Nemotron Model Reasoning Challenge Advance reasoning techniques using NVIDIA Nemotron open models on a novel be"
92,st_tmp_8x4zsmkgzrt,msg-1778763568-cu5PNxLqsBeotvfpno0a,2312,repo_page,http://localhost:33304/ https://github.com/tonghuikang/claude-code-template https://github.com/tonghuikang/nemotron https://nemotron.huikang.dev https://nemotron.huikang.dev/corpus.html https://nemotron.huikang.dev/metrics.html https://nemotron.huikang.dev/synthetic.html https://nemotron.huikang.dev/training.html https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge/discussion/689915,"msg-1778763568-cu5PNxLqsBeotvfpno0a https://github.com/tonghuikang/nemotron # Repository: tonghuikang/nemotron (from template [tonghuikang/claude-code-template](https://github.com/tonghuikang/claude-code-template)) Progress Prize winning submission for NVIDIA Nemotron Model Reasoning Challenge - Stars: 42 - Forks: 21 - Watchers: 0 - Open issues: 0 - Primary language: Python - Languages: Python (70.3%), HTML (29.3%), Shell (0.4%) - Default branch: master - Homepage: https://nemotron.huikang.dev -"
93,st_tmp_j7ig4nqloba,msg-1778763568-cu5PNxLqsBeotvfpno0a,12258,repo_page,https://github.com/Jerry2003826/nivida,"msg-1778763568-cu5PNxLqsBeotvfpno0a https://github.com/Jerry2003826/nivida # Repository: Jerry2003826/nivida NVIDIA Nemotron Reasoning Challenge 三阶段 LoRA 微调流水线：Stage1 格式对齐 → Stage2 教师蒸馏 → Stage3 定向修复；hard-triad 合成 + rule_novelty 防泄漏切分 + harness-aligned chat_thinking prompt - Stars: 1 - Forks: 1 - Watchers: 0 - Open issues: 0 - Primary language: Python - Languages: Python (88.6%), Shell (7.1%), Jupyter Notebook (3.3%), HTML (0.8%), Makefile - Topics: llm-finetuning, lora, nemotron, nvidia, peft, "
94,st_tmp_63mo3z656hc,msg-1778763568-cu5PNxLqsBeotvfpno0a,2181,repo_page,https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron https://www.kaggle.com/code/adriano313/nemotron-lora-train-v1 https://www.kaggle.com/competitions/nvidia-nemotron-model-reasoning-challenge,"msg-1778763568-cu5PNxLqsBeotvfpno0a https://github.com/Ayman-Sabek/NVIDIA_Kaggle_Nemotron # Repository: Ayman-Sabek/NVIDIA_Kaggle_Nemotron NVIDIA Nemotron Model Reasoning Challenge Advance reasoning techniques using NVIDIA Nemotron open models on a novel benchmark - Stars: 1 - Forks: 0 - Watchers: 0 - Open issues: 0 - Primary language: Python - Languages: Python (57.5%), Jupyter Notebook (42.5%) - Topics: nemotron, nvidia, training - Default branch: main - Homepage: https://www.kaggle.com/code/a"
95,st_tmp_673a6sf4v2k,msg-1778763568-cu5PNxLqsBeotvfpno0a,30617,hf_dataset_page,https://apply.workable.com/huggingface/ https://huggingface.co/ https://huggingface.co/datasets https://huggingface.co/datasets/nnmrc/data https://huggingface.co/datasets/nnmrc/data/discussions https://huggingface.co/datasets/nnmrc/data/tree/main https://huggingface.co/datasets/nnmrc/data/tree/refs%2Fconvert%2Fparquet/default https://huggingface.co/datasets/nnmrc/data/tree/refs/convert/parquet/default https://huggingface.co/datasets/nnmrc/data/viewer/default/encryption_v1 https://huggingface.co/datasets/nnmrc/data/viewer/default/encryption_v1?p=0 https://huggingface.co/datasets/nnmrc/data/viewer/default/encryption_v1?p=1 https://huggingface.co/datasets/nnmrc/data/viewer/default/encryption_v1?p=15 https://huggingface.co/datasets/nnmrc/data/viewer/default/encryption_v1?p=2 https://huggingface.co/datasets/nnmrc/data?duplicate=true https://huggingface.co/docs https://huggingface.co/enterprise https://huggingface.co/front/assets/huggingface_logo-noborder.svg https://huggingface.co/huggingface https://huggingface.co/join https://huggingface.co/login,"msg-1778763568-cu5PNxLqsBeotvfpno0a https://huggingface.co/datasets/nnmrc/data nnmrc/data · Datasets at Hugging Face README.md exists but content is empty. Downloads last month - Number of rows: 6,343 Total file size: 9.85 MB nnmrc/data · Datasets at Hugging Face [![Hugging Face's logo](https://huggingface.co/front/assets/huggingface_logo-noborder.svg) Hugging Face](https://huggingface.co/) # [ Datasets:](https://huggingface.co/datasets) [ ![](https://www.gravatar.com/avatar/2831c9732efbbc3ad3c7"
