id,original_id,split,solver_category,query,answer,prompt_sha256
v381_synth_6cc5dafb_08,6cc5dafb,val,arithmetic,'!%],"""#",ab9c814d5f6f324032fcc62697cd081a01e98f2341dcd503c4cc964aa99e80b6
v381_synth_6cc5dafb_09,6cc5dafb,train,arithmetic,%\),%,038963da58736475a1e5f5cdfa9ecb770bdcf916dc13d01aa33810b37e7ca550
v381_synth_6cc5dafb_10,6cc5dafb,train,arithmetic,%-^,^,1fe75ac44a985522e8bb9ce9a3bb3d4aec2f3f1dc6664b9ab3324f0213fb38fa
v381_synth_6cc5dafb_11,6cc5dafb,train,arithmetic,>^-),""")",dd0375455ed6bef592444b58f65b0456f9ef41fbe7f2484eb7d6f8b226575a36
v381_synth_6e56b39a_00,6e56b39a,val,arithmetic,]-&,-%,e7c95b07ea1273cefd15c5a7b758954e1b630efee0f7f1052f06083533d5fd4c
v381_synth_6e56b39a_01,6e56b39a,train,arithmetic,#-#,^,e70a1ef1e7758a626fa07cd88acaa9a6e4ca439a6fe064759dcd36ae7afd2e3f
v381_synth_6e56b39a_02,6e56b39a,train,arithmetic,!-#,->,5582a7155ba8c4680c0a7244dac59ed52735f933c4b3a1300434b935d39a0cb4
v381_synth_6e56b39a_03,6e56b39a,train,arithmetic,!-!,^,e46a8977f62d24e48cb61e5952fc36025dd621201aeb312a24ea58a64f536c53
v381_synth_6e56b39a_04,6e56b39a,val,arithmetic,/-!#,-!%,e0cd5fe9e06a4242046837503825a8f0e4e5eb3d4f9019675063676795cb7183
v381_synth_6e56b39a_05,6e56b39a,train,arithmetic,>-),-%,262b9c673c3fe0c72a4cf5aebed7fe020b518051d78e605ec24a285a5cea9d54
v381_synth_6e56b39a_06,6e56b39a,train,arithmetic,^-%[,-%[,17c7c09d73b3603be2698b7b08007b11e160fc8f12698f83c21c3eb5d3938d4c
v381_synth_6e56b39a_07,6e56b39a,train,arithmetic,/-^,-/,1e11fd5f81c485845cf44a68e894115bfe12dd9f1e172089aecf9ec05104899c
v381_synth_6e56b39a_08,6e56b39a,train,arithmetic,%^-),-[],9ab99720d7780f6693104e6ee4f8083eeaf7cf3c49c872bd667db71bfc1a2458
v381_synth_6e56b39a_09,6e56b39a,val,arithmetic,>-[,-/,673ae4b6c919989d622502e0fa34f37ca0b3d307cdbd18d66f4ae5c0771b3003
v381_synth_6e56b39a_10,6e56b39a,val,arithmetic,&-^,-&,82ce86d6b613a2b63898bc0cd3a3b8a75b4f2497d867ef0ed4e67512b4ab4278
v381_synth_6e56b39a_11,6e56b39a,train,arithmetic,)-/!,-//,e18991b1a85739ee1d1492200ada2e7994d179e3cf84fa067a06d550932a21db
v381_synth_7a422e17_00,7a422e17,train,little_endian,%!@`&,#%{&,0f7c378cd9fc503dc8e21aaedfcbe7af225112bfafcf70955e840e6cbf68e673
v381_synth_7a422e17_01,7a422e17,train,little_endian,`+!,"""""",0e999905b9b762cb84e8f6349f5423e7cb2d3b8dd2fbeb761344191d65eb16f2
v381_synth_7a422e17_02,7a422e17,train,little_endian,"{+""!",#',54c1931dad0a14818f621dabeb236d9b2ac5e841514d21e30bf790083d853fe7
v381_synth_7a422e17_03,7a422e17,train,little_endian,{-&,{,1e0dd85dbbfda0764adda3a0ec716f0cac87f9353f1902c3d771c56f9d0ad686
v381_synth_7a422e17_04,7a422e17,train,little_endian,%-#,`,965027da0af6c9a520627957f134c225f50f8fd6866cdb024df87e2a8ec1a203
v381_synth_7a422e17_05,7a422e17,train,little_endian,{@'%,``{,cba4cda1fba0b88875e83eaa334e7bfaa7c424b931838cc67097007a8a9de5ce
v381_synth_7a422e17_06,7a422e17,train,little_endian,}:-&,}:,9a1e42b00543b55ea6b24e54c87b262d23297a7f8865e2039cadc76eaf37baa4
v381_synth_7a422e17_07,7a422e17,train,little_endian,%@`,#`,43f9bb9b149fdd19207a5cb27e5e2375b294e8415a8874a8f0414e72884536e4
v381_synth_7a422e17_08,7a422e17,train,little_endian,:+},"""#",07052707fa54f5d80f5dacc8fd7880fb267085cb781aa4533b652ab283ed4bc6
v381_synth_7a422e17_09,7a422e17,val,little_endian,"!-""",%,a9411c22b5d8fe58a55eafeb992c1c4bbfe290a5176e24b18c92b8512ca20df5
v381_synth_7a422e17_10,7a422e17,train,little_endian,{@`,:#,6a1c59f72229be48e22c1f7d8d9e4cfc48cd3f68d45af93aafd3173c7fe57af9
v381_synth_7a422e17_11,7a422e17,train,little_endian,#{+#,:&,98b7e2da9d622038408108aa2200328e78323fede7f1117573896cb4e45ca9a0
v381_synth_8193e7e0_00,8193e7e0,train,mixed_concat,`-?,&,b79432eec113f4387a4dd1fb853fb65f363dfa8f63f13a8f851b552d73d1d96f
v381_synth_8193e7e0_01,8193e7e0,val,mixed_concat,?+!&,?&,cc67c8387a98d887547f52b6360b6fd15439c9f2fa2105c141131a73dd4faf98
v381_synth_8193e7e0_02,8193e7e0,train,mixed_concat,&!*##,??!!,98bcd7d43b42ce58e1daa8a7dc340b71ddc210a3369907ad055f3e9db5c7ef1d
v381_synth_8193e7e0_03,8193e7e0,train,mixed_concat,`+',`',d422196712d3ca34e49a9fbe937ae13862922fa55f2c19991f00832845d6d1c5
v381_synth_8193e7e0_04,8193e7e0,train,mixed_concat,#&+``,#&``,8fea2032a658e5c97078beca0e415579c5df0c869e8f97f95112fc5d92e5855c
v381_synth_8193e7e0_05,8193e7e0,train,mixed_concat,]*{,#?,cd0bb41fbe43c0c39c1ed8250ca77b2ae4b541d4fa9460994310effab94d0d50
v381_synth_8193e7e0_06,8193e7e0,train,mixed_concat,{#+&,{#&,de51670924b0ec0e45f518810820ff0c9d80b31b225bc982b8bd63075057447b
v381_synth_8193e7e0_07,8193e7e0,train,mixed_concat,?-?#,??,0867acf3e9c6ec96b071fbcba4ec744f1ef22574aa04bc32991f070ce208bbc9
v381_synth_8193e7e0_08,8193e7e0,train,mixed_concat,!+#/,#/,324c9aa672cf5df50b17886ac82ea3a810642219ba4a7f9d7cb61374c4c4b151
v381_synth_8193e7e0_09,8193e7e0,train,mixed_concat,]-],!,99eca6e5f22ca795fc88a7e4fba518d33d518e879cbe0623c5fe6e26df6c4f90
v381_synth_8193e7e0_10,8193e7e0,train,mixed_concat,]*]{,???,f443db7e3350cce7cc2b2600ca53918d85d3922c33c93b0d3161ddb5f3dd2b03
v381_synth_8193e7e0_11,8193e7e0,train,mixed_concat,{-]],#`,703005cf1a5b6ab0585bedd5b0a65f4d758d800b24fe019c6ed8236a18e4c403
v381_synth_82109e34_00,82109e34,train,arithmetic,\-\,>,cfef78e99c4a7efd2f370ddc02feaad0ad3b3349cdb4698b11ed15ffaf102111
v381_synth_82109e34_01,82109e34,val,arithmetic,#-',/,c6327a0ff2f0e32a148bbce59a1cba563eb414d47d2f481dd494c4c971d93576
v381_synth_82109e34_02,82109e34,train,arithmetic,'+:,@#,71a0277b21290851ff7851b396de46c155e6faf87fe28ab69dbd7637baa5fa21
v381_synth_82109e34_03,82109e34,train,arithmetic,#$-^,-@/,a3c05909b78cb39dab4d5d51f6ebed83ac6c4a134843577f4ad417f9e3877e05
v381_synth_82109e34_04,82109e34,train,arithmetic,@^*:,$:,add3d5a1f677a9bd942b6cb02caca2b84a7b2b3a8e5cb925563fefe95fd4a591
v381_synth_82109e34_05,82109e34,train,arithmetic,>*:,-@,5d789694aa463b5f0fa2c61326842e2e74cf6350d2ac84c66ebce968a8d214c4
v381_synth_82109e34_06,82109e34,train,arithmetic,>+$,$,151f0dcb36a230667feb9c423338b7ee6e00a9716a99405d2bb3be4bf7eb9f29
v381_synth_82109e34_07,82109e34,val,arithmetic,/*??,\?@,dbe31f02179d3c3f86af45d3a758593cde9d5f29c28167039878f3df9c898f1b
v381_synth_82109e34_08,82109e34,train,arithmetic,\+#,?,a570c4bf1e5fd8cd0979f34775431b6706638e4274e5f5e02d847ed05139a778
v381_synth_82109e34_09,82109e34,train,arithmetic,$-',\,1712e9c78910010896b31bd4108688d1fa99985da0d124c59c692d4ac37fbd12
v381_synth_82109e34_10,82109e34,train,arithmetic,@*#,@,19770949c59f60b500461359a99a55feb9e4cead7dfcabb6d7fa480239e6eccc
v381_synth_82109e34_11,82109e34,train,arithmetic,\'*@,\^,f05c3a40e1c147069f0fe0fddb1b93c5ba99948d8eb5d8e6a1df04adcdfd4a08
v381_synth_837a6ae7_00,837a6ae7,train,arithmetic,{+@,{,b7403e462023f570491dbfa9def5ac047f116dd3f4be7ad946bf4a976a091910
v381_synth_837a6ae7_01,837a6ae7,val,arithmetic,"""+<",@\,bc5a6828893920085280c0d5d7273002861246eb26bfd90e7714bd79b9e55397
v381_synth_837a6ae7_02,837a6ae7,train,arithmetic,:*{,&{,9d0f985c455539cda5eb27480c206c44dce60c9d8c3a8f400539b31aba71033c
v381_synth_837a6ae7_03,837a6ae7,train,arithmetic,"&*""",>%,6030bc20ae2ac2b02954bd49259be78ac703a5129410b81db26f20411ae3eecc
v381_synth_837a6ae7_04,837a6ae7,val,arithmetic,@-#,-<,0db0a3b47e50b42707c42a8c6333e3669136a9e0ccf6dcc09efab0909cc3110d
v381_synth_837a6ae7_05,837a6ae7,train,arithmetic,@-@,\,cb49db1b5c4708d4d3348f73516f376feda505cb42b83ce42c34a9c80298eb12
v381_synth_837a6ae7_06,837a6ae7,train,arithmetic,<+:,"""",dd590263c5de435ccaa2d6cbfdaa659f251d54bdd1e3748bd03b14ffff4135cd
v381_synth_837a6ae7_07,837a6ae7,train,arithmetic,@<-{,&,f21bdb589b61a1cf614845a783bd3f818df75e673cb08eb93c2b1132a2432e60
v381_synth_837a6ae7_08,837a6ae7,train,arithmetic,"""*&",>%,6f515c7b9a372b12910f91426141836d38ea16c10bb74fc2e64f0978242658ff
v381_synth_837a6ae7_09,837a6ae7,val,arithmetic,#+&,{,343985a44ec28ef88456a94e348e1685fa6da5a1997726bb2d81a7ccdb9c6845
v381_synth_837a6ae7_10,837a6ae7,train,arithmetic,">-""%","-""<",bf9e11d68485f9f1cc5a7f9653bb50a9ee4a7ae3b50eb61ea7f1e978a6b3fd23
v381_synth_837a6ae7_11,837a6ae7,train,arithmetic,{*@,:,08c3f0867a38e543955251e1ba7151150affd0a3c1bf36435848a51fe6403c8e
v381_synth_8494aad3_00,8494aad3,train,mixed_concat,)@*@,!&^,efb0d74a545d8cb7a0840f9feceb51ff06482da2f927540362f8666527ee2356
v381_synth_8494aad3_01,8494aad3,train,mixed_concat,@+!,@!,413c9bc5661ec9e1edf14659f52bd055baa207776b6a891dcc74faf5cce9608a
v381_synth_8494aad3_02,8494aad3,train,mixed_concat,`+<<,`<<,a9e4e74e9ef3ab09cd48cec7b80d7be8d9a9d50e5b799372a676c19520de98fb
v381_synth_8494aad3_03,8494aad3,val,mixed_concat,`+#,`#,bb1ae8f7a08e47d5280903870786e69a950ce7da40d048cfa7d928d19142c809
v381_synth_8494aad3_04,8494aad3,train,mixed_concat,]*!,#,4ec707400fca5617c6e5a7c66542b245cd75833a1e1ff81326c6a3fd8a8e9a10
v381_synth_8494aad3_05,8494aad3,val,mixed_concat,<*)],)^!,5aae4c686830e9c389a697ff21a7f71058fb5808ae301980d7bbcefc55db07cc
v381_synth_8494aad3_06,8494aad3,train,mixed_concat,&+&!,&&!,894ceee0a7348fa07a324a8123a1182e37a5316b8a0826cb447f3b9a5a0e492c
v381_synth_8494aad3_07,8494aad3,train,mixed_concat,!+^,!^,af1270aaaf581dc28286372e8a9d4bc10c90f8a20233fdf5fd0f1ccbbf3627cc
v381_synth_8494aad3_08,8494aad3,train,mixed_concat,^*!,!,9e6dd0618518d1a94b6375375b5012ed16297bcaaeea51a2a693d329642ea671
v381_synth_8494aad3_09,8494aad3,val,mixed_concat,)*^,!,289d38f66d3888a105a88c6d5e52518abfc72e878030df5c22f82953ef07b060
v381_synth_8494aad3_10,8494aad3,train,mixed_concat,]#+@),]#@),e2e7fe20fe312c2390fecf8f0b9760abcc37682df0ec0b21edde83b251c45c5c
v381_synth_8494aad3_11,8494aad3,train,mixed_concat,"""+!","""!",d5adc530d829eb149e2d4c91683d251db40aa5a450a9b8aa7a3d3cb6de0f31eb
v381_synth_893ffb06_00,893ffb06,train,mixed_concat,|+!,|!,4fce4fb7a22f322813da50f915915131a3a411dc0b0f177c00b02a50f447aa06
v381_synth_893ffb06_01,893ffb06,train,mixed_concat,)*{,{,e9ec7259bf23189b06048762cd4354e17d66416236288b1a2f72e8a2012dbee3
v381_synth_893ffb06_02,893ffb06,train,mixed_concat,@-:},-|',7d42a0c21a6639585ac9384d5b87c0d9bf80946b273bc08a50c3019c366bc466
v381_synth_893ffb06_03,893ffb06,train,mixed_concat,{-',-|,883d61493916a63b41675a86d380fb9d851d09c9ddd6a1217aa8c5b83f337f74
v381_synth_893ffb06_04,893ffb06,train,mixed_concat,'-@),-}},cda081f502ca1bce0a9c43ccfb728d83a51660a1701c241b94b25492cda668aa
v381_synth_893ffb06_05,893ffb06,train,mixed_concat,'*!,!,13a2189594a42b0b360007b431e036a990a159ec6f67178e4efdfa06d1cf47bb
v381_synth_893ffb06_06,893ffb06,train,mixed_concat,{+!,{!,730b813d1431733190c3d153df49d172483f07a1e678ed7d5651b1f4862cc56a
v381_synth_893ffb06_07,893ffb06,train,mixed_concat,):*),):,73c8af5c22ea20fb8f0902f3524d1cf37bcf95a75fbcc0a419ee05ec21140220
v381_synth_893ffb06_08,893ffb06,train,mixed_concat,'-|,{,7c1760781c212e19e536ff3abe999148f8dde5e20652b3ca5935eae6ca34b368
v381_synth_893ffb06_09,893ffb06,train,mixed_concat,@-@,!,da80fa6caee9831e8cbcdb647ec0b6d94c26129ba564f870c4328cc5740000f7
v381_synth_893ffb06_10,893ffb06,train,mixed_concat,'{-!,'{,67e53fd10287fe7fc2e29bad98eea984ed2540811a4e3e7f4573c14875afd778
v381_synth_893ffb06_11,893ffb06,train,mixed_concat,}-},!,7d6960e5669e46ebb2b68dc67210ca7a1a2ada9591ccbfb4db2bccbe3a8be0da
v381_synth_8e411cc7_00,8e411cc7,train,arithmetic,:!&,$,4976b0bc04e5d321751a673b8a0d95d599f00c2670940fb10fda181c600072f9
v381_synth_8e411cc7_01,8e411cc7,train,arithmetic,]!<^,(,f4f4f1a5504f4157b8e7580995fee82bcd5685f16e95aa0749380a7c52cd9397
v381_synth_8e411cc7_02,8e411cc7,train,arithmetic,}#],$,00468a513f03a0ea318e435f2dade01ff88bed00b511833a43ca410f184d3321
v381_synth_8e411cc7_03,8e411cc7,train,arithmetic,<}#<,},026fa8ed778a2bf53d1597c6aa40360f6998b66efab756fbc13d3e32c34f09f6
v381_synth_8e411cc7_04,8e411cc7,train,arithmetic,&!:,$,c30aa7c0f122c2becdffcc4d487285e3cd1e1f2adcd42ea5c60d56b5247daaef
v381_synth_8e411cc7_05,8e411cc7,train,arithmetic,&!/,"]""",b209187bb41ac6b1c81d6a89029f1ec0574067317d51f405705f6ff37777fe5a
v381_synth_8e411cc7_06,8e411cc7,train,arithmetic,$#],(,12c5cab73b67f866932f706b6b946e3d4c1656d436a565d27023d37ea879396a
v381_synth_8e411cc7_07,8e411cc7,train,arithmetic,"/#""",$,53dd6a7e5015785ed638b63155990a18bc5db319a3cbc6f202c5a60c2f971626
v381_synth_8e411cc7_08,8e411cc7,train,arithmetic,/!],]<,f0ac18d565cd670048cceba4b995bbde3faa9fcc2023c7ae289a32bd06db6020
v381_synth_8e411cc7_09,8e411cc7,train,arithmetic,/#/,<,9689233529f6687fb3eef498d91785e7fa992e2cbcf5f8d10a71d4f6b1e430db
v381_synth_8e411cc7_10,8e411cc7,val,arithmetic,$#(,],79289896a39b1a22d000c3ba0385a434f1fbdf267138b8c9b1972861a8207992
v381_synth_8e411cc7_11,8e411cc7,train,arithmetic,"/#^""",:&,bf8247abbe90f489e441827800c54e45935b3def19e2ee89d882203311465ecb
v381_synth_9a19fc2d_00,9a19fc2d,train,little_endian,{-&,/,2f15f03e9bc03687d77ac6f601443a53ba6b2e4c6bf1003c923ca59b318fb700
v381_synth_9a19fc2d_01,9a19fc2d,train,little_endian,/!-/,//,be8471fdf5c57536cb89819370f33e9fb7d96c4cfe70a76a30e48b68334b6bcd
v381_synth_9a19fc2d_02,9a19fc2d,val,little_endian,'+[,[>,17cdf23258dc670da3a88eb1071dfe25119e8a6d918201c031f5e70905c2044d
v381_synth_9a19fc2d_03,9a19fc2d,train,little_endian,&-),#,6d33b0c2c54cb51827f2a5994c81e1927c1ff624287800a3f8f5c7296fd35390
v381_synth_9a19fc2d_04,9a19fc2d,val,little_endian,&}-!,&/,b180a85d59475a9e35235971bbae0f1d05ea3e878dd7972545bfb8cfd81dfddc
v381_synth_9a19fc2d_05,9a19fc2d,train,little_endian,'+'#,}[,8fef30e1703404063d91cbfc1cfef8ae52ff24ac9a592cf86ef724242580d825
v381_synth_9a19fc2d_06,9a19fc2d,val,little_endian,[}->,[},47bf9c70bc6acb2d855324d275bcca2aaa1a90eef8b44dfafd105eb9f599178d
v381_synth_9a19fc2d_07,9a19fc2d,val,little_endian,>->,>,041dc78518694ca0f70f514134f1e77052efd8d0c84f4bcdc120f5fd0fd595ec
v381_synth_9a19fc2d_08,9a19fc2d,train,little_endian,&+!,[{,442b28da690424aced7c2d081315ebda16cb7dacfae781adb2660cd70d933307
v381_synth_9a19fc2d_09,9a19fc2d,train,little_endian,{-#,#,54574c31eea8aea2fd370a4cfaad5b1be0c94eabf119d7a972049b862efa49d0
v381_synth_9a19fc2d_10,9a19fc2d,val,little_endian,>+{,),a9e285167b9f4773b5ac05058a57378b461dcf9e0a2365db1da512ebd71afa59
v381_synth_9a19fc2d_11,9a19fc2d,val,little_endian,}-&,#,24ae57750496470bbeeaa3aff1435222992865be41972798f540c7f50b6f1a6d
v381_synth_9dae880f_00,9dae880f,val,little_endian,'}<,[$,9f71b4c7b5d81afc254ca46012cd93f8e7a6e891948709d7b5aa93786e169bd1
v381_synth_9dae880f_01,9dae880f,val,little_endian,"|"")[",[:,9ea7bb261411e18230c53e0a0da432502b64d718816e42e03d92af9d6f525ef6
v381_synth_9dae880f_02,9dae880f,val,little_endian,|}#$,#|,6fd9a1da9eec76d7b1962e0f96e948fc6c1a2d3cfa7756f08349e942df406ec4
v381_synth_9dae880f_03,9dae880f,train,little_endian,"'""|",),5fc503684edb05f58b9e10fbebfd955ad897964657f7c8b7f1ded3547aaa7282
v381_synth_9dae880f_04,9dae880f,val,little_endian,`>[',[<<,fc8e8d7950e0cafed298871f4f643c4978ada0400b03db4a626bbe26b16b094c
v381_synth_9dae880f_05,9dae880f,train,little_endian,|>`,\),c790ae97890631eb75a33d83df3ee5c3f7b510065f507ff9c33abe7c5b64f483
v381_synth_9dae880f_06,9dae880f,train,little_endian,[>#,#,7966367d2e9b00377fdf1ccdafc7557fcde7a39b77a58412b2e9886cad67aac9
v381_synth_9dae880f_07,9dae880f,train,little_endian,|}[,`,fd5bdd6c603995c8a4c94e9b6a347baf8f2fa0549d02b95c6565de30924d5ecd
v381_synth_9dae880f_08,9dae880f,train,little_endian,\>),[<,e22f80d2356f24f2b69dc1af345324582fb719b662b7aab7caf3a7ec2ecefe62
v381_synth_9dae880f_09,9dae880f,train,little_endian,<>'#,)'$,d105f5373d8673c2bbabae2951d1074e459ceb832618bc346f34055292796705
v381_synth_9dae880f_10,9dae880f,train,little_endian,"<"")",),33cfd05d82051ffb2064cf39910a9ea4d1ecb2e23673338f95eef5da464651e8
v381_synth_9dae880f_11,9dae880f,val,little_endian,)>|,[',3c6bc4a57b3641e49cc81e01302606cb467986ce1f29fe8d23c71481165e6c24
v381_synth_9f1ff166_00,9f1ff166,train,little_endian,'>*[},"'""?}",17365b5c7a6a9f4e9b127a31a45204cba12a32d6211ae167e78665d1787798c1
v381_synth_9f1ff166_01,9f1ff166,train,little_endian,>-/,>,792002bdd45bcb00952a0ca7ac46e7c9e8938d69c330c2d970b97d78fabae947
v381_synth_9f1ff166_02,9f1ff166,train,little_endian,"?-""",],8781740ce9aa2e7eebf2f3b28319f9694e2f9ec139f1a8660a9e4e390c20c986
v381_synth_9f1ff166_03,9f1ff166,val,little_endian,[*'?,'}',94e6ff3d8b7e24632cd441f70bf36aaf2d32004b6b5fd051c81ed6c97bb90ed4
v381_synth_9f1ff166_04,9f1ff166,train,little_endian,"/-""",},e310aff0889290e0dd0de8359b300a4345e2f31e7b042b539a377c06e88e7ce7
v381_synth_9f1ff166_05,9f1ff166,train,little_endian,"?*""",?,4c5e51f8d66dfd115e76e810e1078e41366b937485360095e41a68476d82c78a
v381_synth_9f1ff166_06,9f1ff166,train,little_endian,>[->,>/,4060a6917dc1880cd73072ee5a28b4633a6b27df83c29f70bc3f88939f58fac5
v381_synth_9f1ff166_07,9f1ff166,train,little_endian,"#-""",>,2665ec99ed7a5972a9f16adeef5d3b9d9dc098dac75aeed0873cfc51072af0d8
v381_synth_9f1ff166_08,9f1ff166,train,little_endian,?*>,'#,90f3cf8638af75b27cfc736d178fbd73b13fb4ac204c5b7ad518b73b69d4a620
v381_synth_9f1ff166_09,9f1ff166,train,little_endian,]/-#,]',0219425359b1d91b026b0885d7c51e2a971be39e6b34d0c441636600ee7441a1
v381_synth_9f1ff166_10,9f1ff166,val,little_endian,}-',>,ccfb93404767df240cf223c5d868bdd007e4ef4ded60172938f22f3faa928bed
v381_synth_9f1ff166_11,9f1ff166,train,little_endian,>-[,/,abf7e7742584534315f49ba9cb23133c8b409d42bcfb760f8a8da36ed6e2972b
v381_synth_a26065d4_00,a26065d4,train,little_endian,[|-`,@,d5fde86dc743f4b5ec4267d7f7b7511c7200556472a7053aad2b3371f261fdf6
v381_synth_a26065d4_01,a26065d4,val,little_endian,#+',@,a7843102a382dd5f0bdac9cd0d71fa10fa198ad0c910157993b2882d3b395c4f
v381_synth_a26065d4_02,a26065d4,train,little_endian,$-[,[,8aceae403cda3cd495eb8e5ddfe4f0bec0b912f074984fa06babf324fdfeb253
v381_synth_a26065d4_03,a26065d4,train,little_endian,@+|,$,8978087dcc794b0db63eb1c2f62a06433fb2a9bfba5b5184239116c33fed7160
v381_synth_a26065d4_04,a26065d4,train,little_endian,]+[|,[',63f2b9463bfed1ee43baddd3d40e3568fd6da7ba6a535105ffcd3cc27768845f
v381_synth_a26065d4_05,a26065d4,train,little_endian,<-$,<,033e7b38cb8f4528d7b314aa75d01d068319c35b3d28e9d1d67667a9d8756af7
v381_synth_a26065d4_06,a26065d4,train,little_endian,|<+|,|',90e1179d17ca058769d0d5e45097aec7a99dc4ed385d3f53e894e29cb870c9d8
v381_synth_a26065d4_07,a26065d4,val,little_endian,'<-|,',cb9c17bda1aa26686e21213f5baf23c224b2b835773022c5f3daa6c26c1e3314
v381_synth_a26065d4_08,a26065d4,train,little_endian,$@-<,',f8341e3daccf7e9e5e62ffa2795a6473876d4da4fe2892403f8972a407d1bddc
v381_synth_a26065d4_09,a26065d4,train,little_endian,@+[,],3f0006c3275387c921dc196a6c2cce7237b42a63f69fbc5a52634ecd6522d194
v381_synth_a26065d4_10,a26065d4,train,little_endian,|-|,|,5ec6b302c2d1243898fbfdb9b0c1558c4d7699f4b52af8580c924e03e8d4a392
v381_synth_a26065d4_11,a26065d4,train,little_endian,$&-&,&,f4a42c8264df2f2cf451016b9cb82daf6cdedc2172225737b3d0575bf7a3f0b3
v381_synth_a77be9fa_00,a77be9fa,train,arithmetic,[&\,^,fd540b0fdbb869d86f610a1c3d748624798f77ce7e3b93e036a6c377654cba76
v381_synth_a77be9fa_01,a77be9fa,val,arithmetic,"""!\","[""",9cf7d26a690dddd995304b5dc8f17e707721c9d30684a79d245ca85680458d80
v381_synth_a77be9fa_02,a77be9fa,train,arithmetic,[&^,},6c424497454937054db2bb1dfffe6661c4f909a9ce3b6c1fd1186e75cd53cd44
v381_synth_a77be9fa_03,a77be9fa,train,arithmetic,$\|},}(,892df7bc9c56810686fa845a23b6f0f914276c7c6d89e51369872c773d3cb5d0
v381_synth_a77be9fa_04,a77be9fa,train,arithmetic,$|{,\,666793611ef6b669d05bc966e9b876581cae50544d9ddc2b8dcf0cd27d91f23c
v381_synth_a77be9fa_05,a77be9fa,train,arithmetic,$}|\,$\,eae2158215fe825f92f2fbf4febf6a120be599e32bc578ba08fddf46ec6821ce
v381_synth_a77be9fa_06,a77be9fa,val,arithmetic,"""{|$^",}},62486cf069901b3307f91fee5bdf979f0785c50f8fcb0e591176c3ea72d25178
v381_synth_a77be9fa_07,a77be9fa,train,arithmetic,>&$,$,8136a3a59836b92dde73837a3b3515cc91fa23b2f705803658167704061d3436
v381_synth_a77be9fa_08,a77be9fa,train,arithmetic,"""$&$",[>>,750935a0d5b9e543b939e03c35c102ada1f1b2313cac7a24903f2ef78b036127
v381_synth_a77be9fa_09,a77be9fa,train,arithmetic,\|},\,4dfd272d4f07a0467e8bb7a0d762288b7822a3356745b5522c9e7c48042ea41a
v381_synth_a77be9fa_10,a77be9fa,train,arithmetic,[|\,[,168ae21b73ad6ed3cf6b5ac99b6bf9de8f78a2c2bc985049e3078527f1ebeec2
v381_synth_a77be9fa_11,a77be9fa,train,arithmetic,\:&\\,}(,9cec725e02266d9b717bb89af7427a86b4c46f3afab2b1fcc87555af5fd9ede8
v381_synth_a98d4d53_00,a98d4d53,train,mixed_concat,|-[,-:,d7a00840087a20615066633d0ac15b4d85e8342f6ab450245e70eccc100bad3f
v381_synth_a98d4d53_01,a98d4d53,train,mixed_concat,)-$,-#,4a1ed0daa928752806bc14c4217a120a8005b5229a8eb2027e6e6247d5fc8ac2
v381_synth_a98d4d53_02,a98d4d53,train,mixed_concat,!-$,-[,1f8b96115254f27f7d1ac6ee9a8ec309bf0b29ed7d28cd9bd5f9da22c5e50101
v381_synth_a98d4d53_03,a98d4d53,train,mixed_concat,:-),-),b6e4e1686b07f10e2becbb66ab0e6aee1f2600b32fdc39217a839f88da8c6173
v381_synth_a98d4d53_04,a98d4d53,train,mixed_concat,/-#,-:,e93e31540e40ccb9ad6f8e66d3bd9600b367447e2a67dc5bd085287b6dc05d23
v381_synth_a98d4d53_05,a98d4d53,train,mixed_concat,#-!,-[,8f23fbbb01ba79446cc215f48708d216bc2068beefafcd69651d97f9000e9849
v381_synth_a98d4d53_06,a98d4d53,train,mixed_concat,[-|,-:,adcf18694ed1d3ccd209919db0e4d3c597e3b1ae1037c353702971157a43dab3
v381_synth_a98d4d53_07,a98d4d53,train,mixed_concat,$:+:,$::,b1989dfa4ae67cf1701ddbb5c932808395732dc1b97169d19883e7da6ef75088
v381_synth_a98d4d53_08,a98d4d53,train,mixed_concat,#*/,)[,e77ec21852bf841de2e0ca30ce36137355e3d33b59cf22f5debb2166c061a6d2
v381_synth_a98d4d53_09,a98d4d53,train,mixed_concat,/-:,-[,5a09e92003b10dfde2cc01fad2492f6fa8cc2a4f4eb154be7c8d0484e5683cc4
v381_synth_a98d4d53_10,a98d4d53,train,mixed_concat,[#*[,[#,afa94bbf774ee682a04ec7581d0f6856beb84c9ac6b7f3e3a1c5c70e85412697
v381_synth_a98d4d53_11,a98d4d53,val,mixed_concat,$+[,$[,ce12f4b512cc33ce1326416286488934311f330219cde625ec9658d59e8313a3
v381_synth_b0206bb7_00,b0206bb7,train,little_endian,{-$,-},ee0b8feda9258b50e966cc721f93989e1db4373e57a3f41883b9ea1f474290c1
v381_synth_b0206bb7_01,b0206bb7,train,little_endian,/*]&,{/,c7fbe7475ad5c792901fab4397ac87908a8a18ced9013d67b851dbcae204e96c
v381_synth_b0206bb7_02,b0206bb7,val,little_endian,/-},-#,0ef966b7ea4297318719aaad627ba8050a9b95244334e2509615ea599a23a701
v381_synth_b0206bb7_03,b0206bb7,train,little_endian,#-{,-#,ce8599bf4e9bde017fc9b98fd543f7c6d5f29160869ecc402078bebbddc146c3
